,Ruhengeri,Mulindi
0,6.50562523792878,6.623816987368594
1,6.503047143580043,6.375380870407919
2,6.483406056824133,6.395582661925492
3,6.4580201100520975,6.312790768530866
4,6.457456440841647,6.3395770931327124
5,6.456892453729019,6.393959069372675
6,6.462072303071183,6.496672736564449
7,6.48201783347946,6.515943858668682
8,6.4709955425833625,6.532575481681189
9,6.488166369510057,6.412807511148947
10,6.463807508104889,6.358038412257518
11,6.458447379181679,6.376198788260731
12,6.447350931226407,6.335908371670117
13,6.438136821836177,6.339569310161545
14,6.423036955170153,6.324596882356901
15,6.3690115594171015,6.351332843248307
16,6.356456231886373,6.327297349666155
17,6.331652474601729,6.379134594111146
18,6.559723141484033,6.4331060570546645
19,6.555754696735026,6.4506712277613385
20,6.553229528387629,6.4351335526567155
21,6.551947251484816,6.428935702688823
22,6.553847944347396,6.440055055987136
23,6.517081920501789,6.3477740464441625
24,6.52435274132019,6.332505312277558
25,6.5315710786715595,6.329323344560529
26,6.522127577269562,6.308583596092629
27,6.522183161762407,6.319344481676011
28,6.5201018861253015,6.319012342489488
29,6.515515485816363,6.312535320505549
30,6.518057033817434,6.313735546221616
31,6.521250074688369,6.318435605012585
32,6.526788713120543,6.313545454818374
33,6.528241392978615,6.308974275457308
34,6.527121795876571,6.160559990984092
35,6.270001764617799,6.1998944908336355
36,6.269718449715492,6.264796372510063
37,6.2661675203830525,6.30036920439206
38,6.4379223878830025,6.285594654897586
39,6.430693375926778,6.2879344710823935
40,6.423847100351146,6.290901816955086
41,6.4156784521236645,6.177003958778578
42,6.418378881990462,6.181180714970672
43,6.428153102377929,6.191671339981492
44,6.442110231792247,6.189008492937245
45,6.447115653821153,6.202458312075622
46,6.446658961568394,6.190143481355032
47,6.44550278363884,6.119327006426396
48,6.66639972299033,6.200414853339512
49,6.665556242267333,6.197894926289263
50,6.653528021350251,6.209381683546492
51,6.647125655227941,6.261165205568051
52,6.567165796597321,6.251726840146876
53,6.556607222265402,6.276554176978112
54,6.552153935329803,6.262454512990708
55,6.545299083577082,6.266066065611828
56,6.577327017651522,6.292006221385421
57,6.581307349783808,6.278293966585238
58,6.588628186049293,6.267512912623245
59,6.443662159889547,6.269667727862918
60,6.30853676777172,6.30853676777172
61,6.215869930156011,6.2740742200123805
62,6.216417855764743,6.293822735477729
63,6.221521898296405,6.2703120624658375
64,6.223895348136615,6.2558576988395735
65,6.558875204169727,6.242723676508359
66,6.558483377216077,6.2352401429287605
67,6.3133790251117405,6.262335138382298
68,6.31920672423058,6.2640874250095
69,6.32505006800594,6.279953860172746
70,6.357588311440344,6.27830750856557
71,6.354537327342481,6.2675259503528515
72,6.402870006198416,6.2254924757613415
73,6.228662758230336,6.25267763443421
74,6.305736287337746,6.256031555635333
75,6.293313736597789,6.234280205013596
76,6.311894659943936,6.223254791073187
77,6.359232513843745,6.235890820183534
78,6.354311257207092,6.230872464969794
79,6.34346772741762,6.237527909389142
80,6.365224448873203,6.239575279178159
81,6.372879909203983,6.26284535812091
82,6.338091346842648,6.268241393666204
83,6.26279948004413,6.251275849633234
84,6.181631142572043,6.198580700885817
85,6.1700700639371195,6.1887621969492725
86,6.16846996068873,6.1820294904743625
87,6.168585027892757,6.192036688927806
88,6.149723470608057,6.183059890875649
