,Soroti,Masindi
0,6.04131048195558,6.127784079959406
1,6.067679170932938,6.124489577113207
2,6.221705147107435,6.121292687066978
3,6.218606555244162,6.113643140753075
4,6.438389706434408,6.161144161349006
5,6.4301943469023986,6.202184605937016
6,6.216049695558607,6.354372984576003
7,6.119623341749793,6.361349334856827
8,5.71903860700354,6.124503715111705
9,5.719241836835949,6.122483898456167
10,5.800096710061011,6.123622512423043
11,5.933728619282173,6.118333395413176
12,5.90105695564276,6.116939383429103
13,5.823103905767166,6.1101261299601
14,5.617400973585761,6.108122953880963
15,5.656328809819859,6.104634076604516
16,5.766673222085411,6.09294639019578
17,5.607733441311675,6.096754435110813
18,5.604900743720365,6.096423615231827
19,5.602076047644162,6.093598919155624
20,5.603546248123648,5.913047367970069
21,5.680526165783623,5.902456860672624
22,5.686539010438083,5.842409381144868
23,5.767478604038691,5.839799265618317
24,5.904856544135821,5.839995909933781
25,5.758540898024515,5.902478211810154
26,5.752999880080181,5.828507432588327
27,5.7432146867839835,5.8876329296930106
28,5.7408191944601175,5.8852374373691445
29,5.732763689273369,5.91239643131641
30,6.099299003294265,6.287738756600155
31,6.2063025460794305,6.253849702009266
32,6.205810891938681,6.379122069505014
33,6.244408571030333,6.305033192846769
34,6.301166696648176,6.343399460271448
35,6.310560319430186,6.350019156170734
36,6.425531646586908,6.386200734524484
