,Mombasa,Nairobi
0,6.867023396662568,6.646389256953784
1,6.639041435259668,6.639041435259668
2,6.653087024125803,6.687488450843135
3,6.649315271657147,6.664819458193112
4,6.72483087276059,6.633927826383913
5,6.691192740043291,6.635206259414846
6,6.5965392641123,6.640537434794652
7,6.603517199710777,6.642141817272417
8,6.6059231660199265,6.668774329881169
9,6.59809400287582,6.661404307088801
10,6.577943869308041,6.654662809002483
11,6.492385998860153,6.650281053856099
12,6.489935121849543,6.623821061543903
13,6.485283742095189,6.6209496072483445
14,6.485608908005724,6.630053253646403
15,6.476033686296057,6.616980130539704
16,6.483603857809086,6.617135250433609
17,6.481205495691599,6.614026408712523
18,6.729262876463442,6.6109272019424825
19,6.7246025457714955,6.607061460931148
20,6.717736287086098,6.6247541389301885
21,6.713376658101881,6.595038221153797
22,6.551727346650982,6.608596743147879
23,6.546415361104011,6.582504220773498
24,6.634839946593034,6.597418561544886
25,6.658901150497279,6.577088911765866
26,6.650398343271557,6.5698298857950155
27,6.7722955291145315,6.564017031985086
28,6.864786495515487,6.564431530349914
29,6.890342916202633,6.5300176440869455
30,6.876239074259295,6.53994365666427
31,6.8291466611312694,6.526892946567049
32,6.790673700251545,6.534979303293161
33,6.876136802032304,6.736087842754295
34,6.874203250480176,6.73550882888961
35,6.7449322539958025,6.7449322539958025
36,6.548042844548321,6.7472407022661764
37,6.626277773893939,6.7431674395719465
38,6.739613538713513,6.740124394407893
39,6.744534192433729,6.749620673390103
40,6.637289944255953,6.753015007712652
41,6.6604579928244885,6.755159221021647
42,6.6421935094100535,6.7583281582099595
43,6.641065433891629,6.755414007099377
44,6.639933469508058,6.756570373233819
45,6.63668909210088,6.753898897589661
46,6.528345797933935,6.750979665241188
47,6.5189016141027984,6.742619896426794
48,6.4874704854101575,6.733019947164562
49,6.482636796460079,6.721602231451038
50,6.5174922785628135,6.741763720215278
51,6.558296429881377,6.732315032958749
52,6.610022196494444,6.721296273593566
53,6.477527063248365,6.67596542327674
54,6.490754626020756,6.662211052945607
55,6.428200284598085,6.611632335676067
56,6.289574703000578,6.559014468684269
57,6.212359318307083,6.423072002342488
58,6.214149555482554,6.368775520489862
59,6.229110858361705,6.212608833725317
60,6.222394919139031,6.287445604180244
61,6.200813335195003,6.325240913570056
62,6.20312242554521,6.356079930192133
63,6.207115453879592,6.360072958526515
64,6.206344816844244,6.317042236430258
65,6.198849480123901,6.337217387275688
66,6.187112796827379,6.2671555045009155
67,6.13506405352181,6.291762505427867
68,6.187202434724281,6.343526241085852
69,6.343234545762916,6.2697933143828655
70,6.342045789938428,6.267272555535977
71,6.350872496844796,6.427517382429762
72,6.538350743312149,6.452880812929591
73,6.5318975236804,6.390234301025007
74,6.460883859100299,6.395011114949591
75,6.456334821995906,6.4290748139002885
76,6.5564785358549775,6.492465994366607
77,6.569547085641163,6.569547085641163
78,6.566436402953887,6.541147052972701
79,6.564438980404133,6.475104252705267
80,6.554031096916307,6.497597010635765
81,6.650210667962618,6.312201996789736
82,6.737945960721086,6.08443047547822
