,Kigali,Ruhengeri
0,6.036357173261998,5.686382421893085
1,6.056300376498575,5.482212555954618
2,6.0050341779078815,5.343785744428647
3,5.9455523460825646,5.317259692350922
4,5.8929182136723295,5.462798568075496
5,5.854389601226159,5.5898220860739505
6,5.8814509173696505,5.64041055206493
7,5.890037364836552,5.723646630114792
8,5.853221623253579,5.633496878688155
9,5.890362199234257,5.647826310704707
10,5.92439075100964,5.442972920479464
11,5.902680216907551,5.637366665183314
12,5.951651236247045,5.828100996868503
13,5.954290596024135,5.818129277922894
14,5.9042431617549855,5.873783954270277
15,5.913236441169735,5.746517346180854
16,5.921032241515324,5.757736228865874
17,6.008580251512054,5.820826850835738
18,5.9850506073695025,5.882635601941433
19,5.928936826906347,5.877459274311107
20,5.975777264120205,5.87745251160922
21,5.963533037142585,5.932549491622618
22,6.015791735174351,5.935301379881539
23,5.979062459416928,5.783709938631334
24,5.926263505101222,5.771307253815568
25,6.022949139096596,5.758748808539532
26,6.034641208351415,5.749359274202527
27,6.035377742432729,5.748888479187723
28,6.02979299071882,5.745864548335489
29,6.027803291878598,5.742168303048542
30,6.068591596446832,5.896988466668348
31,6.061243699318592,5.902075447499354
32,6.043174239652624,5.90847120073121
33,6.058110932608352,5.909609747127564
34,6.053366294244605,5.907674470471145
35,5.998734630366377,5.352890014635128
36,5.981490674658081,5.576571269155546
37,6.034597241576024,5.572610923236017
38,6.034166389744794,5.657981515716713
39,6.02454403925959,5.8024266553006925
40,5.992748444636009,5.79558037972506
41,6.008842541881721,5.8770732642505985
42,6.001054548740154,5.8797785777764275
43,6.008996363851821,5.888558694303065
44,6.023010932408279,5.902518315739796
45,6.040777869158783,5.571507339385583
46,6.039446517702006,5.570072281113154
47,6.087828339367025,5.5703137274502375
48,6.063056437291688,5.446643050963132
49,6.056438143849156,5.39362695989835
50,6.026183318279003,5.226505346913041
51,5.5909322845309815,5.21888317334266
52,5.56188544772143,5.209444807921487
53,5.527471364087863,5.169102939642798
54,5.481561363473918,5.302409381441243
55,5.533698171898602,5.386743758941939
56,5.542255412020562,5.393635719744837
57,5.299068563155487,5.5153510240897505
58,5.4004775693977205,5.404346046175641
59,5.410059494532649,5.212594957636131
60,5.401591898315803,5.141937138118678
61,5.294859172355196,5.1392737720522765
62,5.297555326502216,5.347775083481243
63,5.293802470598628,5.293802470598628
64,5.011338800119288,5.299020872571068
65,5.016584576725163,5.083275951223835
66,5.019270622315193,5.085961996813865
67,5.358025545490209,5.251980332784065
68,5.378568351802099,5.281033476975662
69,5.4321067001287755,5.313842779635041
70,5.447376625642572,5.322465976061956
71,5.404819464612802,5.255925038674372
72,5.5279841892923836,5.202292790873619
73,5.528546908354297,5.261626827350946
74,5.39301627935272,5.295327034191545
75,5.392037115288017,5.422927602307355
76,5.491974740817798,5.359956589339543
77,5.4842071371710155,5.444418887112604
78,5.545228445913004,5.478250628743873
79,5.484686965020713,5.465165493275693
80,5.465558602968684,5.465558602968684
81,5.4659518672576795,5.504621008416834
82,5.462922414617662,5.548958411605434
83,5.7740598272866634,5.620340833198896
84,5.704422129605038,5.593844477669925
85,5.600975532047153,5.495615016389327
86,5.655936394577584,5.591207921877089
87,5.652093666591089,5.550513873773169
88,5.628961640182937,5.568693588168818
89,5.675344356218087,5.614719734401652
90,5.9109087142332,5.829185556865135
91,5.951268432827086,5.773842846645338
92,5.940914398557166,5.747925345648429
93,5.872141104413873,5.72131821467929
94,5.815964772281768,5.710345222818582
95,5.583922367286838,5.533089301487605
96,5.514490722865772,5.450571205152485
