,Busia,Soroti
0,6.373163772720497,6.372391869941915
1,6.428312865744372,6.370640577278522
2,6.48612773134108,6.5257701407738695
3,6.538927094258442,6.55629087456297
4,6.637498511692277,6.620651652486489
5,6.56646380708577,6.612455971419808
6,6.499702212524387,6.62002426828871
7,6.5204710274061055,6.561597107918934
8,6.45342128594408,6.006536024298302
9,6.147875887665223,6.227102299052104
10,6.134422813773812,6.066754399627313
11,6.132119925935866,6.062777709467196
12,6.190270656514652,6.116445190189492
13,6.1470593850057815,6.083029640271961
14,6.102659816379745,6.02178675077425
15,6.017577582422973,5.971031784621603
16,6.117761559315504,6.033953602043412
17,6.161731236942874,6.070356963259788
18,6.141852672078576,6.040939431857416
19,6.099578010211682,5.976565227858021
20,6.064110037108751,6.039056534663201
21,6.0960416097452885,6.027762768991995
22,6.127510807003157,6.036262135538013
23,6.113822589139058,6.03517053161397
24,6.097590690002236,6.056934684361107
25,6.058697144701472,6.026148339663316
26,6.0552807519531155,6.02159335596944
27,6.014879331904102,5.9515600169992435
28,6.024254976030447,5.882789455730505
29,5.993815904569477,5.875485673277005
30,5.922066192350289,5.871391901387022
31,5.812308424277783,5.864783674282612
32,5.79556381494509,5.650923325118823
33,5.766355446013251,5.51894727269941
34,5.521681839476173,5.407377068196114
35,5.584806960274418,5.463761278983219
36,5.547526173379695,5.444781015087852
37,5.60538834682641,5.433142442021197
38,5.545121156232126,5.427338120575742
39,5.576720046521316,5.529888746837217
40,5.659015003414285,5.554323607888483
41,5.671736839962841,5.5847254629732115
42,5.68742664239159,5.63319648833073
43,5.682463601987474,5.6372070103993535
44,5.672569181922398,5.639283204288931
45,5.689264296333812,5.6565719346482695
46,5.7503461054494425,5.6821378554229085
47,5.7572943533366505,5.68966295244802
48,5.731631891282464,5.645760982008161
49,5.702550838016614,5.634376297180895
50,5.695814899390069,5.630509800982303
51,5.731405027473356,5.617413138870241
52,5.906407220006222,5.694485193435976
53,5.976090159977027,5.691277529953199
54,5.916645917103135,5.766301865397439
55,5.855813308055905,5.833672182178691
