,Mulindi,Ruhengeri
0,6.121995058423815,6.059614035426265
1,6.1170602156771245,5.992221519814052
2,6.067845518050618,5.972084278247667
3,6.047620469251302,5.946184257635977
4,6.044219076808827,6.16865479115421
5,6.037398679532242,6.3505274176451865
6,6.086493204493299,6.356295554316818
7,6.098340079556203,6.380077795136465
8,6.053082526414337,6.249512355085702
9,6.0619013872912175,6.245788826595525
10,6.038102176969498,6.107132564166157
11,6.050592344391332,6.157332360888703
12,6.071315740003134,6.133770997056055
13,6.066462394512732,6.173268809691479
14,6.05481602023436,6.210808321208268
15,6.063518644219073,6.257052652046707
16,6.2852417543759955,6.268420499885853
17,6.30139538940169,6.331652474601729
18,6.297856884994962,6.3194663693278175
19,6.263490237593637,6.435318518671753
20,6.267631224141392,6.439817401969142
21,6.261333239759951,6.472322691423477
22,6.256186273341235,6.472550137670066
23,6.235571704574938,6.187817273279038
24,6.22783468971367,6.208711954105321
25,6.208062044527821,6.2291789679687435
26,6.1410310601783555,6.260458833047617
27,6.154353587295888,6.259850333455934
28,6.152237509433833,6.258051642699801
29,6.148768871707904,6.253402841152678
30,6.1506475619085075,6.384660785459621
31,6.163897853378675,6.390108061736788
32,6.179008306954575,6.395330794306281
33,6.168481706982094,6.3969721376803355
34,5.992423069182094,6.395356988088534
35,5.9911711151091325,6.047576051615705
36,5.972718688585244,6.164539768770413
37,5.914101551669513,6.160488584088879
38,5.902974179473444,6.256489932812973
39,5.917356621974669,6.248098183886897
40,6.017697763683958,6.2412519083112645
41,6.018059196986646,6.23363083040881
42,6.023433832963062,6.2355023862255505
43,6.022687994269765,6.244994375170911
44,6.018778121855658,6.259788674998292
45,6.006677601907663,6.158269843311817
46,5.988870920090783,6.158045356678502
47,5.816019616071534,6.040736731833174
48,5.829118640846597,6.040304680308272
49,6.031488824801207,6.011286117483688
50,6.061347230736669,5.891147034475059
51,6.073198606388511,5.8858695278639335
52,6.054728568936988,5.829566853466542
53,6.1257312872435286,5.997897915733644
54,6.110992729647756,6.040925167031038
55,6.177304906898411,6.034473459811091
56,6.107796089903599,6.039343175233221
57,5.907532656485393,6.103328911862708
58,5.8414794117826725,5.8673270045932275
59,5.767504854534141,5.753936125328072
60,5.766181177551998,5.7065654678776445
61,5.8121156864514765,5.916706675330274
62,5.8010580659399,5.992846130605414
63,5.768643518576133,6.035329222014908
64,5.787177696524346,6.021894233396215
65,5.80556426669128,5.99956668309799
66,5.836566232398598,6.000099875326919
67,5.899585492897094,5.997390656910471
68,6.0198904644974585,6.050275201124174
69,6.053509975829879,6.123328952279136
70,6.03999168241704,6.123331405662144
71,6.054547407216103,6.000480185945827
72,5.926431724741902,5.868444467091552
73,6.04425569494536,5.952488292630035
74,6.018584016222861,5.98628842153151
75,6.022474167540506,5.975456961023795
76,6.009842647209202,5.962419968657595
77,6.0488759929578295,6.015043960556395
78,6.015024412402308,6.064654850451594
79,6.030397839248848,6.0535493513875585
80,6.010214091253079,6.053942461080548
81,6.018888976373797,6.0750159306070834
82,5.9794869350526705,5.933375583093265
83,5.959979437109077,6.043318161974349
84,5.8990641707870335,5.901329177417885
85,5.935280920583276,5.886382290661799
86,5.914348084729251,5.97516682476429
87,5.945441476578547,5.883160292742626
88,5.935018787939712,5.851819844084738
