,Kisumu,Kampala
0,6.57967627648322,6.549089386259069
1,6.581771395589386,6.57731738494635
2,6.51955563150128,6.508516266089075
3,6.506454783744106,6.5350117303239434
4,6.49763756178946,6.671906240070198
5,6.56211437540951,6.609243981810443
6,6.559350383693245,6.518885743973179
7,6.57669190786181,6.551381020928636
8,6.579237560388245,6.590888743798449
9,6.572330308188907,6.615933575438553
10,6.49662038536361,6.429005350510378
11,6.49167602367946,6.477066337580395
12,6.487805195591718,6.415933580826795
13,6.484214794906284,6.41956825017436
14,6.411774645994671,6.413894752112181
15,6.483181679561344,6.5409626921290025
16,6.482892873065308,6.556107830249778
17,6.480495016088001,6.608326833396764
18,6.478106288921558,6.577396609166684
19,6.4731300771899845,6.398114045424532
20,6.46673891651235,6.381882860752918
21,6.462577683530768,6.434986174328529
22,6.456287119379148,6.500073397992073
23,6.4491520556788045,6.509105407369265
24,6.570617331318143,6.612564378292032
25,6.670303782595091,6.61245173027075
26,6.661800975369369,6.607299149439882
27,6.657465591642711,6.745817624305464
28,6.945634173046122,6.774305041813348
29,6.932957498327916,6.8258503343514345
30,6.92013326781652,6.821446658547321
31,6.91407831466765,6.829929019268972
32,6.912485152253639,6.822144105081133
33,6.918917142641159,6.487855737885357
34,6.518227407272195,6.424615244241879
35,6.521788702681593,6.357738960360644
36,6.584721772768402,6.4321771310093
37,6.51976849303224,6.471522643595779
38,6.448006211627161,6.467893350509074
39,6.643188497402409,6.474676016540806
40,6.6500181602159065,6.498616292278132
41,6.653739042575744,6.618651356660965
42,6.53518460689575,6.606987185198222
43,6.650732839293765,6.390068687798257
44,6.650189969675248,6.372593103411213
45,6.400567709037956,6.297843655052759
46,6.39645091808487,6.337612621164375
47,6.5179429944415945,6.404257397307855
48,6.478920614188919,6.393921507173515
49,6.508444680415951,6.420267192626407
50,6.518119041353622,6.440989810081778
51,6.509924588244713,6.563914749160479
52,6.50303189297508,6.597736688584924
53,6.498831004249888,6.604789438391978
54,6.492168534934097,6.719797648914258
55,6.493583963703098,6.724293251975721
56,6.490027226012597,6.70807347665705
57,6.490754626020756,6.376134705826333
58,6.358492872173264,6.141810678834342
59,6.36296813421643,6.154170225733569
60,6.365316822954006,6.134606957780981
61,6.329526296595157,6.128450955290582
62,6.21427134449893,6.131779170741259
63,6.205865617187821,6.115762704359025
64,6.353534422212668,6.22424496797063
65,6.204790482645907,6.2386891236697295
66,6.207115453879592,6.288082666972602
67,6.208015661009062,6.223781017326023
68,6.346716910666902,6.138293314353324
69,6.341263476654637,6.146186949806263
70,6.339461562014965,6.148032634165344
71,6.407295653220867,6.154407268815136
72,6.343956828206739,6.309652122611329
73,6.342045789938428,6.373813365371398
74,6.485114874213098,6.418604935085321
75,6.344612596914546,6.446507810833791
76,6.469188615525719,6.445987944428703
77,6.45838072888218,6.546800532856457
78,6.456960017389824,6.596983860325174
79,6.449801859435565,6.611633926220768
80,6.571208675610823,6.664647080013183
81,6.5680998355525855,6.64740628814655
82,6.564438980404133,6.466583346997119
83,6.555150291213322,6.547946551878453
