,Rubavu,Ngozi
0,5.930995913042221,6.274015287068532
1,5.984085323282617,6.369134044251951
2,5.9242170766792706,6.276161683759354
3,5.870432929539245,6.364820103532932
4,5.996039937277953,6.367989462999362
5,5.992348544630131,6.363567750828419
6,5.989566770759652,6.358082072153762
7,5.9663437934060335,6.261654122552297
8,5.94885528903404,6.245282409995431
9,5.964998531683107,6.2384095299604425
10,5.877659946578954,6.230014936380357
11,5.672550481768117,6.228869104423331
12,5.7138634852441745,6.313681937899138
13,5.568306773757408,6.233045042035486
14,5.71917618161065,6.141727443695866
15,5.753511781008449,6.146922782984865
16,5.78401688498536,6.0467499218923075
17,5.813493322943517,6.052198560566379
18,5.593391776142832,6.013160074860922
19,5.468670580540359,6.000084065035526
20,5.506565245794442,5.9354275585128615
21,5.497126880373267,5.804897977400199
22,5.52577788358153,5.801812236955429
23,5.521324596645931,5.798297296527306
24,5.520275151566461,5.547036430877266
25,5.56039275999768,5.461644335296973
26,5.142064814345821,5.56306778546031
27,5.307103498620262,5.471353148921878
28,5.69774156698443,5.572823964055831
29,5.22622286083673,5.5777379765123305
30,5.301290062685486,5.486095427777976
31,5.244679574454269,5.6607107800765375
32,5.130268827670307,5.767163274813551
33,5.011338800119288,5.768670592030551
34,5.140733006248622,5.917726034587793
35,5.197753402801982,6.19468502525166
36,5.228884617989416,6.18781457811301
37,5.35609549595004,5.7636072881951055
38,5.360362795269934,5.800746835144563
39,5.368595747789457,6.053106908196236
40,5.384858722050264,6.130679026381403
41,5.446045746453948,6.133839127518489
42,5.489326195201016,5.718906462967478
43,5.39301627935272,5.88163779480016
44,5.280119199084031,5.473115000427939
45,5.452329909470558,5.35788509881904
46,5.444418887112604,5.3466568286844325
47,5.476472850497874,5.344411151746888
48,5.465165493275693,5.545029386719342
49,5.544773838522187,5.3552366962848295
50,5.5418503501851895,5.471423843348001
51,5.575094213106259,5.652946199520379
