,Gulu,Masindi
0,6.231664210446798,6.57193873301775
1,6.636497933128246,6.7597819649749775
2,6.697273620986578,6.780810600762836
3,6.7202750991338664,6.794305764650775
4,6.80594940195349,6.882671939423787
5,6.849349330140923,6.875027678466785
6,6.856444448949938,6.882480322191302
7,6.811288674668854,6.892433478336285
8,6.7891845540846925,6.895987797507099
9,6.829139819380088,6.869776385633712
10,6.788232086813484,6.843314536597355
11,6.783833678144218,6.813956437599327
12,6.781011834288804,6.809592370749438
13,6.6846235627435355,6.80253046041779
14,6.685342731159636,6.7968025171811925
15,6.6796569722221655,6.74085635860623
16,6.757549329050427,6.7292307088611825
17,6.76041295125006,6.733214621992752
18,6.606949343958833,6.734878691666694
19,6.199259239942363,6.729146632633346
20,6.202526386098552,6.539895886126755
21,6.413767803545446,6.532359181336218
22,6.460655253531695,6.6040338363770426
23,6.460625784598636,6.603402501641885
24,6.456851928031553,6.60222186894349
25,6.45168807858446,6.688957332162318
26,6.590647484635223,6.743758663329377
27,6.733532677304411,6.816074479349679
28,6.731137184980545,6.838489419940326
29,6.722959450631854,6.83232249954551
30,6.7222195924777495,6.830324752527179
31,6.7011563789895945,6.811044716095681
32,6.459625414609938,6.765332120597391
33,6.486531298961116,6.7059345306596025
34,6.490902156944962,6.490240999896085
35,6.562373567651328,6.492592570548907
36,6.545877777083623,6.476530358526835
37,6.529873262589601,6.498630683264274
38,6.4439344973136325,6.525950409243852
39,6.349909934754797,6.532734130413318
40,6.35216218397423,6.534734713288011
41,6.135021518959832,6.695172209288324
42,6.145259736017071,6.705670331253574
43,6.287794576540503,6.485166027835435
44,6.249048775909825,6.49140457764584
45,6.313375585282755,6.650159334444721
46,6.373813365371398,6.57160134506392
47,6.421413925696376,6.658761865674257
48,6.456353417441004,6.716115546690544
49,6.444624617700839,6.7055186025503914
50,6.475614197011224,6.728099071658377
51,6.518102930301916,6.770255581599211
52,6.681731580768336,6.766519449926777
53,6.418230746643598,6.776911986872595
54,6.5275549994261075,6.784649790622513
55,6.492660443927318,6.789948738184538
56,6.523096404100963,6.782374576513997
57,6.609212033772314,6.698987818413443
58,6.608178758212241,6.69514251502043
59,6.608290855962463,6.698618671297639
60,6.6084772868675135,6.697666798152629
61,6.604678125599532,6.6941109837239425
62,6.4310650862159155,6.69040205049575
63,6.426054262706004,6.686167394112799
64,6.464681550948579,6.686257294259389
65,6.538093822622349,6.6853024405543255
66,6.690208244650055,6.690208244650055
67,6.685214353074378,6.685214353074378
68,6.686768439199186,6.686768439199186
69,6.626717729801511,6.685716070563467
70,6.533861745221318,6.68645276785693
