,Machakos,Nairobi
0,5.663050592336632,5.727903134516193
1,5.665145711442798,5.702948076089333
2,5.672257771114077,5.705047593937068
3,5.658435682791919,5.691551291576417
4,5.651305418522216,5.681257740805567
5,5.644468629777895,5.677805050045487
6,5.2372561914830325,5.676002241356694
7,5.2546044479129295,5.694302727663336
8,5.2568218721470785,5.691557362555356
9,5.251565057688284,5.689500550827232
10,5.467497122992928,5.684271226021658
11,5.537016488401119,5.7094492130658265
12,5.537539385333272,5.7062888645816825
13,5.533469158949079,5.702791461199394
14,5.532418680015416,5.702404629927838
15,5.5313670964152335,5.636358540284409
16,5.529654802134344,5.636305997421883
17,5.562680974575331,5.634025999511198
18,5.594651199935008,5.631754950138386
19,5.624883450128195,5.691548031855556
20,5.619678783453023,5.684113305838485
21,5.614208968142071,5.678747489279642
22,5.607079950536025,5.673393650962927
23,5.601256645229004,5.666840644768128
24,5.592101676982761,5.6555892258743565
25,5.571691493926981,5.637504712496552
26,5.71808494893371,5.756644175719524
27,5.84575867635821,5.918685313466101
28,5.844499814945302,5.965644198304391
29,5.834345209659806,5.952268704618338
30,5.823634251278926,5.9389513681883095
31,6.04216558817297,5.935226184175415
32,6.038454229669367,6.037439516238821
33,6.139219946114761,6.043448405287259
34,6.135997253363657,6.0484778753471
35,6.145474694950575,6.147326547331649
36,6.054093521706231,6.09409885631993
37,5.827897636831899,6.0093684917455406
38,5.821020721157123,6.045955241352255
39,5.830917088735715,5.951169348546963
40,5.8043098052638795,5.957432935276257
41,5.526340729972224,5.830468460863813
42,5.556322220511225,5.722114475353969
43,5.522802048257198,5.735793228107389
44,5.488603902297297,5.618234964950236
45,5.519252533139814,5.6110414513169395
46,5.365619232099011,5.5891451194912865
47,5.329098957286026,5.60878098707073
48,5.246206386990925,5.576448073861501
49,5.272187854255054,5.593345855903224
50,5.164205250909102,5.569670359017267
51,5.162662151664815,5.4888778881188385
52,5.15634815115492,5.459460796833347
53,5.102240786696167,5.436557075662312
54,5.284522603320849,5.438673283148107
55,5.201488373782122,5.284324379361271
56,5.245575859318381,5.214531237636422
57,5.289217614825124,5.210916764411365
58,5.362731166021395,5.207282627478537
59,5.427156946595323,5.303447292269301
60,5.354255934403439,5.191622332581704
61,5.3505638617977445,5.3583460022397995
62,5.351549122967573,5.371993093906342
63,5.352533414353242,5.416344927098195
64,5.360036012356825,5.4267273868554975
65,5.3523546480791975,5.37882122126736
66,5.348555934109249,5.301672348210398
67,5.340792538755065,5.400289637619711
68,5.0706656562699335,5.407137892891147
69,5.469077126936084,5.570751928922461
70,5.329452972901233,5.57607355855524
71,5.620864299829009,5.5830140756979105
72,5.618866877279254,5.7321955625862575
73,5.617377670523267,5.730706355830271
74,5.607528757326522,5.8170807193050305
75,5.597581877372754,5.845985095446202
76,5.630953741355395,5.752997736003181
77,5.663247795754952,5.746629404694002
78,5.72055307994949,5.813529536407596
79,5.717611532290115,5.813816010033001
80,5.716568792487795,5.74005315666646
81,5.71552496424412,5.759364169368541
82,5.723996956778254,5.7214621011750655
