,Ngozi,Gitega
0,6.408598092521518,6.459891386909068
1,6.17296067908498,6.459617636121516
2,6.319639708521345,6.501887548902307
3,6.5390410163793495,6.443872670487751
4,6.428206556310445,6.520347161353491
5,6.525570279259593,6.5333855943495855
6,6.32987460492005,6.523269680833486
7,6.338539633279884,6.539287761085563
8,6.3075833984752,6.53770778093075
9,6.146254130990976,6.3803578082557735
10,5.992716020139272,6.0709872481644265
11,5.997327721868091,5.966428056179064
12,6.056654870952463,5.993141465230137
13,6.295020733579091,6.023357310282948
14,6.288037203515295,6.289776334388422
15,6.286532413014185,6.302063355045061
16,6.28546680291197,6.286334858522034
17,6.291204488129656,6.341848220948411
18,6.342498594337777,6.440990212214313
19,6.334582976338297,6.428844231194422
20,6.413760208119562,6.413760208119562
21,6.486386360958224,6.565924788878522
22,6.553580195906542,6.626395225756319
23,6.6150971596926045,6.680483654040794
24,6.566956417117085,6.672071954821702
25,6.4155079536871895,6.564426895605274
26,6.458610785564427,6.600496445658807
27,6.451861115047146,6.593529768367878
28,6.384879124484967,6.517898615383441
29,6.278673953042564,6.509152962817491
30,6.404985027843036,6.587362343091382
31,6.277424726981507,6.5523933461603034
32,6.071988659195245,6.361534665085089
33,6.081335537032618,6.2371482855202585
34,5.824231758316204,5.7518503784391
35,5.959354995424768,6.020229898809272
36,6.081842310265665,6.181476219488276
37,6.074938260020598,6.1302518980046505
38,6.06897448271076,6.097567946974433
39,6.059859588631684,6.05700108263572
40,6.149972230191106,6.098678935803556
41,6.1448220034675645,6.235269809955775
42,6.230014936380357,6.230014936380357
43,6.228869104423331,6.313978779144703
44,6.313681937899138,6.313681937899138
45,6.23501626285908,6.320648193379105
46,6.141727443695866,6.141727443695866
47,6.095905008643141,6.196294511578947
48,5.9316332312891165,6.153468737943311
49,5.800053222391385,6.156977511799556
50,5.86990366183599,5.873398132485764
51,5.8744416833772455,6.055986842616671
52,5.876653583237159,6.058198742476585
53,5.9367134348092065,6.058011838653323
54,5.869307728576876,6.052017710312596
55,5.858775215490107,6.048502769884473
56,5.9870418642376055,6.14997223171691
57,6.049819425140857,6.154791515856918
58,5.936272031350254,6.103914425481159
59,6.114310584957968,6.059528238765761
60,6.008515448312788,6.0644182258939345
61,6.124114584542641,6.069332238350434
62,6.016312240858618,5.954787007852328
63,6.082340825038057,6.027409392846542
64,6.14537874047434,6.092436321204141
65,6.197289005113433,6.144883157301278
66,6.20511498084665,6.098483257859764
67,6.196450250776229,6.19468502525166
68,6.192225701277987,6.192225701277987
69,6.289454653656934,6.287855932293237
70,6.289454653656934,6.288655612463802
71,6.282474754276641,6.369819675847595
72,6.273903548211585,6.363056253642558
73,6.13197866186557,6.3680733655268575
74,6.056590331400893,6.1896170558340335
75,6.131487411580053,6.182407502007309
76,6.165364111776201,6.002792329552534
77,6.157192475207375,5.993403166542349
78,6.239378814185892,6.239378814185892
79,6.403427824330405,6.323733245468043
80,6.403968822122032,6.322999759588364
81,6.2471359750348245,6.153141801342456
82,5.876888951456165,5.653141353007913
83,5.806235923633672,5.803648600068721
84,5.931384492792854,5.866528944979853
85,6.0364631851751085,6.034440939794341
86,6.133682274353707,6.083157029159058
87,6.129166412533912,6.0785464216874034
88,6.178143106869191,6.075864257748773
89,6.120173182809735,6.118338319909624
90,6.1365851441931785,6.057141238932744
91,6.101710326020077,6.101710326020077
92,6.094202385145508,6.189428464197081
93,6.087606205828446,6.184598471815756
94,6.0267679500726565,6.078256920030737
95,6.020301015618259,6.071789985576339
96,6.203185112129038,6.161012678510912
97,6.202714364976352,6.158041924924759
