,Kigali,Kamembe
0,6.440075778214787,6.346257022997133
1,6.463288771472494,6.255188069320304
2,6.442049560979761,6.154823380945268
3,6.462544947443345,6.159742208330838
4,6.403458646909942,6.042773208624642
5,6.41471937139723,6.043120302970567
6,6.475176050086961,6.0444959670451395
7,6.446638099291727,6.043398828931567
8,6.459817760557138,6.100006126870855
9,6.438948204351826,6.256489932812973
10,6.430693375926778,6.248098183886897
11,6.422478174743804,6.338202777573049
12,6.414993285944068,6.411904215356539
13,6.445740370001599,6.421148966864277
14,6.451586290392824,6.140935821940094
15,6.469509205980361,6.153501804480335
16,6.474646642455611,6.159666166554744
17,6.478276715555951,6.039446517702006
18,6.478518161893035,6.040736731833174
19,6.478694573112903,5.903780169615618
20,6.457100498300085,5.895246995341916
21,6.395930343785088,5.891147034475059
22,6.335332305585795,5.8858695278639335
23,6.306490925556851,5.874018616037375
24,6.18968824395645,5.862250120202743
25,6.2245899073714615,5.911991483655146
26,6.211731714648499,5.850939046591927
27,6.241209328100147,5.857831007394825
28,6.117567405851823,5.85133137678565
29,6.188758733831661,5.715401469812731
30,6.066910390681981,5.714933967524803
31,6.053190075962875,5.724966553248536
32,5.988006352915141,5.7180867368032
33,5.990702507062162,5.798460661882215
34,6.048587957805855,5.699267578706793
35,6.111864964969682,5.828634410202692
36,6.117110741575557,5.863882437112367
37,6.117882910983303,5.8653361966561315
38,6.114812486133453,6.114812486133453
39,6.117133012052837,6.116167294932878
40,6.10092178002919,6.126214957168272
41,6.153694269392262,6.1175342879778185
42,6.190398089631717,5.874081712383829
43,6.058201002373025,5.806886574092119
44,6.124458980700333,5.783351741574972
45,6.17333983979022,5.853069577745288
46,6.17692304328469,5.842238117237573
47,6.1851219213777435,5.830464123861751
48,6.272019544272039,5.95376740573558
49,6.1696200310578195,6.1696200310578195
50,6.196981814994793,6.254762640460417
51,6.199957793106037,6.077542376421421
52,6.157305325363597,5.959423476330518
53,6.156069595177607,5.93112586335925
