,Tororo,Kampala
0,5.366612950491872,5.3845506511785395
1,5.340941584956898,5.1937148154921715
2,5.3145937976166415,5.307425308138028
3,5.295622821353832,5.356531574440825
4,5.291061483717872,5.425347422518691
5,5.348429982859414,5.413154735328748
6,5.549749753989781,5.514758004367279
7,5.610142423642327,5.606639793091126
8,5.602991124233586,5.606502980345127
9,5.576141902958443,5.518558680276081
10,5.4923782278421704,5.4923782278421704
11,5.423705056340891,5.457606608016572
12,5.360092855457803,5.4244927860608865
13,5.454821743197266,5.470758335460079
14,5.5281612144275725,5.627181973628433
15,5.5139818386605155,5.554465747867358
16,5.555958906579959,5.605005513884532
17,5.635625854879024,5.694206580903874
18,5.656488286964094,5.758867694182038
19,5.725621390378153,5.823641598941343
20,5.695102992115967,5.769210964269688
21,5.643596694341668,5.587818608667763
22,5.687556151203077,5.7164555007664255
23,5.72931576756422,5.687172586241856
24,5.722318971851242,5.682328731918932
25,5.7813879192895,5.8162156113416374
26,5.969114394466924,5.970263159670798
27,5.9628779560878975,5.950101940264485
28,5.964084995289282,5.959476692203088
29,5.983435180334269,5.967570824954286
30,6.007103365847976,6.011498977321014
31,6.029826072147289,6.04907800364661
32,5.797147848052577,6.40700251050163
33,5.1801395887336295,5.343673231661951
34,5.372561740665815,5.372561740665815
35,5.366130350325041,5.366831366827636
36,5.423792202869158,5.423792202869158
37,5.527474771622853,5.621333221193991
38,5.471308355088266,5.489861762984013
39,5.342139477487782,5.340009551229958
40,5.342936347741292,5.281513535114885
41,5.154580502417795,5.20226833320351
42,5.154315200331731,5.218853721469302
43,5.075605806730655,5.1489231087502825
44,5.1529607047350146,5.222295398136079
45,5.275061057675458,5.209309680112678
46,5.133677469568224,5.112512658376181
47,5.117816535418485,5.117816535418485
48,5.211709363575876,5.272618116662868
49,5.204488406774421,5.15217261741026
50,5.054234707216013,5.059852699520237
51,5.094273598728534,5.1672225983747015
52,5.123795709372973,5.123795709372973
53,5.039616508713424,5.039616508713424
54,5.073983710502667,5.111724038485514
55,5.044143123349394,5.112569262035685
56,5.072644476051474,5.115661861135165
57,5.064955123696586,5.108205107490402
58,4.53969047128427,4.615789814822916
59,4.526104197836701,4.549307094916364
60,4.526622869038901,4.653708297357598
61,4.507543104770602,4.594578261602748
62,4.468255461410195,4.615308879366691
63,4.641371777279842,4.802639924875964
64,4.8450582667783735,4.9483758808064
65,4.943140500340458,5.037327715400159
66,4.944059829839408,5.05496052587285
67,4.8042179123373625,5.014513321173723
68,5.019239533194721,5.096200574330849
69,5.100216309973188,5.15898161919944
70,5.033716055574165,5.10420593332871
71,5.300741684808489,5.326166783174299
72,5.227376269354647,5.311310720839797
73,5.223509773156054,5.1011077916433765
74,5.367203805187378,5.369189903159008
75,5.550062909233008,5.615633954984768
76,5.563053355337969,5.607646730880788
77,5.520292489346226,5.523688078347364
78,5.500180573695616,5.54764711093454
79,5.579045065873803,5.629212324591822
