,Nakuru,Kisumu
0,6.398194774497013,6.925020739609445
1,6.384698472136362,6.916714914225894
2,6.438302868526916,6.903102669897625
3,6.432925990142166,6.944983520439066
4,6.3716014051639265,6.944078734159975
5,6.386648304973945,6.959804721936134
6,6.451718963030507,6.962469649556401
7,6.4487076584972955,6.955863003621561
8,6.436726620121427,6.802132625838909
9,6.4436668044931,6.797132431201746
10,6.446450009909804,6.792663010662613
11,6.485283742095189,6.738179698461554
12,6.554696674159666,6.790578410452024
13,6.547987259052753,6.734416965742569
14,6.483603857809086,6.78819965270293
15,6.536468174366648,6.732362083233483
16,6.533368967596608,6.6109272019424825
17,6.528469230097079,6.606750370556886
18,6.509328249937939,6.661817556307076
19,6.517076679684085,6.713376658101881
20,6.506506876358174,6.707919411616958
21,6.506947462931485,6.700426658395675
22,6.494855823139383,6.690153584577086
23,6.475317329493039,6.7756642982529165
24,6.412670748903304,6.768181378927941
25,6.422393469463228,6.8574173798129365
26,6.433268040607714,6.945844058659234
27,6.422974334594903,6.846520602884505
28,6.450679519091376,6.833333419119588
29,6.432644039765539,6.827298231769488
30,6.8491590429770435,6.828201556120558
31,6.482521733841636,6.831905765651529
32,6.414559655454889,6.833093794382744
33,6.4437583877859055,6.840011086199327
34,6.444824767251019,6.842086952579462
35,6.441427189427153,6.743678034426032
36,6.43631017186397,6.737567502194116
37,6.450885006547106,6.749620673390103
38,6.453087884300771,6.8468489001110076
39,6.454191311858216,6.848159397488767
40,6.451858171892545,6.853176764038861
41,6.453013202388689,6.849704299002957
42,6.416217016430829,6.851787878926591
43,6.532283230453505,6.938172336872028
44,6.520031071425579,6.933386187411803
45,6.503776627459613,6.9242602542843255
46,6.434348753137186,6.830563101473199
47,6.380900786401212,6.826550927891677
48,6.536741553451624,6.839075902690276
49,6.529801019002309,6.909096409377089
50,6.5278163090448675,6.907241508137412
51,6.521109153343616,6.903043764041586
52,7.183436604386768,6.8972163678432175
53,7.1907652847224615,6.8990490718112625
54,7.183174406572542,6.895078169691565
55,7.187014165146625,6.809435037407744
56,7.120013242144894,6.81028303247135
57,7.123612710625074,6.7213571194261155
58,7.130773010700321,6.818620079733808
59,7.126805802875904,6.819802918443612
60,7.1228227936051365,6.812001420758136
61,7.116770678167922,6.806494489973673
62,7.161237632979397,6.662215329684782
63,7.244645979701413,6.718006211657632
64,7.243769219687977,6.800221540532602
65,7.035867321711047,6.793248600397694
66,7.072326129377245,6.792769087431823
67,7.206165137455979,6.709252955693816
68,7.171202387748887,6.7010744499692105
69,7.166682279178047,6.787359453208324
70,7.153405844266326,6.687521299668765
71,7.148856416048117,6.775413748508359
72,7.141065800267546,6.768512121403341
73,7.144564718188092,6.7725331795303925
74,7.1406900535734215,6.767813135058409
75,7.13931743579251,6.764907859518475
76,7.131948006281767,6.755210672344658
77,7.117044192988508,6.737945960721086
