,Kisumu,Tororo
0,5.663050592336632,5.380096300829159
1,5.665145711442798,5.440210694952086
2,5.632303455607044,5.496915354410596
3,5.658435682791919,5.4923331155998865
4,5.650460467056651,5.745240071819211
5,5.6453157285155475,5.709080380694847
6,5.655378637757975,5.549749753989781
7,5.650149312952401,5.558112752196465
8,5.645324684896288,5.558939057898939
9,5.642164336412144,5.831958815207664
10,5.792136561535243,5.832478206686689
11,5.791749730263689,5.423705056340891
12,5.700689398665549,5.422411619857062
13,5.637962998629512,5.4159222635835285
14,5.6348541569084265,5.494131465841262
15,5.710523285267847,5.519599830964739
16,5.624883450128195,5.552361780399109
17,5.682552025271533,5.580410132276577
18,5.768359647969329,5.5540732815360245
19,5.763139938819203,5.544493151148241
20,5.756721464185711,5.554071012816001
21,5.7460122319439355,5.72891973731553
22,5.725842173754239,5.726895565763109
23,5.718796031024982,5.72931576756422
24,5.846394202277281,5.722318971851242
25,6.070165435692222,5.719024469005042
26,6.057741573514864,5.790922231014981
27,6.045890772185865,5.863462419105324
28,6.089215612692157,5.910368925640306
29,6.217219775604103,5.952030943892073
30,6.2257699620812135,5.9926827055215375
31,6.230121695754557,5.939471197107332
32,6.234106630229812,5.801237833304102
33,6.236415078500186,5.251160858481973
34,6.050020259012001,5.429487677461824
35,5.940367478789689,5.425681877812573
36,5.832822456095262,5.423792202869158
37,5.838244418011139,5.414996788196163
38,5.838868489147492,5.442816399293959
39,5.789942314452403,5.411983050855047
40,5.791097344948546,5.398793679133816
41,5.7086395710418545,5.283441623247333
42,5.70524108700508,5.286242743374279
43,5.700392527317466,5.28116832756406
44,5.690898990958889,5.287132917631387
45,5.684368097814075,5.277331206209998
46,5.680491409799482,5.378572266814796
47,5.691082366106241,5.402835490450782
48,5.684141831656925,5.396443466775215
49,5.6772491363872915,5.390040984149822
50,5.67054198068604,5.2688916446529035
51,5.7977690060576865,5.050067506224038
52,5.8004367831431525,5.123795709372973
53,5.795637037213054,5.116156585835759
54,5.664432241620108,5.114366047948352
55,5.663199000270156,5.093877129023532
56,5.670535494594354,4.736172239430261
57,5.672169642394061,4.726270496792432
58,5.5193370956035475,4.767474402154981
59,5.339466838321893,4.770614098423273
60,5.330396879833921,4.751633834527906
61,5.57220467577263,4.743747611079802
62,5.576181823223533,4.514828111541494
63,5.512297429154828,4.530625792136653
64,5.513197636284299,4.74422916271955
65,5.50906930611186,4.8450582667783735
66,5.497361205268572,4.943140500340458
67,5.4941026261324355,4.944059829839408
68,5.492361773658002,4.7681129076952455
69,5.497380728947945,5.019239533194721
70,5.493305968234323,5.131306897043219
71,5.5026258697830075,5.145237330006572
72,5.4982612581313735,5.300741684808489
73,5.490638447723022,5.289896626335981
74,5.480054606088573,5.223509773156054
75,5.476130764378098,5.273482819201824
76,5.617958333492258,5.271703635316351
77,5.627142276829259,5.760461405165304
78,5.622291851820194,5.691784644209972
79,5.754895150102365,5.866702707855173
80,5.611646995814282,5.45602325136114
