,Kabale,Kasese
0,6.295423050628368,6.455550730509163
1,6.33963097598709,6.491592672816966
2,6.382956279182296,6.500814650959307
3,6.50269341560243,6.628025456078266
4,6.503787797190775,6.737551926612268
5,6.492454347237289,6.493901525492754
6,6.472515929533271,6.536175751715301
7,6.452171869756241,6.5393086464576164
8,6.437522699974859,6.5230073591106885
9,6.439879352700918,6.525625387246635
10,6.389134202431529,6.5629303312726694
11,6.430977627840387,6.561512514144189
12,6.428850818889928,6.555773996162218
13,6.50782808209396,6.549849635989781
14,6.4799119157424165,6.542930340016441
15,6.417643672446016,6.5236865490992715
16,6.34109351982701,6.533567448084982
17,6.302693955570999,6.468579891616678
18,6.3335195478242525,6.462571193596491
19,6.342206234174506,6.462358144829634
20,6.421323146922631,6.462145141442885
21,6.464300966749482,6.494460786202137
22,6.633834815708763,6.58557784270099
23,6.726530663318947,6.598182718342347
24,6.720004499754594,6.4811770265378295
25,6.656533335384918,6.438389706434408
26,6.516054988073409,6.515723917055652
27,6.443179353104459,6.52673237592274
28,6.324637137223121,6.48892797440099
29,6.367735363778243,6.491349319745419
30,6.368444483235205,6.493243890620956
31,6.362183245615036,6.486934950587513
32,6.404374389789448,6.483668770360596
33,6.513422950125465,6.477104230830453
34,6.5463250251397,6.580822017459036
35,6.458426674196753,6.552848923455012
36,6.29596660706919,6.465480717573219
37,6.203880881695268,6.3859779967870125
38,6.222371379818112,6.37978061623217
39,6.296693428683594,6.2735519001219
40,6.286661969353938,6.373673346343568
41,6.294862998688951,6.381191082177448
42,6.338144228160699,6.3819132104237015
43,6.3996116978692035,6.3827299692105095
44,6.152243770321878,6.366752013611734
45,6.040432979467499,6.24072322980427
46,6.019240557420958,6.128219253039601
47,6.025553480922692,5.964532374597
48,6.048408247617045,5.935244157816957
49,6.052364603791893,5.9935241037689595
50,6.0358789412936265,5.825055874367457
51,6.128167557405342,5.965538258722532
52,6.121431822739718,6.041704423282574
53,6.126011951115102,6.048560223574353
54,6.023490766989252,6.2689769936693915
55,5.972722878040985,6.272174622418519
56,5.982413349222258,6.120845377845783
57,6.042672118507518,6.147106279305214
58,6.0478205114340655,6.0478205114340655
59,6.194812862998959,6.040662183171701
60,6.246782991763333,6.047597628917374
61,6.252189950590901,5.996118139407725
62,6.297009093784002,5.993888865368435
63,6.368100043372883,5.981960969757094
64,6.403227657108837,6.187492853741926
65,6.470444201289956,6.183641249773915
66,6.465912139744723,6.387632373995921
67,6.456785928537901,6.343990434392556
68,6.4220114859453865,6.3825697538940895
69,6.473885511556254,6.408733574108865
