,Nairobi,Mombasa
0,6.646389256953784,6.867023396662568
1,6.639041435259668,6.639041435259668
2,6.687488450843135,6.653087024125803
3,6.664819458193112,6.649315271657147
4,6.633927826383913,6.72483087276059
5,6.635206259414846,6.691192740043291
6,6.640537434794652,6.5965392641123
7,6.642141817272417,6.603517199710777
8,6.668774329881169,6.6059231660199265
9,6.661404307088801,6.59809400287582
10,6.654662809002483,6.577943869308041
11,6.650281053856099,6.492385998860153
12,6.623821061543903,6.489935121849543
13,6.6209496072483445,6.485283742095189
14,6.630053253646403,6.485608908005724
15,6.616980130539704,6.476033686296057
16,6.617135250433609,6.483603857809086
17,6.614026408712523,6.481205495691599
18,6.6109272019424825,6.729262876463442
19,6.607061460931148,6.7246025457714955
20,6.6247541389301885,6.717736287086098
21,6.595038221153797,6.713376658101881
22,6.608596743147879,6.551727346650982
23,6.582504220773498,6.546415361104011
24,6.597418561544886,6.634839946593034
25,6.577088911765866,6.658901150497279
26,6.5698298857950155,6.650398343271557
27,6.564017031985086,6.7722955291145315
28,6.564431530349914,6.864786495515487
29,6.5300176440869455,6.890342916202633
30,6.53994365666427,6.876239074259295
31,6.526892946567049,6.8291466611312694
32,6.534979303293161,6.790673700251545
33,6.736087842754295,6.876136802032304
34,6.73550882888961,6.874203250480176
35,6.7449322539958025,6.7449322539958025
36,6.7472407022661764,6.548042844548321
37,6.7431674395719465,6.626277773893939
38,6.740124394407893,6.739613538713513
39,6.749620673390103,6.744534192433729
40,6.753015007712652,6.637289944255953
41,6.755159221021647,6.6604579928244885
42,6.7583281582099595,6.6421935094100535
43,6.755414007099377,6.641065433891629
44,6.756570373233819,6.639933469508058
45,6.753898897589661,6.63668909210088
46,6.750979665241188,6.528345797933935
47,6.742619896426794,6.5189016141027984
48,6.733019947164562,6.4874704854101575
49,6.721602231451038,6.482636796460079
50,6.741763720215278,6.5174922785628135
51,6.732315032958749,6.558296429881377
52,6.721296273593566,6.610022196494444
53,6.67596542327674,6.477527063248365
54,6.662211052945607,6.490754626020756
55,6.611632335676067,6.428200284598085
56,6.559014468684269,6.289574703000578
57,6.423072002342488,6.212359318307083
58,6.368775520489862,6.214149555482554
59,6.212608833725317,6.229110858361705
60,6.287445604180244,6.222394919139031
61,6.325240913570056,6.200813335195003
62,6.356079930192133,6.20312242554521
63,6.360072958526515,6.207115453879592
64,6.317042236430258,6.206344816844244
65,6.337217387275688,6.198849480123901
66,6.2671555045009155,6.187112796827379
67,6.291762505427867,6.13506405352181
68,6.343526241085852,6.187202434724281
69,6.2697933143828655,6.343234545762916
70,6.267272555535977,6.342045789938428
71,6.427517382429762,6.350872496844796
72,6.452880812929591,6.538350743312149
73,6.390234301025007,6.5318975236804
74,6.395011114949591,6.460883859100299
75,6.4290748139002885,6.456334821995906
76,6.492465994366607,6.5564785358549775
77,6.569547085641163,6.569547085641163
78,6.541147052972701,6.566436402953887
79,6.475104252705267,6.564438980404133
80,6.497597010635765,6.554031096916307
81,6.312201996789736,6.650210667962618
82,6.08443047547822,6.737945960721086
