,Kabale,Mulindi
0,6.245093738315764,6.150907484151605
1,6.244611863435965,6.121995058423815
2,6.244129756240817,6.1170602156771245
3,6.290840811817658,6.067845518050618
4,6.335510487932264,6.047620469251302
5,6.458665762001333,6.086493204493299
6,6.4598407767644135,6.098340079556203
7,6.492454347237289,6.053082526414337
8,6.425919167733366,6.0619013872912175
9,6.354639508664222,6.038102176969498
10,6.3423650638364535,6.050592344391332
11,6.34441741631386,6.071315740003134
12,6.291832386836424,6.066462394512732
13,6.339535338035108,6.05481602023436
14,6.382294700216961,6.063518644219073
15,6.467965152994443,6.2852417543759955
16,6.414181357272133,6.30139538940169
17,6.302417093230934,6.297856884994962
18,6.251481361137323,6.263490237593637
19,6.207215127482271,6.267631224141392
20,6.238087458923326,6.261333239759951
21,6.300679198581584,6.256186273341235
22,6.336743874901613,6.235571704574938
23,6.381474639167245,6.22783468971367
24,6.422831340097386,6.208062044527821
25,6.46664849389813,6.1410310601783555
26,6.455947855982674,6.154353587295888
27,6.5211481450910345,6.152237509433833
28,6.519273661151749,6.148768871707904
29,6.533179527179248,6.1506475619085075
30,6.561115359539761,6.163897853378675
31,6.439371961912164,6.179008306954575
32,6.316562773470521,6.168481706982094
33,6.228681848131042,5.992423069182094
34,6.2275476341741385,5.9911711151091325
35,6.2522058494301955,5.972718688585244
36,6.296348883943665,5.914101551669513
37,6.316891171599328,5.902974179473444
38,6.333665642475285,5.917356621974669
39,6.353310013483789,6.017697763683958
40,6.472511545969356,6.018059196986646
41,6.336188120751575,6.023433832963062
42,6.198601772751202,6.022687994269765
43,6.038294627353539,6.018778121855658
44,6.035469931277337,6.006677601907663
45,6.151894311212729,5.988870920090783
46,6.191351789549613,5.816019616071534
47,6.246154798373506,5.829118640846597
48,5.97381503703652,6.031488824801207
49,6.060041885203856,6.061347230736669
50,6.027215006431119,6.073198606388511
51,6.0788112493633095,6.054728568936988
52,6.223056765030007,6.1257312872435286
53,5.8852374373691445,6.110992729647756
54,5.939870241677762,6.177304906898411
55,5.938402611669982,6.107796089903599
56,5.776184095030613,5.907532656485393
57,5.764174699686736,5.8414794117826725
58,5.727256125820995,5.8121156864514765
59,5.71029759625086,5.8010580659399
60,5.841110680347479,5.768643518576133
61,5.834065058504329,5.787177696524346
62,5.839586949853373,5.80556426669128
63,5.84284145138766,5.836566232398598
64,5.846090227107619,5.899585492897094
65,5.63319648833073,6.0198904644974585
66,5.454885453605399,6.053509975829879
67,5.928502556059598,6.03999168241704
68,5.791989764353634,6.054547407216103
69,5.8993816846099305,5.926431724741902
70,5.870525719778315,6.04425569494536
71,6.050212405285479,6.018584016222861
72,6.091645816477923,6.022474167540506
73,6.1388784210552405,6.009842647209202
74,6.181882234368736,6.0488759929578295
75,6.345259344147123,6.015024412402308
76,6.346463948273922,6.030397839248848
77,6.261581745912932,6.010214091253079
78,6.262089117465058,6.018888976373797
79,6.276203483260201,5.9794869350526705
80,6.276877114966187,5.959979437109077
81,6.277290899884929,5.8990641707870335
82,6.320608783510682,5.935280920583276
83,6.360570016908222,5.914348084729251
84,6.357430065966747,5.945441476578547
85,6.352150919458905,5.935018787939712
