,Masindi,Kasese
0,6.465225239159982,6.465979102746381
1,6.455271570344619,6.3640641162465394
2,6.458589092132568,6.455550730509163
3,6.494510253296489,6.491592672816966
4,6.679165800083002,6.512276094478314
5,6.682867262137889,6.562793188691354
6,6.6772433500105635,6.56363709979081
7,6.702156046269875,6.630871307801319
8,6.701163274258705,6.664316212353267
9,6.692598276373965,6.494985536439013
10,6.689336626453335,6.4973427750168735
11,6.497768002966438,6.4774332427395285
12,6.482272895773473,6.483002024496989
13,6.506644149537146,6.505223694752854
14,6.523013723867226,6.5629303312726694
15,6.523105074728996,6.561512514144189
16,6.592809197100206,6.555773996162218
17,6.588568383098891,6.549849635989781
18,6.501129119006803,6.542930340016441
19,6.47904873424721,6.5236865490992715
20,6.279218116108922,6.533567448084982
21,6.260940526838434,6.507800604769959
22,6.420259995524769,6.462571193596491
23,6.429318290751434,6.462358144829634
24,6.422438596006496,6.462145141442885
25,6.502437728059688,6.470067619684719
26,6.5664279873774465,6.493465281379583
27,6.59449947292605,6.517169360001271
28,6.590755438475138,6.441928821597718
29,6.586698709388025,6.43695806696297
30,6.5783167218983065,6.431272514122744
31,6.5860404154731125,6.515723917055652
32,6.591907192610265,6.52673237592274
33,6.4118164431456215,6.48892797440099
34,6.41053682201548,6.491349319745419
35,6.527440987522891,6.493243890620956
36,6.525614734516767,6.488305752721292
37,6.592977142183737,6.483447248284074
38,6.586298810232551,6.478612234827176
39,6.5810939443545005,6.475733428696675
40,6.259280911242251,6.510595339523157
41,6.247240634735078,6.458426674196753
42,6.099256312823137,6.404032818634217
43,6.096423615231827,6.343174366847618
44,6.0930990441139725,6.337221001813375
45,6.201628316886867,6.249862128999495
46,6.193168320476011,6.373673346343568
47,6.534267070874941,6.3796861909980285
48,6.091974649613189,6.199441379378957
49,6.240293047883502,6.201716136854186
50,6.3868037865875475,6.213012947801603
51,5.938402611669982,6.2602176904912215
52,5.629724020853323,6.244142036553056
53,5.898120403270181,6.216026998630689
54,5.892324066256074,5.909090926113141
55,5.866086690823091,5.866086690823091
56,5.869226387091382,5.933305243775905
57,5.857681101683534,5.78338317796689
58,5.901735302163914,5.963328313071728
59,5.896394331465438,5.986953908511165
60,5.902868399800893,5.965710317425975
61,5.905969203422213,6.023490766989252
62,6.029452908409985,5.7762040996434525
63,6.039693056045557,5.980227556002278
64,6.042672118507518,5.98551370466757
65,6.049863413063866,5.8667251963633555
66,6.0437438497091085,5.858340626377746
67,6.290943887549103,5.988757128894441
68,6.2984456606870545,5.934151415658526
69,6.379122069505014,5.934202644317961
70,6.285230565550589,5.713946972747484
71,6.280563749181227,5.8524256050581895
72,6.4334900468383385,5.846113975249317
73,6.4627106498286615,6.020066538478743
74,6.55582244461739,5.956503026701722
75,6.559342516862992,5.898169640935562
76,6.559849888415118,6.220726728443676
77,6.445902339892784,6.241169350421754
