,Soroti,Lira
0,6.04131048195558,6.039157628594478
1,6.067679170932938,6.067679170932938
2,6.221705147107435,6.186263000457503
3,6.218606555244162,6.193265832765308
4,6.438389706434408,6.052053768235239
5,6.4301943469023986,6.045018242280258
6,6.216049695558607,6.052320971841269
7,6.119623341749793,5.938288464858283
8,5.71903860700354,5.871499740494358
9,5.719241836835949,5.676134973936596
10,5.800096710061011,5.717663699046889
11,5.933728619282173,5.788285692873584
12,5.90105695564276,5.791668993331471
13,5.823103905767166,5.784779888087635
14,5.617400973585761,5.781213564324757
15,5.656328809819859,5.779707830980365
16,5.766673222085411,5.768065010758233
17,5.607733441311675,5.50906796558977
18,5.604900743720365,5.558069444036266
19,5.602076047644162,5.686633435672225
20,5.603546248123648,5.692598025739551
21,5.680526165783623,5.724977928354456
22,5.686539010438083,5.76750807297175
23,5.767478604038691,5.802952992232351
24,5.904856544135821,5.834827939775338
25,5.758540898024515,5.859288279059743
26,5.752999880080181,5.864225515190406
27,5.7432146867839835,5.9515600169992435
28,5.7408191944601175,5.980769864090709
29,5.732763689273369,6.002530556671921
30,5.732186734676591,6.058241146508461
31,5.720147026922902,6.038338737864384
32,5.775922780561859,5.83478452809837
33,5.828751262238462,5.790713889845292
34,5.931781950088486,5.804998998843253
35,5.869226387091382,5.647919383584474
36,5.852730596523678,5.628345580121404
37,5.841110680347479,5.61796712903327
38,5.896394331465438,5.896394331465438
39,6.126011951115102,5.9646022840716135
40,6.0276661383997325,6.023490766989252
41,6.028411783901574,6.028411783901574
42,6.037629071824705,6.039693056045557
43,6.042672118507518,6.042672118507518
44,6.0478205114340655,6.103500896467623
45,6.069061657693399,6.146022698829527
46,6.099299003294265,6.1748594085283015
47,6.2063025460794305,6.2063025460794305
48,6.205810891938681,6.251620427969974
49,6.244408571030333,6.241069669764819
50,6.301166696648176,6.235529533008196
51,6.310560319430186,6.316733178537267
52,6.425531646586908,6.426908109295631
53,6.420997000136489,6.489068637104119
54,6.5275549994261075,6.5238213298740595
55,6.526819362738636,6.309250996115041
56,6.537520207809981,6.0356962814890895
