,Rubavu,Ruhengeri
0,6.34489770135175,6.226291958943903
1,6.3421679313198736,6.215248861663603
2,6.395630933104224,6.27304775892336
3,6.584792336454371,6.38749933791425
4,6.547854591864949,6.37628657758218
5,6.5318861881747186,6.364946664171547
6,6.518960010477914,6.355993085751263
7,6.519349852768001,6.355643362824861
8,6.51727125048782,6.353732811193225
9,6.515200872002222,6.348489997501445
10,6.5183723420338255,6.257646079570573
11,6.522197493044409,6.2586330136575645
12,6.5992709623728505,6.264677101509373
13,6.615622602227117,6.265813714959627
14,6.624132729899538,6.263995578232334
15,6.6035974839484,6.164504459410481
16,6.6039670327783915,6.164539768770413
17,6.597598123626217,6.160488584088879
18,6.4491489048398485,6.256489932812973
19,6.430693375926778,6.248098183886897
20,6.5508593413920115,6.2412519083112645
21,6.580728422408959,6.23363083040881
22,6.508189158560936,6.2355023862255505
23,6.554423188437402,6.244994375170911
24,6.5968559726308165,6.259788674998292
25,6.526889926736144,6.360040835118575
26,6.572479134769426,6.359139583551838
27,6.529946765123225,6.3578554765800845
28,6.5229116076737395,6.358377966301426
29,5.9840661462496,6.3550967145094175
30,5.768230362298932,6.342913076171015
31,5.795127212715662,6.337635569559889
32,5.814299381335753,6.328197204138714
33,5.835254615860732,6.315005363352365
34,5.857796833267144,6.311321603195794
35,5.850939046591927,6.303806393594676
36,5.857831007394825,6.3091539525461995
37,5.775992635245796,6.312222270177028
38,5.847694472186107,6.1185064163344025
39,5.80584398493009,6.008281777512261
40,5.86722552789042,5.996031662122927
41,5.9485275419413535,5.994437243245431
42,5.887961352349519,6.107053903247108
43,5.910850307619926,6.104732686814956
44,5.8781494747300735,6.117584713642469
45,5.866342462953229,6.222280034362545
46,5.866568482702396,6.221517800673659
47,5.907913917003576,6.220750869475664
48,6.0016398237362605,6.226731638465731
49,6.093008781271864,6.268354724329394
50,5.870364084442938,6.266689120611705
51,5.916435289921294,6.281604857851449
52,5.870928940419215,6.31453254494073
53,6.115750652808549,6.228662758230336
54,6.1494635907990896,6.210744022017104
55,6.096880335611153,6.229199753781177
56,6.0897233984486645,6.224954026826148
57,6.0488759929578295,6.237561664348352
58,6.171397809303818,6.211437970741141
59,6.064435159032809,6.196981814994793
60,6.033841281759462,6.224587488212667
61,6.055330255536053,6.197768188976779
62,6.116633031392125,6.156069595177607
