,Tororo,Kisumu
0,6.296387032703314,6.57967627648322
1,6.320586014466734,6.581771395589386
2,6.344213214797799,6.51955563150128
3,6.363161473397284,6.506454783744106
4,6.481904996602015,6.49763756178946
5,6.429551051454128,6.56211437540951
6,6.1874863909384645,6.572330308188907
7,6.2517202319590135,6.49662038536361
8,6.357125011186533,6.49167602367946
9,6.342784438973655,6.487805195591718
10,6.3932870748988515,6.484214794906284
11,6.388736192476026,6.411774645994671
12,6.47410698873742,6.483181679561344
13,6.512793301594033,6.482892873065308
14,6.547504969030527,6.480495016088001
15,6.541587156469973,6.478106288921558
16,6.441994004612874,6.4731300771899845
17,6.374409866289913,6.46673891651235
18,6.294226504471901,6.462577683530768
19,6.289492503883714,6.456287119379148
20,6.394385161243428,6.4491520556788045
21,6.540097754301309,6.570617331318143
22,6.577578956256621,6.670303782595091
23,6.6115778845739985,6.661800975369369
24,6.638905517956219,6.657465591642711
25,6.641214923006386,6.945634173046122
26,6.825240168977693,6.932957498327916
27,6.834685450311611,6.92013326781652
28,6.843377829081585,6.91407831466765
29,6.848876293235224,6.912485152253639
30,6.55213886379743,6.918917142641159
31,6.319800331943955,6.518227407272195
32,6.32383068556651,6.521788702681593
33,6.367735363778243,6.584721772768402
34,6.368444483235205,6.51976849303224
35,6.363348068111329,6.448006211627161
36,6.402890709992056,6.643188497402409
37,6.39953937633255,6.6500181602159065
38,6.51408323407154,6.653739042575744
39,6.510595339523157,6.53518460689575
40,6.421128797400659,6.650732839293765
41,6.29596660706919,6.650189969675248
42,6.203880881695268,6.400567709037956
43,6.222371379818112,6.39645091808487
44,6.296693428683594,6.5179429944415945
45,6.286661969353938,6.478920614188919
46,6.293222309231491,6.508444680415951
47,6.338144228160699,6.518119041353622
48,6.493716170514268,6.509924588244713
49,6.524300611548169,6.50303189297508
50,6.520355067806187,6.498831004249888
51,6.644707197559189,6.492168534934097
52,6.542805529109412,6.493583963703098
53,6.30130810535935,6.490754626020756
54,6.00530430091895,6.358492872173264
55,6.022433748000113,6.36296813421643
56,6.06290222022528,6.365316822954006
57,5.986883014610757,6.329526296595157
58,6.050321702162092,6.21427134449893
59,6.0338106882295675,6.205865617187821
60,6.0801275808179795,6.353534422212668
61,6.1204853011356875,6.204790482645907
62,6.126011951115102,6.207115453879592
63,6.024536245390805,6.208015661009062
64,5.911409693228261,6.346716910666902
65,5.921652255211821,6.341263476654637
66,5.924889082851135,6.339461562014965
67,6.0478205114340655,6.407295653220867
68,6.146022698829527,6.343956828206739
69,6.246782991763333,6.342045789938428
70,6.253849702009266,6.485114874213098
71,6.359961571765939,6.344612596914546
72,6.372508573657649,6.469188615525719
73,6.364233547174291,6.45838072888218
74,6.530603093066148,6.456960017389824
75,6.496239502871641,6.449801859435565
76,6.385439196322043,6.564438980404133
77,6.468615407132018,6.555150291213322
