,Mbale,Kampala
0,5.380096300829159,5.3845506511785395
1,5.315108037028888,5.1937148154921715
2,5.24560092612969,5.307425308138028
3,5.28347200357132,5.356531574440825
4,5.291061483717872,5.425347422518691
5,5.334696527843346,5.413154735328748
6,5.492372641406479,5.514758004367279
7,5.5871529054176285,5.606639793091126
8,5.55801951760426,5.606502980345127
9,5.518558680276081,5.518558680276081
10,5.458544154826388,5.4923782278421704
11,5.426834949349819,5.457606608016572
12,5.404544618028637,5.4244927860608865
13,5.454821743197266,5.470758335460079
14,5.529090150862232,5.627181973628433
15,5.532587026491551,5.554465747867358
16,5.554161960903257,5.605005513884532
17,5.6617284787816615,5.694206580903874
18,5.73312151298501,5.758867694182038
19,5.757206829097955,5.823641598941343
20,5.732843320098814,5.769210964269688
21,5.704078414783624,5.587818608667763
22,5.685238653062714,5.7164555007664255
23,5.687940930497865,5.687172586241856
24,5.722318971851242,5.682328731918932
25,5.874231226657774,5.8162156113416374
26,5.999119475863482,5.970263159670798
27,5.996356259907167,5.950101940264485
28,5.991297558814167,5.959476692203088
29,5.983435180334269,5.967570824954286
30,6.022404210803276,6.011498977321014
31,5.938288464858283,6.04907800364661
32,5.629472606775861,6.40700251050163
33,5.373399411927151,5.343673231661951
34,5.372561740665815,5.372561740665815
35,5.368581761113166,5.366831366827636
36,5.526976439104388,5.423792202869158
37,5.567445339952891,5.621333221193991
38,5.467556005469715,5.489861762984013
39,5.294200015198664,5.340009551229958
40,5.399799209635835,5.281513535114885
41,5.221686419060612,5.20226833320351
42,5.151747804826485,5.218853721469302
43,5.147636934939538,5.1489231087502825
44,5.1529607047350146,5.222295398136079
45,5.138928883350879,5.209309680112678
46,5.149262200584922,5.112512658376181
47,5.149232731651864,5.117816535418485
48,5.144268082780344,5.272618116662868
49,5.139302426889725,5.15217261741026
50,5.132759470328324,5.059852699520237
51,5.126191201696839,5.1672225983747015
52,5.123795709372973,5.123795709372973
53,5.039616508713424,5.039616508713424
54,5.106418986255821,5.111724038485514
55,5.088471710456624,5.112569262035685
56,5.072644476051474,5.115661861135165
57,5.067713746135665,5.108205107490402
58,4.852632210495289,4.615789814822916
59,4.576458083982315,4.549307094916364
60,4.603064564538843,4.653708297357598
61,4.637137876021543,4.594578261602748
62,4.630512510540956,4.56091921874176
63,4.562665145881269,4.615308879366691
64,4.74422916271955,4.802639924875964
65,4.752465479950549,4.9483758808064
66,4.943140500340458,5.037327715400159
67,4.944059829839408,5.05496052587285
68,4.949208222765956,5.014513321173723
69,5.127453117834954,5.096200574330849
70,5.131306897043219,5.15898161919944
71,5.135136234020068,5.10420593332871
72,5.279048860197229,5.326166783174299
73,5.289896626335981,5.311310720839797
74,5.286030130137388,5.1011077916433765
75,5.27784012457078,5.369189903159008
76,5.61253317730652,5.615633954984768
77,5.609203151428446,5.607646730880788
78,5.6081538451375605,5.523688078347364
