,Tororo,Kisumu
0,6.701852140811479,6.962333576466893
1,6.701370265931681,6.9644286955730585
2,6.700888158736531,6.925020739609445
3,6.712835221877033,6.916714914225894
4,6.747314433444672,6.903102669897625
5,6.769088580218906,6.944983520439066
6,6.851732706010654,6.955863003621561
7,6.76511962311692,6.802132625838909
8,6.761624268926409,6.797132431201746
9,6.747830171944618,6.792663010662613
10,6.747654111243598,6.738179698461554
11,6.676915752625248,6.790578410452024
12,6.674876925007473,6.734416965742569
13,6.6686852320788965,6.78819965270293
14,6.663273905315209,6.732362083233483
15,6.67272152530122,6.6109272019424825
16,6.703047839584803,6.606750370556886
17,6.684248913678229,6.661817556307076
18,6.655948215838951,6.713376658101881
19,6.383064056764999,6.707919411616958
20,6.470538876919828,6.700426658395675
21,6.541418322337393,6.690153584577086
22,6.541445993272433,6.7756642982529165
23,6.576508348170308,6.768181378927941
24,6.570039397214098,6.8574173798129365
25,6.6037573604714845,6.945844058659234
26,6.722750961194981,6.846520602884505
27,6.750390632850896,6.833333419119588
28,6.775015211505611,6.827298231769488
29,6.794677633103546,6.828201556120558
30,6.802743518466312,6.831905765651529
31,6.812276817041749,6.833093794382744
32,6.81765089567165,6.840011086199327
33,6.366186176791413,6.842086952579462
34,6.816029043646575,6.743678034426032
35,6.8359675977006775,6.737567502194116
36,6.836897821439705,6.749620673390103
37,6.8298959598977165,6.8468489001110076
38,6.828628948792869,6.848159397488767
39,6.824710669043093,6.853176764038861
40,6.8128676043607825,6.849704299002957
41,6.700884219954262,6.851787878926591
42,6.701332006442114,6.938172336872028
43,6.72941128792138,6.933386187411803
44,6.762911306234433,6.9242602542843255
45,6.5534664567841645,6.830563101473199
46,6.381191082177448,6.826550927891677
47,6.420960528206205,6.839075902690276
48,6.419298808372001,6.909096409377089
49,6.433390594142882,6.907241508137412
50,6.475814638342035,6.903043764041586
51,6.545950719111276,6.8972163678432175
52,6.594152076181791,6.8990490718112625
53,6.633594622830933,6.895078169691565
54,6.663443156005881,6.809435037407744
55,6.679309524299511,6.81028303247135
56,6.654225433982608,6.7213571194261155
57,6.650915155068403,6.724852999173771
58,6.5666139786806585,6.818620079733808
59,6.6264524243358505,6.819802918443612
60,6.61767894313943,6.812001420758136
61,6.68912257146834,6.806494489973673
62,6.68010108907111,6.662215329684782
63,6.686166677355136,6.717607132075606
64,6.716637947549198,6.718006211657632
65,6.722600088969929,6.800221540532602
66,6.615958856191502,6.793248600397694
67,6.619193001538903,6.792769087431823
68,6.714023056750559,6.792414877194827
69,6.7066961283230855,6.794825477266455
70,6.709127768065042,6.794423815264695
71,6.494419306649336,6.709252955693816
72,6.4934929643904615,6.7010744499692105
73,6.482112273675873,6.787359453208324
74,6.47824577747728,6.687521299668765
75,6.59552973763184,6.775413748508359
76,6.681731580768336,6.768512121403341
77,6.683148747336152,6.7725331795303925
78,6.709876556220062,6.767813135058409
79,6.709348194898656,6.764907859518475
80,6.719636235880574,6.755210672344658
