,Kampala,Nairobi
0,6.549089386259069,6.646389256953784
1,6.57731738494635,6.639041435259668
2,6.508516266089075,6.687488450843135
3,6.5350117303239434,6.664819458193112
4,6.671906240070198,6.633927826383913
5,6.609243981810443,6.635206259414846
6,6.518885743973179,6.640537434794652
7,6.551381020928636,6.642141817272417
8,6.590888743798449,6.668774329881169
9,6.615933575438553,6.661404307088801
10,6.429005350510378,6.654662809002483
11,6.477066337580395,6.650281053856099
12,6.415933580826795,6.623821061543903
13,6.41956825017436,6.6209496072483445
14,6.413894752112181,6.630053253646403
15,6.5409626921290025,6.616980130539704
16,6.556107830249778,6.617135250433609
17,6.608326833396764,6.614026408712523
18,6.577396609166684,6.6109272019424825
19,6.398114045424532,6.607061460931148
20,6.381882860752918,6.6247541389301885
21,6.434986174328529,6.595038221153797
22,6.500073397992073,6.608596743147879
23,6.509105407369265,6.582504220773498
24,6.612564378292032,6.597418561544886
25,6.61245173027075,6.577088911765866
26,6.607299149439882,6.5698298857950155
27,6.745817624305464,6.564017031985086
28,6.774305041813348,6.564431530349914
29,6.8258503343514345,6.5300176440869455
30,6.821446658547321,6.53994365666427
31,6.829929019268972,6.526892946567049
32,6.822144105081133,6.534979303293161
33,6.487855737885357,6.736087842754295
34,6.424615244241879,6.73550882888961
35,6.357738960360644,6.7449322539958025
36,6.4321771310093,6.7472407022661764
37,6.471522643595779,6.7431674395719465
38,6.467893350509074,6.740124394407893
39,6.474676016540806,6.749620673390103
40,6.498616292278132,6.753015007712652
41,6.618651356660965,6.755159221021647
42,6.606987185198222,6.7583281582099595
43,6.390068687798257,6.755414007099377
44,6.372593103411213,6.756570373233819
45,6.297843655052759,6.753898897589661
46,6.337612621164375,6.750979665241188
47,6.404257397307855,6.742619896426794
48,6.393921507173515,6.733019947164562
49,6.420267192626407,6.721602231451038
50,6.440989810081778,6.741763720215278
51,6.563914749160479,6.732315032958749
52,6.597736688584924,6.721296273593566
53,6.70807347665705,6.67596542327674
54,6.376134705826333,6.662211052945607
55,6.141810678834342,6.611632335676067
56,6.154170225733569,6.559014468684269
57,6.134606957780981,6.423072002342488
58,6.128450955290582,6.368775520489862
59,6.131779170741259,6.212608833725317
60,6.115762704359025,6.287445604180244
61,6.22424496797063,6.325240913570056
62,6.2386891236697295,6.356079930192133
63,6.288082666972602,6.360072958526515
64,6.223781017326023,6.317042236430258
65,6.138293314353324,6.337217387275688
66,6.146186949806263,6.2671555045009155
67,6.148032634165344,6.291762505427867
68,6.154407268815136,6.343526241085852
69,6.309652122611329,6.2697933143828655
70,6.373813365371398,6.267272555535977
71,6.418604935085321,6.427517382429762
72,6.446507810833791,6.452880812929591
73,6.445987944428703,6.390234301025007
74,6.546800532856457,6.395011114949591
75,6.596983860325174,6.4290748139002885
76,6.611633926220768,6.492465994366607
77,6.664647080013183,6.569547085641163
78,6.64740628814655,6.541147052972701
79,6.466583346997119,6.475104252705267
80,6.547946551878453,6.497597010635765
81,6.569583061182738,6.312201996789736
