,Kabale,Ruhengeri
0,6.701370265931681,6.8135210551647605
1,6.700888158736531,6.810748082922316
2,6.696305919925822,6.790431092119046
3,6.747314433444672,6.765571627177055
4,6.743174060860236,6.779237455066693
5,6.734841530009721,6.798544539692396
6,6.769371524285239,6.821736316210255
7,6.822492356596554,6.7911934211890586
8,6.792521356799219,6.805207369387469
9,6.761624268926409,6.792370396876302
10,6.747550490779322,6.861092994156332
11,6.747654111243598,6.813201935145533
12,6.676617289707049,6.802872318444153
13,6.67576964936374,6.78904322653777
14,6.669877482592703,6.768226647180095
15,6.698488811606276,6.762050781454818
16,6.722171093365387,6.736856110620549
17,6.736131877407526,6.792533393429326
18,6.747918247451214,6.8110443112941885
19,6.650603785065676,6.810413684426482
20,6.6454878114017575,6.809377056711561
21,6.71367257311054,6.810479038787743
22,6.709005219374411,6.811583308225624
23,6.646740803749382,6.805929147388593
24,6.677944559785632,6.800242835141403
25,6.673782636202998,6.848428079655556
26,6.635611015110019,6.847954797375551
27,6.7219391630175345,6.845384689993779
28,6.721086458204746,6.841007786991967
29,6.788462071485471,6.843339265348304
30,6.794677633103546,6.846374027923991
31,6.802743518466312,6.852737401657419
32,6.81029955490473,6.853417162565521
33,6.81765089567165,6.854164942208932
34,6.818594044146769,6.858107532387714
35,6.816275987714999,6.8576869493303585
36,6.841756325876922,6.853863218306122
37,6.837859359975327,6.848732973604506
38,6.856297778828265,6.836158484034943
39,6.828146904917544,6.828856108109329
40,6.824710669043093,6.820229900963154
41,6.78559093189116,6.8233815623447205
42,6.671429464873556,6.833153202340072
43,6.700512893768329,6.847343831622957
44,6.72941128792138,6.852580761929317
45,6.791459411432239,6.851658411926584
46,6.759759979614422,6.805668132517342
47,6.7566361287981715,6.805091157745374
48,6.756606659865112,6.804516756600616
49,6.754222657587084,6.8359432593471405
50,6.720362186991064,6.829728545544641
51,6.743758663329377,6.817473276852353
52,6.789641222281523,6.807652905583659
53,6.788237301679952,6.710613852196878
54,6.805475249509322,6.703079531454919
55,6.80437423335443,6.730464012647935
56,6.785056492055889,6.7737533357147415
57,6.765332120597391,6.815897885274675
58,6.714994011752926,6.820153170268654
59,6.7207646585079175,6.814656500500298
60,6.716524247478587,6.809158933198022
61,6.7007371741623745,6.806864602037824
62,6.71657941770138,6.796921553933091
63,6.681182754941851,6.827230029427219
64,6.714846285049665,6.813598416771321
65,6.71768342595075,6.810071778101436
66,6.722600088969929,6.807959666693398
67,6.676651637364539,6.812208833519188
68,6.678660885227514,6.817439060212475
69,6.685251759471619,6.8355631349145005
70,6.707752652457285,6.830828488019258
71,6.736654824225794,6.809306459696213
72,6.627869209643369,6.787285990253007
73,6.657638174942715,6.776335923355868
74,6.644861137314954,6.763516390622766
75,6.641552832590525,6.8760581790826185
76,6.687766090223947,6.870501498290906
77,6.71114546597463,6.862767211617765
78,6.710404103204066,6.852355510523528
79,6.761325118056105,6.851404835019904
80,6.709348194898656,6.851349769330533
81,6.710343448305114,6.849216775737552
82,6.706572548026639,6.782376834188294
83,6.698987818413443,6.633588287510623
84,6.696712784906028,6.593910587099939
85,6.698618671297639,6.579529471221743
86,6.697666798152629,6.5716571634839
87,6.6941109837239425,6.563257642718898
88,6.6888326020961735,6.544967024644683
89,6.686167394112799,6.52531244516117
90,6.686257294259389,6.520605123980702
91,6.6853024405543255,6.5365525369873305
92,6.690208244650055,6.528800562976612
93,6.685214353074378,6.520988026077239
94,6.686768439199186,6.50794577195153
95,6.685716070563467,6.5031243093684505
96,6.68645276785693,6.50014577425938
