,Mombasa,Machakos
0,5.663050592336632,5.663050592336632
1,5.665145711442798,5.665145711442798
2,5.672257771114077,5.672257771114077
3,5.651678900329039,5.658435682791919
4,5.616937775018008,5.651305418522216
5,5.559612094317776,5.644468629777895
6,5.508948156693528,5.2372561914830325
7,5.6263395456444005,5.2546044479129295
8,5.628726783762941,5.2568218721470785
9,5.623469969304146,5.251565057688284
10,5.648495052856374,5.467497122992928
11,5.645324684896288,5.537016488401119
12,5.642164336412144,5.537539385333272
13,5.701232614430102,5.533469158949079
14,5.7330818821748855,5.532418680015416
15,5.75819389314574,5.5313670964152335
16,5.732670950171132,5.529654802134344
17,5.6348541569084265,5.562680974575331
18,5.726462901680004,5.594651199935008
19,5.720646562679751,5.624883450128195
20,5.715593832472825,5.619678783453023
21,5.709519147946396,5.614208968142071
22,5.7042127310879,5.607079950536025
23,5.698466882606674,5.601256645229004
24,5.828932639445087,5.592101676982761
25,5.8083487644079135,5.571691493926981
26,5.798502773635724,5.71808494893371
27,5.894760727380856,5.84575867635821
28,5.893770863952085,5.844499814945302
29,5.931263106852228,5.834345209659806
30,6.044876058755317,5.823634251278926
31,6.040135130622588,6.04216558817297
32,6.08743755590237,6.038454229669367
33,6.156595783368672,6.139219946114761
34,6.106228931967803,6.135997253363657
35,6.10914137552613,6.145474694950575
36,6.0124208253056635,6.054093521706231
37,6.0093684917455406,5.827897636831899
38,5.798358695976124,5.821020721157123
39,5.8025463916065,5.830917088735715
40,5.731476442585433,5.8043098052638795
41,5.625046498777687,5.526340729972224
42,5.6259706148010675,5.556322220511225
43,5.562411186352244,5.522802048257198
44,5.488603902297297,5.488603902297297
45,5.481896746596045,5.519252533139814
46,5.478688512148342,5.478688512148342
47,5.442339363857878,5.511094959273008
48,5.404987014890031,5.365619232099011
49,5.476969285325734,5.329098957286026
50,5.51190955272393,5.246206386990925
51,5.516384814767096,5.272187854255054
52,5.451887323360883,5.164205250909102
53,5.452128345910097,5.162662151664815
54,5.298810832680764,5.15634815115492
55,5.247015270894869,5.102240786696167
56,5.197511226331219,5.284522603320849
57,5.288499750771752,5.201488373782122
58,5.110171222312179,5.245575859318381
59,5.106058887618105,5.289217614825124
60,5.198150143915265,5.362731166021395
61,5.274217653954362,5.427156946595323
62,5.348390814951041,5.354255934403439
63,5.3505638617977445,5.3505638617977445
64,5.352724675040466,5.351549122967573
65,5.352533414353242,5.352533414353242
66,5.360036012356825,5.360036012356825
67,5.313287179888288,5.3523546480791975
68,5.344731837670846,5.348555934109249
69,5.336953762447899,5.340792538755065
70,5.476130764378098,5.0706656562699335
71,5.755085558829836,5.469077126936084
72,5.807565399260921,5.329452972901233
73,5.729077884469241,5.620864299829009
74,5.7270804619194875,5.618866877279254
75,5.743380796726998,5.617377670523267
76,5.771672679766035,5.607528757326522
77,5.7694321342994135,5.597581877372754
78,5.747388497238671,5.630953741355395
79,5.746629404694002,5.663247795754952
80,5.743367757715662,5.72055307994949
81,5.743795460590952,5.717611532290115
82,5.74005315666646,5.716568792487795
83,5.7270849619597355,5.71552496424412
