,Nairobi,Meru
0,6.637590699059838,6.2500935083678355
1,6.642446919409011,6.236415078500186
2,6.637693422977616,6.369865907953744
3,6.572605906262642,6.332102394085951
4,6.598762386051933,6.256728992106149
5,6.646639778624279,6.261275849837203
6,6.557079638370654,6.245179263268
7,6.509476250185543,6.400927788051529
8,6.5688019135365545,6.399175839756364
9,6.604964871670312,6.355681932153066
10,6.603478932620255,6.3545313693496155
11,6.599925554093286,6.348822869095615
12,6.59186826813861,6.23959488878029
13,6.58295925258883,6.2228771503284825
14,6.534844705140171,6.22457698003964
15,6.492736968082205,6.24946940107117
16,6.509297038804601,6.2716100759226965
17,6.480579128042395,6.264717380653063
18,6.356673279932768,6.383976340979749
19,6.348995678488661,6.387055240313006
20,6.357777820301539,6.137847983590425
21,6.363682675154299,6.132470949190579
22,6.365316822954005,6.143247193346733
23,6.365920415052882,6.144383863459561
24,6.125748708343024,6.032614018881839
25,6.205865617187821,6.171964065512139
26,6.200813335195003,6.131820463708053
27,6.20312242554521,6.13401030058486
28,6.207115453879592,6.1380033289192415
29,6.199633382256258,6.1688617235895045
30,6.12448203728891,6.181842267476668
31,6.08326285547492,6.187962775629083
32,6.187249806692381,6.2352325424772115
33,6.267635538654971,6.342078014909487
34,6.2697933143828655,6.275793882091732
35,6.141695248152775,6.204802287462465
36,6.146401321748871,6.227651515984897
37,6.112193203137815,6.1897514374836895
38,6.097376117095436,6.183785628282967
39,6.084370572941903,6.194637067368583
40,6.135376393262362,6.218068109107476
41,6.12474121424129,6.3416151525419036
42,6.163527500113747,6.413917115603316
43,6.21891556334301,6.409321660193278
44,6.257708712981658,6.411212771383217
45,6.148005921585438,6.399320349866343
46,6.1393837253273755,6.390862541509705
47,6.130686539759845,6.382332588007311
