,Kampala,Soroti
0,6.233440409848054,6.04131048195558
1,6.303271015773716,6.067679170932938
2,6.367273182820459,6.221705147107435
3,6.31628120553039,6.218606555244162
4,5.939568693678022,5.719241836835949
5,5.941103502770316,5.800096710061011
6,5.934920514536505,5.933728619282173
7,5.900443646822555,5.90105695564276
8,5.930573014720752,5.823103905767166
9,5.887946763794555,5.617400973585761
10,5.840978656373405,5.656328809819859
11,5.767369358556267,5.766673222085411
12,5.771640296084297,5.607733441311675
13,5.770193600100865,5.604900743720365
14,5.7673689040246625,5.602076047644162
15,5.771605357997039,5.603546248123648
16,5.797635573930532,5.680526165783623
17,5.76750807297175,5.686539010438083
18,5.839799265618317,5.767478604038691
19,5.837415263340288,5.904856544135821
20,5.863064243269277,5.758540898024515
21,5.898711691261576,5.752999880080181
22,6.011644827736443,5.7432146867839835
23,6.039038772214684,5.7408191944601175
24,6.030339835370349,5.732763689273369
25,6.112200288881037,5.732186734676591
26,6.038338737864384,5.720147026922902
27,5.927760984556476,5.775922780561859
28,5.877725266834921,5.828751262238462
29,5.866086690823091,5.931781950088486
30,5.803379821293796,5.869226387091382
31,5.78338317796689,5.852730596523678
32,5.771224552883313,5.841110680347479
33,6.014703821464067,5.896394331465438
34,6.075711212640304,6.126011951115102
35,6.078438463773156,6.0276661383997325
36,6.135021518959832,6.028411783901574
37,6.093868790147582,6.037629071824705
38,6.148032634165344,6.042672118507518
39,6.154407268815136,6.0478205114340655
40,6.194812862998959,6.069061657693399
41,6.246782991763333,6.099299003294265
42,6.253849702009266,6.2063025460794305
43,6.297009093784002,6.205810891938681
44,6.288425456447108,6.244408571030333
45,6.323656981542247,6.301166696648176
46,6.357432088559859,6.310560319430186
47,6.463373999770067,6.425531646586908
48,6.545509948009071,6.420997000136489
49,6.559342516862992,6.5275549994261075
50,6.558645794350314,6.526819362738636
51,6.546114490297316,6.537520207809981
