,Gitega,Kigali
0,6.555201566713393,6.542949571927629
1,6.554927815925841,6.5328452091628675
2,6.640061667464929,6.491584640558865
3,6.625934183072725,6.529926072459026
4,6.611977484199415,6.50209315646616
5,6.611630181391524,6.508785577192905
6,6.420471500272277,6.393959069372675
7,6.338539633279884,6.428558123083476
8,6.389106889888386,6.434658363440602
9,6.525878007915254,6.40616155682553
10,6.605427101989923,6.42210990381126
11,6.395156963212513,6.451228725898029
12,6.291596680163449,6.409914251384309
13,6.24536514313323,6.379463643047206
14,6.3443007194227174,6.366924193610912
15,6.520400855227172,6.370332891679585
16,6.519407263256823,6.36276153907193
17,6.524855413696548,6.364963630451284
18,6.548590370465644,6.4301660741235915
19,6.738399279456277,6.397130954596387
20,6.788854218351428,6.316348069458082
21,6.775275018060396,6.327422859653935
22,6.820742151103207,6.330997027072136
23,6.800904323491358,6.329449294029392
24,6.554426726648483,6.295078156008032
25,6.631597045978958,6.221348180484063
26,6.460845423365843,6.230457468036351
27,6.450899422394089,6.162556965756881
28,6.445122354215683,6.180794742291233
29,6.512763075041591,6.154956133672827
30,6.445954217953043,6.147860606432022
31,6.517745135747626,6.150192084788358
32,6.5056591931481345,6.25945436893988
33,6.522935379097491,6.247702982524601
34,6.517378938876149,6.124835039259821
35,6.519882221977137,6.089406230727802
36,6.446367436714035,6.049112543595321
37,6.363567750828419,6.099758794000911
38,6.357725883369943,6.04281928172804
39,6.424542346216506,6.1628190976380814
40,6.553135841310992,6.099678178768624
41,6.608783318257338,6.104195661843307
42,6.538284257588735,6.108632012490093
43,6.571052762583975,6.114383234047157
44,6.60172521678432,6.1202778103196716
45,6.611038093101472,6.128160232519856
46,6.477577015290735,6.136611746278036
47,6.410762666473887,6.136377057199373
48,6.415967239608131,6.1356656687811855
49,6.418132829917909,6.116800713298378
50,6.341947216020505,6.127755484831489
51,6.2575397613385135,6.141389938410206
52,6.346366134035198,6.092001733351607
53,6.343270842315979,6.080600658762584
54,6.340185101871209,6.114505725023713
55,6.335942094428762,6.122207800467896
56,6.4122020062373215,6.089497161307324
57,6.417693559310212,6.086782900304782
58,6.496356093703037,6.107145710389409
59,6.347695630324375,6.1185064163344025
60,6.352585617452547,6.007221894000218
61,6.270091191171099,5.999235081840465
62,6.273439644988426,5.941793509760009
63,6.083312170427689,5.940086642981652
64,6.376958065268908,6.048587957805855
65,6.3801972442357435,6.206653541702109
66,6.387143325499521,6.261103475445449
67,6.457321065777353,6.2621325198278495
68,6.454048107157308,6.25983825818371
69,6.456754468755051,6.31762819193753
70,6.529703468401219,6.343771363614148
71,6.52449427248885,6.4081191200875605
72,6.586199804956768,6.403764268107632
73,6.590039753668052,6.12003525298096
74,6.525584369445276,6.261116503080075
75,6.444498952395902,6.103828296092471
76,6.305165117414319,6.100748812389074
77,6.251521140128388,6.2198476327515735
78,6.2402008446473065,6.245046106770489
79,6.323733245468043,6.267030882233326
80,6.403968822122032,6.404836673793912
81,6.415645157541168,6.343115958118999
82,6.425401224899077,6.253105021372525
83,6.341565070455577,6.25039826009862
