,Kampala,Masindi
0,5.3845506511785395,5.275479556124178
1,5.1937148154921715,5.112551408384965
2,5.307425308138028,5.193232940612374
3,5.356531574440825,5.262470614036932
4,5.425347422518691,5.291061483717872
5,5.413154735328748,5.3013633293406315
6,5.448326518888029,5.360002190382771
7,5.509585207304187,5.384874158522637
8,5.477387842636589,5.385272553728783
9,5.514758004367279,5.488427863115462
10,5.606639793091126,5.501279277433299
11,5.606502980345127,5.500265656213766
12,5.518558680276081,5.485513885498625
13,5.4923782278421704,5.4884566541889885
14,5.457606608016572,5.453558019490573
15,5.4244927860608865,5.35787309871949
16,5.470758335460079,5.351244553914868
17,5.627181973628433,5.47078410184427
18,5.554465747867358,5.462935610364402
19,5.605005513884532,5.445999762404194
20,5.694206580903874,5.546659148996874
21,5.758867694182038,5.552289159742523
22,5.823641598941343,5.544493151148241
23,5.769210964269688,5.549632479119975
24,5.587818608667763,5.54674686835175
25,5.7164555007664255,5.595701695395968
26,5.687172586241856,5.642371381028475
27,5.682328731918932,5.635845373847415
28,5.8162156113416374,5.675177687462979
29,5.970263159670798,5.868849431235698
30,5.950101940264485,5.897916187093915
31,5.959476692203088,5.893859837756065
32,5.967570824954286,5.886718728325191
33,6.011498977321014,5.959743895809117
34,6.04907800364661,6.00134660082542
35,6.40700251050163,6.005981854153889
36,5.343673231661951,5.535290529329386
37,5.372561740665815,5.312198590938724
38,5.366831366827636,5.368581761113166
39,5.423792202869158,5.368956130992608
40,5.621333221193991,5.41895718941226
41,5.489861762984013,5.3563303703594904
42,5.340009551229958,5.294200015198664
43,5.281513535114885,5.280381673081202
44,5.20226833320351,5.1520064984226215
45,5.218853721469302,5.074272492658195
46,5.1489231087502825,5.074221723464717
47,5.222295398136079,5.078458177437094
48,5.209309680112678,5.068819317163852
49,5.112512658376181,5.074360892411804
50,5.117816535418485,5.149232731651864
51,5.272618116662868,5.146848729373835
52,5.15217261741026,5.139302426889725
53,5.059852699520237,5.132759470328324
54,5.1672225983747015,5.126191201696839
55,5.123795709372973,5.123795709372973
56,5.039616508713424,5.116156585835759
57,5.111724038485514,5.111724038485514
58,5.112569262035685,5.093877129023532
59,5.115661861135165,5.072644476051474
60,5.108205107490402,5.067713746135665
61,4.615789814822916,4.544330850840772
62,4.549307094916364,4.492688200916857
63,4.653708297357598,4.478766847861266
64,4.594578261602748,4.464766650080757
65,4.56091921874176,4.491005807556552
66,4.615308879366691,4.516574038681002
67,4.802639924875964,4.641371777279842
68,4.9483758808064,4.752465479950549
69,5.037327715400159,4.760818943546503
70,5.05496052587285,4.853675768371139
71,5.014513321173723,4.86609331605545
72,5.096200574330849,4.942049894503591
73,5.15898161919944,4.946942438619464
74,5.10420593332871,5.033716055574165
75,5.326166783174299,5.23877496105929
76,5.311310720839797,5.227376269354647
77,5.1011077916433765,5.223509773156054
78,5.369189903159008,5.303592620673194
79,5.615633954984768,5.5467516479293515
80,5.607646730880788,5.564680694997345
81,5.523688078347364,5.520292489346226
82,5.54764711093454,5.4791271644977835
83,5.629212324591822,5.539695727085255
84,5.584291539316778,5.4441263027399
85,5.320824344947255,5.086228299901257
86,5.2944760673529565,5.075033286849828
87,5.39421279650503,5.223319935534699
88,5.459953203059609,5.393261828560937
89,5.52756483500613,5.387802892630971
90,5.529286197320713,5.481495533484364
91,5.576072020033621,5.527281855864189
92,5.656309786163976,5.531926066476241
93,5.667632569042072,5.534926599493717
94,5.698624413799216,5.613902240403721
95,5.357169421755842,5.133041133779092
96,5.383303193424278,5.207854515918085
97,5.327866695514615,5.269516812452338
