,Kampala,Masindi
0,5.916258313000828,6.177429259904277
1,5.984397783085841,6.1779149786102305
2,6.0087147913069865,6.203216766657812
3,5.992603814703873,6.179494764568006
4,5.928847986257203,6.130905644493703
5,6.000340059619703,6.194913668721518
6,5.998142305638953,6.193412836773711
7,5.986408941062014,6.179648720459842
8,6.059513895246804,6.182094873305326
9,6.206733056318419,6.177661241496442
10,6.178142286718774,6.178142286718774
11,5.931330274039128,6.226156343329002
12,5.971917235529052,6.221308394987518
13,6.038237994467524,6.213213755990568
14,6.135130873309249,6.194689712562842
15,6.18503626172917,6.173519819667611
16,6.245436340302469,6.140075824644642
17,6.303407971945689,6.133074570711704
18,6.426360802458954,6.142251262294685
19,6.424294917311788,6.134632646193144
20,6.46784330130732,6.264355423921132
21,6.438182518753147,6.379166142370841
22,6.456406483124705,6.372391869941915
23,6.433756537325549,6.393507427294286
24,6.444134157483775,6.449836239932684
25,6.411815898740327,6.442286155887745
26,6.6167693122360465,6.438389706434408
27,6.609154152421307,6.612455971419808
28,6.651157472929973,6.62002426828871
29,6.598349920832463,6.365989714413329
30,6.528490626350559,6.4527123174634795
31,6.122483898456167,6.6327158742379675
32,6.177429919199405,6.6342506833302615
33,6.219172051891497,6.62896068518407
34,6.221904564035328,6.627369672143493
35,6.21706955057843,6.620159360657688
36,6.260786644586643,6.618651356660965
37,6.25757878317172,6.58143835029827
38,6.0959569293486515,6.570147672170397
39,6.490122621510149,6.574369305791731
40,6.202083936018567,6.574019539333248
41,6.199259239942363,6.569954148308811
42,6.20072944042185,6.202077452308745
43,6.085991273891787,6.193168320476011
44,6.093007630923488,6.293222309231491
45,6.091974649613189,6.293192840298432
46,6.110455785799122,6.290808838020404
47,6.083188164709767,6.327872237746034
48,6.079821860869233,6.323362040091088
49,6.123893015909692,6.357025125107407
50,6.119565155834772,6.354629632783541
51,6.085738614760137,6.500475312463859
52,6.056185647326365,6.49934027686332
53,5.909885772883303,6.36684280483642
54,5.899323049235942,6.347147431183248
55,5.840267704300021,6.340348788783034
56,5.649097005083259,5.866086690823091
57,5.467431007872181,6.050321702162092
58,5.628345580121404,6.0338106882295675
59,5.526399935507779,6.264743092411093
60,5.689119464595366,6.259917808488924
61,5.69957371962666,6.266593901736292
62,5.700318809555521,6.2689769936693915
63,5.778881477414169,6.27462060814678
64,5.824251725093439,6.1471133046663935
65,5.860350561713563,6.096739339777794
66,5.798257397085895,6.049863413063866
67,5.789347754890795,6.094729404441977
68,5.865071969663276,6.099299003294265
69,5.870525719778315,6.107682547035447
70,5.948900478153654,6.105453272996156
71,5.856292101256782,6.285230565550589
72,5.783783672336026,6.280563749181227
73,5.841175693608735,6.292598102802026
74,5.9040897218658595,6.308006842048808
75,6.012072877856533,6.339744998025177
76,6.016729375660117,6.345481858979227
77,6.017236747212243,6.344497805944682
78,6.031614643169441,6.359873281253265
79,6.138397671441232,6.360684890580913
80,5.917209673028302,6.3623061357761745
81,5.706072661330043,6.032433588346935
82,5.706978502181697,6.033179779515269
83,5.780334941770064,6.0322279063702595
84,5.706477203017882,6.029250595280933
85,5.699239051090859,5.843278421313797
86,6.04807999073588,6.021947850459032
87,5.905718291584433,6.021978097700296
88,5.9037179594778175,6.019977765593679
89,5.842217143333874,6.025751556553039
90,5.9312467090679695,6.020383092631721
91,5.840858504086831,6.022370671925227
92,5.614840536866957,5.903282199176756
93,5.617571013347163,5.902977771961809
