,Busia,Tororo
0,5.36207779532648,5.366612950491872
1,5.28363414666162,5.340941584956898
2,5.405565575822368,5.3145937976166415
3,5.385648973011552,5.295622821353832
4,5.463674226384866,5.291061483717872
5,5.477292535162619,5.348429982859414
6,5.534768200374164,5.549749753989781
7,5.637730380161156,5.610142423642327
8,5.616097471738887,5.602991124233586
9,5.6194157628448895,5.576141902958443
10,5.634434821290053,5.4923782278421704
11,5.469654946532747,5.423705056340891
12,5.456208999440352,5.360092855457803
13,5.4980504777480865,5.454821743197266
14,5.6144753223593185,5.5281612144275725
15,5.574993019280119,5.5139818386605155
16,5.571987744855858,5.555958906579959
17,5.665746161968274,5.635625854879024
18,5.61794312996396,5.656488286964094
19,5.6592902186260625,5.725621390378153
20,5.657481000326382,5.695102992115967
21,5.732630316712065,5.643596694341668
22,5.756137415357606,5.687556151203077
23,5.714467684831294,5.72931576756422
24,5.727483129399476,5.722318971851242
25,5.869151850657754,5.7813879192895
26,5.998561595793225,5.969114394466924
27,5.959988615736292,5.9628779560878975
28,6.002421144032829,5.964084995289282
29,6.0187784503382575,5.983435180334269
30,6.03479995022846,6.007103365847976
31,6.074183924777686,6.029826072147289
32,5.659705617436055,5.797147848052577
33,5.528147641817006,5.1801395887336295
34,5.460618596056998,5.372561740665815
35,5.439461623410591,5.366130350325041
36,5.525192317310887,5.423792202869158
37,5.5759271550088,5.527474771622853
38,5.540051507507869,5.471308355088266
39,5.377670905866268,5.342139477487782
40,5.3681477670877875,5.342936347741292
41,5.2868257212315735,5.154580502417795
42,5.198209393888956,5.154315200331731
43,5.28116832756406,5.075605806730655
44,5.241253311880692,5.1529607047350146
45,5.240375499687569,5.275061057675458
46,5.223738293486406,5.133677469568224
47,5.209250741378117,5.117816535418485
48,5.3214082808323,5.211709363575876
49,5.237904403694265,5.204488406774421
50,5.161002682641719,5.054234707216013
51,5.157121502388198,5.094273598728534
52,5.17731166271308,5.123795709372973
53,5.136990672738601,5.039616508713424
54,5.163281848150364,5.073983710502667
55,5.123095675022673,5.044143123349394
56,5.136495948038006,5.072644476051474
57,5.123953464458541,5.064955123696586
58,4.710315988315033,4.53969047128427
59,4.709989476606838,4.526104197836701
60,4.674075600182032,4.526622869038901
61,4.677959870541799,4.507543104770602
62,4.653049207349539,4.468255461410195
63,4.897305151417043,4.641371777279842
64,4.981561429792054,4.8450582667783735
65,5.031693897681903,4.943140500340458
66,5.035434103522495,4.944059829839408
67,5.042843827799949,4.8042179123373625
68,5.111948931298989,5.019239533194721
69,5.131306897043219,5.100216309973188
70,5.145237330006572,5.033716055574165
71,5.326166783174299,5.300741684808489
72,5.281200919368427,5.227376269354647
73,5.315883093287069,5.223509773156054
74,5.49049406921397,5.367203805187378
75,5.6431166006786,5.550062909233008
76,5.591947821337684,5.563053355337969
77,5.533806208512949,5.520292489346226
78,5.562437848935936,5.500180573695616
79,5.638344808155095,5.579045065873803
