,Busia,Kampala
0,5.36207779532648,5.3845506511785395
1,5.28363414666162,5.1937148154921715
2,5.405565575822368,5.307425308138028
3,5.385648973011552,5.356531574440825
4,5.463674226384866,5.425347422518691
5,5.477292535162619,5.413154735328748
6,5.460621755745066,5.448326518888029
7,5.532574725528885,5.509585207304187
8,5.50402977358301,5.477387842636589
9,5.534768200374164,5.514758004367279
10,5.637730380161156,5.606639793091126
11,5.616097471738887,5.606502980345127
12,5.6194157628448895,5.518558680276081
13,5.634434821290053,5.4923782278421704
14,5.469654946532747,5.457606608016572
15,5.456208999440352,5.4244927860608865
16,5.4980504777480865,5.470758335460079
17,5.6144753223593185,5.627181973628433
18,5.574993019280119,5.554465747867358
19,5.571987744855858,5.605005513884532
20,5.665746161968274,5.694206580903874
21,5.61794312996396,5.758867694182038
22,5.6592902186260625,5.823641598941343
23,5.657481000326382,5.769210964269688
24,5.732630316712065,5.587818608667763
25,5.756137415357606,5.7164555007664255
26,5.714467684831294,5.687172586241856
27,5.727483129399476,5.682328731918932
28,5.869151850657754,5.8162156113416374
29,5.998561595793225,5.970263159670798
30,5.959988615736292,5.950101940264485
31,6.002421144032829,5.959476692203088
32,6.0187784503382575,5.967570824954286
33,6.03479995022846,6.011498977321014
34,6.074183924777686,6.04907800364661
35,5.659705617436055,6.40700251050163
36,5.528147641817006,5.343673231661951
37,5.460618596056998,5.372561740665815
38,5.439461623410591,5.366831366827636
39,5.525192317310887,5.423792202869158
40,5.5759271550088,5.621333221193991
41,5.540051507507869,5.489861762984013
42,5.377670905866268,5.340009551229958
43,5.3681477670877875,5.281513535114885
44,5.2868257212315735,5.20226833320351
45,5.198209393888956,5.218853721469302
46,5.28116832756406,5.1489231087502825
47,5.241253311880692,5.222295398136079
48,5.240375499687569,5.209309680112678
49,5.223738293486406,5.112512658376181
50,5.209250741378117,5.117816535418485
51,5.3214082808323,5.272618116662868
52,5.237904403694265,5.15217261741026
53,5.161002682641719,5.059852699520237
54,5.157121502388198,5.1672225983747015
55,5.17731166271308,5.123795709372973
56,5.136990672738601,5.039616508713424
57,5.163281848150364,5.111724038485514
58,5.123095675022673,5.112569262035685
59,5.136495948038006,5.115661861135165
60,5.123953464458541,5.108205107490402
61,4.710315988315033,4.615789814822916
62,4.709989476606838,4.549307094916364
63,4.674075600182032,4.653708297357598
64,4.677959870541799,4.594578261602748
65,4.630512510540956,4.56091921874176
66,4.653049207349539,4.615308879366691
67,4.897305151417043,4.802639924875964
68,4.981561429792054,4.9483758808064
69,5.031693897681903,5.037327715400159
70,5.035434103522495,5.05496052587285
71,5.042843827799949,5.014513321173723
72,5.111948931298989,5.096200574330849
73,5.131306897043219,5.15898161919944
74,5.145237330006572,5.10420593332871
75,5.326166783174299,5.326166783174299
76,5.281200919368427,5.311310720839797
77,5.315883093287069,5.1011077916433765
78,5.49049406921397,5.369189903159008
79,5.6431166006786,5.615633954984768
80,5.591947821337684,5.607646730880788
81,5.533806208512949,5.523688078347364
82,5.562437848935936,5.54764711093454
83,5.638344808155095,5.629212324591822
