,Tororo,Kampala
0,6.185519821966424,6.181575043675408
1,6.073898430220707,6.134167266475048
2,6.068477088366464,6.131081105653541
3,6.060260250682779,6.085522439767753
4,5.990600297611413,5.988219344105672
5,5.984066945929966,6.011723901415866
6,6.003388257527522,6.04544923422998
7,6.077143615658899,6.135130873309249
8,6.019229611621754,6.122531294927363
9,5.957754267850688,6.140075824644642
10,5.992409450916572,6.158082002828329
11,5.761986482247964,5.939568693678022
12,5.798048228634538,5.941103502770316
13,5.866523058369317,5.934920514536505
14,5.865483781999095,5.900443646822555
15,5.858104237907202,5.930573014720752
16,5.829480305294592,5.887946763794555
17,5.779707830980365,5.840978656373405
18,5.767369358556267,5.767369358556267
19,5.690036036952649,5.771640296084297
20,5.692456634744684,5.770193600100865
21,5.689631938668482,5.7673689040246625
22,5.771605357997039,5.771605357997039
23,5.759169293102736,5.797635573930532
24,5.76750807297175,5.76750807297175
25,5.805630370003067,5.839799265618317
26,5.834827939775338,5.837415263340288
27,5.832449607449671,5.863064243269277
28,5.8717161869195635,5.898711691261576
29,5.9515600169992435,6.011644827736443
30,6.0114068335525985,6.039038772214684
31,6.030339835370349,6.030339835370349
32,6.102425039976394,6.112200288881037
33,6.038338737864384,6.038338737864384
34,5.798226932364573,5.927760984556476
35,5.769091425832126,5.877725266834921
36,5.722985847182417,5.866086690823091
37,5.724427269620517,5.803379821293796
38,5.71029759625086,5.78338317796689
39,5.823455745108759,5.771224552883313
40,5.896394331465438,6.014703821464067
41,5.9646022840716135,6.075711212640304
42,5.995917440085153,6.078438463773156
43,6.028411783901574,6.135021518959832
44,6.039693056045557,6.093868790147582
45,6.042672118507518,6.148032634165344
46,6.0478205114340655,6.154407268815136
47,6.125441991129507,6.194812862998959
48,6.150301557746637,6.246782991763333
49,6.208040165977971,6.253849702009266
50,6.251620427969974,6.297009093784002
51,6.241069669764819,6.288425456447108
52,6.25870937878719,6.323656981542247
53,6.350019156170734,6.357432088559859
54,6.407463052176407,6.463373999770067
55,6.523314215617287,6.545509948009071
56,6.5275549994261075,6.559342516862992
57,6.526819362738636,6.558645794350314
58,6.407330065106544,6.546114490297316
