,Busia,Kampala
0,5.764507999739491,5.969865126935269
1,5.815850960408928,5.8855170059367845
2,5.8160903260941135,5.958950814007155
3,5.806448445119823,5.955617794596877
4,5.827639603586277,5.9640798968472035
5,5.839762280010722,5.916258313000828
6,5.852416110960883,5.984397783085841
7,5.891519818002157,6.0087147913069865
8,5.8954400662502255,5.992603814703873
9,5.895209627108374,5.928847986257203
10,5.890366685699979,6.000340059619703
11,5.976584584563974,5.998142305638953
12,6.07626059202922,5.986408941062014
13,6.249023760571426,6.059513895246804
14,6.131375313739207,6.206733056318419
15,5.972457956776333,6.178142286718774
16,5.994738168728259,5.931330274039128
17,6.10306056731719,5.971917235529052
18,6.127008061224102,6.038237994467524
19,6.155051850803804,6.135130873309249
20,6.174484605077709,6.18503626172917
21,6.326028347632771,6.245436340302469
22,6.329039800971969,6.303407971945689
23,6.38362410428713,6.426360802458954
24,6.375653110089442,6.424294917311788
25,6.4748905468227225,6.46784330130732
26,6.400107322621503,6.438182518753147
27,6.373163772720497,6.456406483124705
28,6.428312865744372,6.433756537325549
29,6.48612773134108,6.444134157483775
30,6.538927094258442,6.411815898740327
31,6.637498511692277,6.6167693122360465
32,6.56646380708577,6.609154152421307
33,6.499702212524387,6.651157472929973
34,6.5204710274061055,6.598349920832463
35,6.45342128594408,6.528490626350559
36,6.147875887665223,6.122483898456167
37,6.134422813773812,6.177429919199405
38,6.132119925935866,6.219172051891497
39,6.190270656514652,6.221904564035328
40,6.1470593850057815,6.21706955057843
41,6.102659816379745,6.260786644586643
42,6.017577582422973,6.25757878317172
43,6.117761559315504,6.0959569293486515
44,6.161731236942874,6.490122621510149
45,6.141852672078576,6.202083936018567
46,6.099578010211682,6.199259239942363
47,6.064110037108751,6.20072944042185
48,6.0960416097452885,6.085991273891787
49,6.127510807003157,6.093007630923488
50,6.113822589139058,6.091974649613189
51,6.097590690002236,6.110455785799122
52,6.058697144701472,6.083188164709767
53,6.0552807519531155,6.079821860869233
54,6.014879331904102,6.123893015909692
55,6.024254976030447,6.119565155834772
56,5.993815904569477,6.085738614760137
57,5.922066192350289,6.056185647326365
58,5.812308424277783,5.909885772883303
59,5.79556381494509,5.899323049235942
60,5.766355446013251,5.840267704300021
61,5.521681839476173,5.649097005083259
62,5.584806960274418,5.467431007872181
63,5.547526173379695,5.628345580121404
64,5.60538834682641,5.526399935507779
65,5.545121156232126,5.689119464595366
66,5.576720046521316,5.69957371962666
67,5.659015003414285,5.700318809555521
68,5.671736839962841,5.778881477414169
69,5.68742664239159,5.824251725093439
70,5.682463601987474,5.860350561713563
71,5.672569181922398,5.798257397085895
72,5.689264296333812,5.789347754890795
73,5.7503461054494425,5.865071969663276
74,5.7572943533366505,5.870525719778315
75,5.731631891282464,5.948900478153654
76,5.702550838016614,5.856292101256782
77,5.695814899390069,5.783783672336026
78,5.731405027473356,5.841175693608735
79,5.906407220006222,5.9040897218658595
80,5.976090159977027,6.012072877856533
81,5.916645917103135,6.016729375660117
82,5.855813308055905,6.017236747212243
83,5.867530673925267,6.031614643169441
