,Gitega,Ngozi
0,6.459891386909068,6.408598092521518
1,6.459617636121516,6.17296067908498
2,6.501887548902307,6.319639708521345
3,6.443872670487751,6.5390410163793495
4,6.520347161353491,6.428206556310445
5,6.5333855943495855,6.525570279259593
6,6.523269680833486,6.32987460492005
7,6.539287761085563,6.338539633279884
8,6.53770778093075,6.3075833984752
9,6.3803578082557735,6.146254130990976
10,6.0709872481644265,5.992716020139272
11,5.966428056179064,5.997327721868091
12,5.993141465230137,6.056654870952463
13,6.023357310282948,6.295020733579091
14,6.289776334388422,6.288037203515295
15,6.302063355045061,6.286532413014185
16,6.286334858522034,6.28546680291197
17,6.341848220948411,6.291204488129656
18,6.440990212214313,6.342498594337777
19,6.428844231194422,6.334582976338297
20,6.413760208119562,6.413760208119562
21,6.565924788878522,6.486386360958224
22,6.626395225756319,6.553580195906542
23,6.680483654040794,6.6150971596926045
24,6.672071954821702,6.566956417117085
25,6.564426895605274,6.4155079536871895
26,6.600496445658807,6.458610785564427
27,6.593529768367878,6.451861115047146
28,6.517898615383441,6.384879124484967
29,6.509152962817491,6.278673953042564
30,6.587362343091382,6.404985027843036
31,6.5523933461603034,6.277424726981507
32,6.361534665085089,6.071988659195245
33,6.2371482855202585,6.081335537032618
34,5.7518503784391,5.824231758316204
35,6.020229898809272,5.959354995424768
36,6.181476219488276,6.081842310265665
37,6.1302518980046505,6.074938260020598
38,6.097567946974433,6.06897448271076
39,6.05700108263572,6.059859588631684
40,6.098678935803556,6.149972230191106
41,6.235269809955775,6.1448220034675645
42,6.230014936380357,6.230014936380357
43,6.313978779144703,6.228869104423331
44,6.313681937899138,6.313681937899138
45,6.320648193379105,6.23501626285908
46,6.141727443695866,6.141727443695866
47,6.196294511578947,6.095905008643141
48,6.153468737943311,5.9316332312891165
49,6.156977511799556,5.800053222391385
50,5.873398132485764,5.86990366183599
51,6.055986842616671,5.8744416833772455
52,6.058198742476585,5.876653583237159
53,6.058011838653323,5.9367134348092065
54,6.052017710312596,5.869307728576876
55,6.048502769884473,5.858775215490107
56,6.14997223171691,5.9870418642376055
57,6.154791515856918,6.049819425140857
58,6.103914425481159,5.936272031350254
59,6.059528238765761,6.114310584957968
60,6.0644182258939345,6.008515448312788
61,6.069332238350434,6.124114584542641
62,5.954787007852328,6.016312240858618
63,6.027409392846542,6.082340825038057
64,6.092436321204141,6.14537874047434
65,6.144883157301278,6.197289005113433
66,6.098483257859764,6.20511498084665
67,6.19468502525166,6.196450250776229
68,6.192225701277987,6.192225701277987
69,6.287855932293237,6.289454653656934
70,6.288655612463802,6.289454653656934
71,6.369819675847595,6.282474754276641
72,6.363056253642558,6.273903548211585
73,6.3680733655268575,6.13197866186557
74,6.1896170558340335,6.056590331400893
75,6.182407502007309,6.131487411580053
76,6.002792329552534,6.165364111776201
77,5.993403166542349,6.157192475207375
78,6.239378814185892,6.239378814185892
79,6.323733245468043,6.403427824330405
80,6.322999759588364,6.403968822122032
81,6.153141801342456,6.2471359750348245
82,5.653141353007913,5.876888951456165
83,5.803648600068721,5.806235923633672
84,5.866528944979853,5.931384492792854
85,6.034440939794341,6.0364631851751085
86,6.083157029159058,6.133682274353707
87,6.0785464216874034,6.129166412533912
88,6.075864257748773,6.178143106869191
89,6.118338319909624,6.120173182809735
90,6.057141238932744,6.1365851441931785
91,6.101710326020077,6.101710326020077
92,6.189428464197081,6.094202385145508
93,6.184598471815756,6.087606205828446
94,6.078256920030737,6.0267679500726565
95,6.071789985576339,6.020301015618259
96,6.161012678510912,6.203185112129038
97,6.158041924924759,6.202714364976352
