,Owino,Lira
0,6.549089386259068,6.436148975078473
1,6.577317384946351,6.478206631457466
2,6.518566601942577,6.518566601942577
3,6.535536160018683,6.513984363131868
4,6.677355844837763,6.564992876650718
5,6.605846195190644,6.566218004111513
6,6.615933575438553,6.571103559520759
7,6.449038453929686,6.4973427750168735
8,6.477066337580395,6.497048837167734
9,6.437522699974859,6.394664563239303
10,6.44215294216079,6.417630640577653
11,6.436160547191164,6.435400957333145
12,6.5423232365565624,6.48135865213274
13,6.556107830249778,6.426573778057876
14,6.589533478879123,6.527179066016488
15,6.5743119407576085,6.413799605024702
16,6.398114045424532,6.346535775359762
17,6.381882860752917,6.278349306323603
18,6.43848880487973,6.251666890053104
19,6.500073397992073,6.286941482092109
20,6.509105407369265,6.385939813542728
21,6.6114883655834955,6.4632159964443785
22,6.61245173027075,6.503275976301969
23,6.607299149439882,6.535238790885069
24,6.749134376931457,6.569405482771316
25,6.788620214694112,6.700593093584647
26,6.867545437902375,6.564534684224114
27,6.861353697393771,6.55597204784259
28,6.856648166002482,6.6167693122360465
29,6.848876293235224,6.661574292137125
30,6.515723917055652,6.516054988073409
31,6.443179353104459,6.321415188976355
32,6.369176518407709,6.278021149535216
33,6.451225325979993,6.323424317453331
34,6.491195409194483,6.367155657177179
35,6.4869349505875125,6.363348068111329
36,6.484474118132993,6.361975912353549
37,6.516910499473327,6.35791399518564
38,6.618651356660965,6.395805026332744
39,6.615360439861219,6.392812303866773
40,6.39917401875369,6.293525715563299
41,6.382430488835728,6.295145251786876
42,6.299680577704196,6.203880881695268
43,6.35930208488863,6.223249728579018
44,6.424592157534765,6.296693428683594
45,6.413767803545446,6.286661969353938
46,6.459265399242641,6.338173697093758
47,6.460625784598636,6.338144228160699
48,6.566099178177021,6.455460139358731
49,6.602245940175688,6.487981003885049
50,6.620500447784904,6.483939259878529
51,6.734581445098495,6.644707197559188
52,6.745720776779637,6.60739326454471
53,6.722959450631854,6.5686328538369505
54,6.386170099468836,6.30130810535935
55,6.1455842682179815,6.038338737864384
56,6.172172096591272,6.017106084892325
57,6.157100877128949,6.010643726556405
58,6.153768763274872,5.996681677659458
59,6.156908459543163,6.051343674657786
60,6.140722794578813,6.038973322308375
61,6.223818801333028,6.128167557405342
62,6.216999989388145,6.121431822739718
63,6.309119362566396,6.175700184496219
64,6.223781017326023,6.0276661383997325
65,6.137826569887441,5.972722878040985
66,6.1471133046663935,5.9813210498236495
67,6.148032634165344,6.148032634165344
68,6.154407268815136,6.154407268815136
69,6.2906039276406345,6.242174275402044
70,6.373813365371398,6.290943887549104
71,6.418604935085321,6.297652324667658
72,6.455001152190991,6.337387249727399
73,6.445987944428703,6.366626203754582
74,6.546800532856458,6.403227657108837
75,6.602490322579463,6.470444201289956
76,6.626953374754281,6.463373999770067
77,6.680488463777335,6.5282893502574
78,6.671897308154846,6.493439246185936
79,6.492660443927318,6.403189041096826
80,6.558265308079828,6.468615407132018
