,Busia,Mbale
0,5.36207779532648,5.380096300829159
1,5.28363414666162,5.315108037028888
2,5.405565575822368,5.24560092612969
3,5.385648973011552,5.28347200357132
4,5.463674226384866,5.291061483717872
5,5.477292535162619,5.334696527843346
6,5.534768200374164,5.492372641406479
7,5.637730380161156,5.5871529054176285
8,5.616097471738887,5.55801951760426
9,5.6194157628448895,5.518558680276081
10,5.634434821290053,5.458544154826388
11,5.469654946532747,5.426834949349819
12,5.456208999440352,5.404544618028637
13,5.4980504777480865,5.454821743197266
14,5.6144753223593185,5.529090150862232
15,5.574993019280119,5.532587026491551
16,5.571987744855858,5.554161960903257
17,5.665746161968274,5.6617284787816615
18,5.61794312996396,5.73312151298501
19,5.6592902186260625,5.757206829097955
20,5.657481000326382,5.732843320098814
21,5.732630316712065,5.704078414783624
22,5.756137415357606,5.685238653062714
23,5.714467684831294,5.687940930497865
24,5.727483129399476,5.722318971851242
25,5.869151850657754,5.874231226657774
26,5.998561595793225,5.999119475863482
27,5.959988615736292,5.996356259907167
28,6.002421144032829,5.991297558814167
29,6.0187784503382575,5.983435180334269
30,6.03479995022846,6.022404210803276
31,6.074183924777686,5.938288464858283
32,5.659705617436055,5.629472606775861
33,5.528147641817006,5.373399411927151
34,5.460618596056998,5.372561740665815
35,5.439461623410591,5.368581761113166
36,5.525192317310887,5.526976439104388
37,5.5759271550088,5.567445339952891
38,5.540051507507869,5.467556005469715
39,5.377670905866268,5.294200015198664
40,5.3681477670877875,5.399799209635835
41,5.2868257212315735,5.221686419060612
42,5.198209393888956,5.151747804826485
43,5.28116832756406,5.147636934939538
44,5.241253311880692,5.1529607047350146
45,5.240375499687569,5.138928883350879
46,5.223738293486406,5.149262200584922
47,5.209250741378117,5.149232731651864
48,5.3214082808323,5.144268082780344
49,5.237904403694265,5.139302426889725
50,5.161002682641719,5.132759470328324
51,5.157121502388198,5.126191201696839
52,5.17731166271308,5.123795709372973
53,5.136990672738601,5.039616508713424
54,5.163281848150364,5.106418986255821
55,5.123095675022673,5.088471710456624
56,5.136495948038006,5.072644476051474
57,5.123953464458541,5.067713746135665
58,4.710315988315033,4.852632210495289
59,4.709989476606838,4.576458083982315
60,4.674075600182032,4.603064564538843
61,4.677959870541799,4.637137876021543
62,4.630512510540956,4.630512510540956
63,4.653049207349539,4.562665145881269
64,4.897305151417043,4.74422916271955
65,4.981561429792054,4.752465479950549
66,5.031693897681903,4.943140500340458
67,5.035434103522495,4.944059829839408
68,5.042843827799949,4.949208222765956
69,5.111948931298989,5.127453117834954
70,5.131306897043219,5.131306897043219
71,5.145237330006572,5.135136234020068
72,5.326166783174299,5.279048860197229
73,5.281200919368427,5.289896626335981
74,5.315883093287069,5.286030130137388
75,5.49049406921397,5.27784012457078
76,5.6431166006786,5.61253317730652
77,5.591947821337684,5.609203151428446
78,5.533806208512949,5.6081538451375605
