,Rubavu,Ngozi
0,6.34489770135175,6.682205652188828
1,6.3421679313198736,6.670113371590146
2,6.395630933104224,6.65424869187546
3,6.584792336454371,6.449479519531361
4,6.547854591864949,6.414818536217622
5,6.5318861881747186,6.378461541908261
6,6.518960010477914,6.37080326022368
7,6.519349852768001,6.368019960333542
8,6.51727125048782,6.5124627296421265
9,6.515200872002222,6.445954217953043
10,6.5183723420338255,6.516549320956398
11,6.522197493044409,6.506867652509703
12,6.5992709623728505,6.591508875447241
13,6.615622602227117,6.446628082758299
14,6.624132729899538,6.5192746885441135
15,6.6035974839484,6.447677623603061
16,6.6039670327783915,6.363567750828419
17,6.597598123626217,6.433842118035297
18,6.4491489048398485,6.4275111757103085
19,6.430693375926778,6.4123364946585975
20,6.5508593413920115,6.475870163674145
21,6.580728422408959,6.538860792629208
22,6.508189158560936,6.538421125648342
23,6.554423188437402,6.5368254892133475
24,6.5968559726308165,6.4744889398395555
25,6.526889926736144,6.324049000489821
26,6.572479134769426,6.243342928811339
27,6.529946765123225,6.24830284061415
28,6.5229116076737395,6.254981189231674
29,5.9840661462496,6.341947216020505
30,5.768230362298932,6.2575397613385135
31,5.795127212715662,6.209293439928298
32,5.814299381335753,6.256656369479209
33,5.835254615860732,6.2519820663493
34,5.857796833267144,6.248467125921177
35,5.850939046591927,6.328791157959663
36,5.857831007394825,6.336530152203006
37,5.775992635245796,6.257008302039652
38,5.847694472186107,6.166247054816765
39,5.80584398493009,6.171137041944937
40,5.86722552789042,6.1250332800597125
41,5.9485275419413535,6.123522895804605
42,5.887961352349519,6.1882842611437505
43,5.910850307619926,6.2924006772408445
44,5.8781494747300735,6.295316360728404
45,5.866342462953229,6.387876194715173
46,5.866568482702396,6.378183745218629
47,5.907913917003576,6.287855932293237
48,6.0016398237362605,6.376599142127626
49,6.093008781271864,6.376599142127626
50,5.870364084442938,6.325567986637661
51,5.916435289921294,6.273903548211585
52,5.870928940419215,6.2773116492901835
53,6.115750652808549,6.2855694964183035
54,6.1494635907990896,6.277072728548387
55,6.096880335611153,6.347985114597247
56,6.0897233984486645,6.296328635334328
57,6.0488759929578295,6.367343755987394
58,6.171397809303818,6.363649852873486
59,6.064435159032809,6.3643035657296
60,6.033841281759462,6.247958681786288
61,6.055330255536053,6.304647976523542
62,6.116633031392125,6.159546039756805
