,Soroti,Busia
0,5.722318971851242,5.727483129399476
1,5.779300962010302,5.869151850657754
2,5.934618135666965,5.998561595793225
3,6.056455533668441,5.959988615736292
4,6.052053768235239,6.002421144032829
5,6.044489561326891,6.0187784503382575
6,5.993799400221612,6.03479995022846
7,6.00134660082542,6.074183924777686
8,5.716820491491519,5.659705617436055
9,5.53261792194791,5.528147641817006
10,5.372561740665815,5.460618596056998
11,5.422704208118649,5.439461623410591
12,5.418839245740309,5.525192317310887
13,5.520357303853989,5.5759271550088
14,5.417449185415537,5.540051507507869
15,5.354824637015098,5.377670905866268
16,5.342936347741292,5.3681477670877875
17,5.157147897923041,5.2868257212315735
18,5.149173800831313,5.198209393888956
19,5.146349104755109,5.28116832756406
20,5.222295398136079,5.241253311880692
21,5.144123700227983,5.240375499687569
22,5.149262200584922,5.223738293486406
23,5.149232731651864,5.209250741378117
24,5.1722953950349995,5.3214082808323
25,5.179917146043915,5.237904403694265
26,5.178569006359618,5.161002682641719
27,5.126191201696839,5.157121502388198
28,5.047672013900172,5.17731166271308
29,5.039616508713424,5.136990672738601
30,5.111724038485514,5.163281848150364
31,5.029877546190572,5.123095675022673
32,4.998536503897752,5.136495948038006
33,4.913103824050048,5.123953464458541
34,4.666220668449808,4.710315988315033
35,4.549307094916364,4.709989476606838
36,4.649584580173736,4.674075600182032
37,4.637137876021543,4.677959870541799
38,4.514828111541494,4.630512510540956
39,4.562665145881269,4.653049207349539
40,4.705910298417414,4.897305151417043
41,4.706655943919254,4.981561429792054
42,4.723078615563656,5.031693897681903
43,4.944059829839408,5.035434103522495
44,4.949208222765956,5.042843827799949
45,5.019239533194721,5.111948931298989
46,5.029341970386531,5.131306897043219
47,5.109427877309861,5.145237330006572
48,5.270238230515075,5.326166783174299
49,5.400438500735804,5.281200919368427
50,5.223509773156054,5.315883093287069
51,5.210398843775247,5.49049406921397
52,5.528341086086172,5.6431166006786
53,5.523180964090592,5.591947821337684
54,6.016729375660117,5.533806208512949
55,5.803827158986369,5.562437848935936
56,5.532984292497268,5.638344808155095
