,Kampala,Nakuru
0,5.3845506511785395,5.481733555968683
1,5.1937148154921715,5.483828675074848
2,5.307425308138028,5.489936214320122
3,5.356531574440825,5.476114125997964
4,5.425347422518691,5.466277500130518
5,5.413154735328748,5.466881610066053
6,5.448326518888029,5.481495452284838
7,5.509585207304187,5.496476984333416
8,5.477387842636589,5.5432655543477125
9,5.514758004367279,5.538008739888918
10,5.606639793091126,5.529055015992362
11,5.606502980345127,5.566109449342783
12,5.518558680276081,5.600755801257136
13,5.4923782278421704,5.59777702618181
14,5.457606608016572,5.597390194910255
15,5.4244927860608865,5.636358540284409
16,5.470758335460079,5.634646246003519
17,5.627181973628433,5.632367624338421
18,5.554465747867358,5.587754620875948
19,5.605005513884532,5.545394299069956
20,5.694206580903874,5.541852143168398
21,5.758867694182038,5.534443999673209
22,5.823641598941343,5.530653883332676
23,5.769210964269688,5.5611317577429045
24,5.587818608667763,5.661878554781921
25,5.7164555007664255,5.681887239771205
26,5.687172586241856,5.743950070141367
27,5.682328731918932,5.7263850566222505
28,5.8162156113416374,5.760239471327563
29,5.970263159670798,5.8884789667430075
30,5.950101940264485,5.974431808203719
31,5.959476692203088,6.016483642540626
32,5.967570824954286,6.024153679527171
33,6.011498977321014,6.0861772101302805
34,6.04907800364661,6.070589328954531
35,6.40700251050163,6.048216372222951
36,5.343673231661951,5.695959788303839
37,5.372561740665815,5.643533178408144
38,5.366831366827636,5.604576828017877
39,5.423792202869158,5.580056648749709
40,5.621333221193991,5.586206400697214
41,5.489861762984013,5.586102681801939
42,5.340009551229958,5.564456449870527
43,5.281513535114885,5.5087486184721275
44,5.20226833320351,5.473799979964453
45,5.218853721469302,5.433670941785395
46,5.1489231087502825,5.339125632083037
47,5.222295398136079,5.332551805827794
48,5.209309680112678,5.350815571296197
49,5.112512658376181,5.426257271415242
50,5.117816535418485,5.410063811885231
51,5.272618116662868,5.423781289056337
52,5.15217261741026,5.4168885937867035
53,5.059852699520237,5.393311309781967
54,5.1672225983747015,5.289446512509814
55,5.123795709372973,5.290854167616759
56,5.039616508713424,5.245922320260343
57,5.111724038485514,5.246063728676035
58,5.112569262035685,5.246206386990925
59,5.115661861135165,5.250681649034091
60,5.108205107490402,5.2551770291148285
61,4.615789814822916,5.253633929870541
62,4.549307094916364,5.1110644082748955
63,4.653708297357598,4.944734399021936
64,4.594578261602748,4.974367675017009
65,4.56091921874176,4.770705457689668
66,4.615308879366691,4.774698486024049
67,4.802639924875964,4.942652777816686
68,4.9483758808064,4.943553796049248
69,5.037327715400159,4.969441148143281
70,5.05496052587285,4.966182569007144
71,5.014513321173723,4.964441716532711
72,5.096200574330849,4.964400760782645
73,5.15898161919944,4.964359803355138
74,5.10420593332871,4.977299155326217
75,5.326166783174299,5.029581255816146
76,5.311310720839797,5.024600454870633
77,5.1011077916433765,5.0745894979804085
78,5.369189903159008,5.333029920737425
79,5.615633954984768,5.650562213585073
80,5.607646730880788,5.628563741176636
81,5.523688078347364,5.609369920403274
82,5.54764711093454,5.633051512271211
83,5.629212324591822,5.538790733771096
84,5.584291539316778,5.434711325991516
85,5.476083391530559,5.687858267239304
86,5.35472937439742,5.72207068925438
87,5.320824344947255,5.718744201204467
88,5.2944760673529565,5.528957886370207
89,5.39421279650503,5.500547027052287
90,5.459953203059609,5.461518757151466
91,5.52756483500613,5.458524012339249
92,5.529286197320713,5.4654229684845435
93,5.576072020033621,5.4684175691905965
94,5.656309786163976,5.468140731362956
95,5.667632569042072,5.470192179309306
96,5.698624413799216,5.465776359300752
97,5.357169421755842,5.469123096032345
98,5.383303193424278,5.466027808045331
99,5.327866695514615,5.461402532228593
