,Owino,Lira
0,6.798784380987672,6.73464196363447
1,6.780863139737147,6.70138633216929
2,6.785863734730093,6.66698660706085
3,6.782920392762594,6.662404368250141
4,6.812433444848947,6.712946789940466
5,6.81666122532976,6.722118903507407
6,6.854761481672814,6.757988539003953
7,6.731512427871016,6.731512427871016
8,6.693065159941576,6.728217653680537
9,6.711959545676619,6.745590529351113
10,6.681962294716007,6.715923403879571
11,6.676617289707049,6.680787685980776
12,6.676958710145931,6.67576964936374
13,6.669579553199765,6.668386947214642
14,6.73250569688453,6.697623385329846
15,6.72413270251338,6.697464455431219
16,6.767621992926765,6.704187440847737
17,6.747918247451214,6.684248913678229
18,6.616691967556228,6.581908576923682
19,6.643105439816351,6.595790037382714
20,6.71367257311054,6.61599849037687
21,6.709005219374411,6.61271799992226
22,6.675305847059376,6.61245173027075
23,6.677944559785632,6.6115778845739985
24,6.688526311269359,6.606746473179412
25,6.789634928124658,6.634427232787701
26,6.836408044213878,6.753383267032442
27,6.820345673666395,6.779370668664623
28,6.830895669900067,6.859938415739269
29,6.848876293235224,6.968891150327122
30,6.854794478039374,6.9091968761185525
31,6.798353170916925,6.865173763163835
32,6.7891845540846925,6.921829028690987
33,6.816866714907912,6.8704788795157805
34,6.844035257349273,6.87057709975935
35,6.841756325876922,6.865286823287116
36,6.836897821439705,6.809592370749438
37,6.829654908914267,6.80253046041779
38,6.853850366589606,6.800774717041625
39,6.849756700969181,6.797284856062186
40,6.757807827177755,6.78584228290417
41,6.76015492002685,6.671429464873556
42,6.791068923412794,6.67253710449417
43,6.786246224673918,6.683936605849349
44,6.79121031440766,6.732732116820645
45,6.779138454451733,6.806045907371657
46,6.7576686534123604,6.729409316097958
47,6.757639184479301,6.728317712173915
48,6.754222657587084,6.72380604951877
49,6.747703532595385,6.718761759868983
50,6.743758663329377,6.716345244014686
51,6.86693289658317,6.789641222281523
52,6.864996435711017,6.8136789870258125
53,6.8575456956748635,6.805475249509322
54,6.880288890733101,6.80437423335443
55,6.836374624684397,6.7850564920558885
56,6.749535613786933,6.710787310858822
57,6.7365115042288854,6.710208041436984
58,6.713384551210295,6.630692835365181
59,6.716524247478587,6.627026971895464
60,6.703920200722496,6.61767894313943
61,6.716058448687252,6.6880513340868415
62,6.709428704165631,6.707851002024013
63,6.768858393200249,6.714846285049665
64,6.797002457317225,6.71768342595075
65,6.800158323315804,6.722600088969929
66,6.787015970707526,6.6462036722139635
67,6.789886520337739,6.649929627187033
68,6.795680491078833,6.741989664489704
69,6.788850769199765,6.7343236347638085
70,6.790506319036384,6.736654824225794
71,6.56367290033826,6.626156391639695
72,6.594939580727151,6.561443626298969
73,6.6302377046216385,6.55066702905505
74,6.641552832590525,6.546800532856458
75,6.692003384699462,6.6047997924281265
76,6.765539538040429,6.685986906338474
77,6.762291843417632,6.710404103204066
78,6.76328975523027,6.709876556220062
79,6.763797126782395,6.709348194898657
80,6.7349348514424365,6.7040999316654295
