,Soroti,Kampala
0,5.722318971851242,5.682328731918932
1,5.779300962010302,5.8162156113416374
2,5.934618135666965,5.970263159670798
3,6.056455533668441,5.950101940264485
4,6.052053768235239,5.959476692203088
5,6.044489561326891,5.967570824954286
6,5.993799400221612,6.011498977321014
7,6.00134660082542,6.04907800364661
8,5.716820491491519,6.40700251050163
9,5.53261792194791,5.343673231661951
10,5.372561740665815,5.372561740665815
11,5.422704208118649,5.366831366827636
12,5.418839245740309,5.423792202869158
13,5.520357303853989,5.621333221193991
14,5.417449185415537,5.489861762984013
15,5.354824637015098,5.340009551229958
16,5.342936347741292,5.281513535114885
17,5.157147897923041,5.20226833320351
18,5.149173800831313,5.218853721469302
19,5.146349104755109,5.1489231087502825
20,5.222295398136079,5.222295398136079
21,5.144123700227983,5.209309680112678
22,5.149262200584922,5.112512658376181
23,5.149232731651864,5.117816535418485
24,5.1722953950349995,5.272618116662868
25,5.179917146043915,5.15217261741026
26,5.178569006359618,5.059852699520237
27,5.126191201696839,5.1672225983747015
28,5.047672013900172,5.123795709372973
29,5.039616508713424,5.039616508713424
30,5.111724038485514,5.111724038485514
31,5.029877546190572,5.112569262035685
32,4.998536503897752,5.115661861135165
33,4.913103824050048,5.108205107490402
34,4.666220668449808,4.615789814822916
35,4.549307094916364,4.549307094916364
36,4.649584580173736,4.653708297357598
37,4.637137876021543,4.594578261602748
38,4.514828111541494,4.56091921874176
39,4.562665145881269,4.615308879366691
40,4.705910298417414,4.802639924875964
41,4.706655943919254,4.9483758808064
42,4.723078615563656,5.037327715400159
43,4.944059829839408,5.05496052587285
44,4.949208222765956,5.014513321173723
45,5.019239533194721,5.096200574330849
46,5.029341970386531,5.15898161919944
47,5.109427877309861,5.10420593332871
48,5.270238230515075,5.326166783174299
49,5.400438500735804,5.311310720839797
50,5.223509773156054,5.1011077916433765
51,5.210398843775247,5.369189903159008
52,5.528341086086172,5.615633954984768
53,5.523180964090592,5.607646730880788
54,6.016729375660117,5.523688078347364
55,5.803827158986369,5.54764711093454
56,5.532984292497268,5.629212324591822
