,Ruhengeri,Kasese
0,6.059614035426265,6.3640641162465394
1,5.992221519814052,6.455550730509163
2,5.972084278247667,6.491592672816966
3,5.946184257635977,6.512276094478314
4,6.16865479115421,6.562793188691354
5,6.3505274176451865,6.56363709979081
6,6.356295554316818,6.630871307801319
7,6.380077795136465,6.664316212353267
8,6.249512355085702,6.494985536439013
9,6.245788826595525,6.4973427750168735
10,6.107132564166157,6.4774332427395285
11,6.157332360888703,6.483002024496989
12,6.133770997056055,6.505223694752854
13,6.173268809691479,6.5629303312726694
14,6.210808321208268,6.561512514144189
15,6.257052652046707,6.555773996162218
16,6.268420499885853,6.549849635989781
17,6.331652474601729,6.542930340016441
18,6.3194663693278175,6.5236865490992715
19,6.435318518671753,6.533567448084982
20,6.439817401969142,6.507800604769959
21,6.472322691423477,6.462571193596491
22,6.472550137670066,6.462358144829634
23,6.187817273279038,6.462145141442885
24,6.208711954105321,6.470067619684719
25,6.259850333455934,6.493465281379583
26,6.258051642699801,6.517169360001271
27,6.253402841152678,6.441928821597718
28,6.384660785459621,6.43695806696297
29,6.390108061736788,6.431272514122744
30,6.395330794306281,6.515723917055652
31,6.3969721376803355,6.52673237592274
32,6.395356988088534,6.48892797440099
33,6.047576051615705,6.491349319745419
34,6.164539768770413,6.493243890620956
35,6.160488584088879,6.488305752721292
36,6.256489932812973,6.483447248284074
37,6.248098183886897,6.478612234827176
38,6.2412519083112645,6.475733428696675
39,6.23363083040881,6.510595339523157
40,6.2355023862255505,6.458426674196753
41,6.244994375170911,6.404032818634217
42,6.259788674998292,6.343174366847618
43,6.158269843311817,6.337221001813375
44,6.158045356678502,6.249862128999495
45,6.040736731833174,6.373673346343568
46,6.040304680308272,6.3796861909980285
47,6.011286117483688,6.199441379378957
48,5.891147034475059,6.201716136854186
49,6.034473459811091,6.213012947801603
50,6.039343175233221,6.2602176904912215
51,6.103328911862708,6.244142036553056
52,5.8673270045932275,6.216026998630689
53,5.753936125328072,5.909090926113141
54,5.7065654678776445,5.866086690823091
55,5.916706675330274,5.933305243775905
56,5.992846130605414,5.78338317796689
57,6.035329222014908,5.963328313071728
58,6.021894233396215,5.986953908511165
59,5.99956668309799,5.965710317425975
60,6.000099875326919,6.023490766989252
61,5.997390656910471,5.7762040996434525
62,6.050275201124174,5.980227556002278
63,6.123328952279136,5.98551370466757
64,6.123331405662144,5.8667251963633555
65,6.000480185945827,5.858340626377746
66,5.868444467091552,5.988757128894441
67,5.952488292630035,5.934151415658526
68,5.98628842153151,5.934202644317961
69,5.975456961023795,5.713946972747484
70,5.962419968657595,5.8524256050581895
71,6.015043960556395,5.846113975249317
72,6.064654850451594,6.020066538478743
73,6.0535493513875585,5.956503026701722
74,6.053942461080548,5.898169640935562
75,6.0750159306070834,6.220726728443676
76,5.933375583093265,6.241169350421754
