,Kampala,Nakuru
0,6.777904312992352,6.398194774497013
1,6.768072718295499,6.384698472136362
2,6.79728365343428,6.438302868526916
3,6.801450297836939,6.432925990142166
4,6.7803388590375375,6.3716014051639265
5,6.804630896958932,6.386648304973945
6,6.850090250237013,6.451718963030507
7,6.854761481672814,6.4487076584972955
8,6.730229919679549,6.436726620121427
9,6.691881727850796,6.4436668044931
10,6.71369716557516,6.446450009909804
11,6.68255771003577,6.485283742095189
12,6.6585445086473545,6.554696674159666
13,6.673387277778334,6.547987259052753
14,6.669579553199765,6.483603857809086
15,6.715641890832525,6.536468174366648
16,6.711029309676086,6.533368967596608
17,6.751729402537795,6.528469230097079
18,6.732031854731596,6.509328249937939
19,6.5989813912322735,6.517076679684085
20,6.6429563529729885,6.506506876358174
21,6.6996863311358,6.506947462931485
22,6.678983140193819,6.494855823139383
23,6.6590830115524895,6.475317329493039
24,6.661833739512934,6.412670748903304
25,6.695677712426985,6.422393469463228
26,6.775205768889622,6.433268040607714
27,6.822795777635917,6.422974334594903
28,6.81420691896807,6.450679519091376
29,6.830170769542119,6.432644039765539
30,6.833619739863409,6.8491590429770435
31,6.815215125447011,6.482521733841636
32,6.792577888072415,6.414559655454889
33,6.7891845540846925,6.4437583877859055
34,6.802313314191814,6.444824767251019
35,6.816522870817105,6.441427189427153
36,6.8412752096780824,6.43631017186397
37,6.823338291654072,6.450885006547106
38,6.828931407134244,6.453087884300771
39,6.839175547029991,6.454191311858216
40,6.8238649008539705,6.451858171892545
41,6.757549329050427,6.453013202388689
42,6.746775490723683,6.416217016430829
43,6.776112319585729,6.532283230453505
44,6.7724008178518655,6.520031071425579
45,6.79121031440766,6.503776627459613
46,6.779138454451733,6.434348753137186
47,6.7579266180726325,6.380900786401212
48,6.757639184479301,6.536741553451624
49,6.754222657587084,6.529801019002309
50,6.747703532595385,6.5278163090448675
51,6.744018639932947,6.521109153343616
52,6.829033623992183,7.183436604386768
53,6.839666860321264,7.1907652847224615
54,6.832085953122172,7.183174406572542
55,6.868029940388789,7.187014165146625
56,6.836374624684397,7.120013242144894
57,6.749535613786933,7.123612710625074
58,6.688202400826429,7.130773010700321
59,6.6882933447007735,7.126805802875904
60,6.673537436235919,7.1228227936051365
61,6.702152937991156,7.116770678167922
62,6.708640164237795,7.161237632979397
63,6.784374800449423,7.244645979701413
64,6.788292340766275,7.243769219687977
65,6.760294935069912,7.035867321711047
66,6.7632182732555775,7.072326129377245
67,6.611187775945774,7.206165137455979
68,6.603141149840569,7.171202387748887
69,6.624840730862728,7.166682279178047
70,6.641552832590525,7.153405844266326
71,6.678166016494928,7.148856416048117
72,6.751718982421796,7.141065800267546
73,6.748201880990163,7.144564718188092
74,6.748460022259219,7.1406900535734215
75,6.736943200844543,7.13931743579251
76,6.722714740107661,7.131948006281767
77,6.626811125527418,7.1096462805303196
78,6.607035247510162,7.116222574090482
79,6.608860169954498,7.111005451218045
80,6.609045953359949,7.105188767222894
