,Nakuru,Kisumu
0,5.817918889704553,5.663050592336632
1,5.952827783894579,5.665145711442798
2,5.8149140715156005,5.632303455607044
3,5.81330760318416,5.658435682791919
4,5.804490381229515,5.650460467056651
5,5.808257938442922,5.6453157285155475
6,5.809124384947471,5.644411917069104
7,5.8149307154519505,5.661726557228723
8,5.664759169400631,5.662286980255242
9,5.655378637757975,5.655378637757975
10,5.648495052856374,5.650149312952401
11,5.740032636437907,5.645324684896288
12,5.736872287953763,5.642164336412144
13,5.792136561535243,5.792136561535243
14,5.791749730263689,5.791749730263689
15,5.790034499001399,5.700689398665549
16,5.79116715685274,5.637962998629512
17,5.733320098592375,5.6348541569084265
18,5.631754950138386,5.710523285267847
19,5.624883450128195,5.624883450128195
20,5.713323683938286,5.682552025271533
21,5.743774172496715,5.768359647969329
22,5.714778867125782,5.763139938819203
23,5.706784510899772,5.756721464185711
24,5.695780106457602,5.7460122319439355
25,5.681887239771205,5.725842173754239
26,5.718796031024982,5.718796031024982
27,6.018177580755495,5.846394202277281
28,6.070669087176049,6.070165435692222
29,6.05672993964002,6.057741573514864
30,5.991710855812071,6.045890772185865
31,6.135999480571325,6.089215612692157
32,6.1332110570663225,6.217219775604103
33,6.139219946114761,6.2257699620812135
34,6.0484778753471,6.230121695754557
35,6.051276038046907,6.234106630229812
36,5.948733006048405,6.236415078500186
37,6.050020259012001,6.050020259012001
38,5.938092164952554,5.940367478789689
39,5.952296109229553,5.832822456095262
40,5.954056454859652,5.838244418011139
41,5.838868489147492,5.838868489147492
42,5.9547313924847165,5.789942314452403
43,5.95588642298086,5.791097344948546
44,5.957042789115302,5.7086395710418545
45,6.063805154516606,5.70524108700508
46,5.836471692020788,5.700392527317466
47,6.048450743371156,5.690898990958889
48,5.936332087663777,5.684368097814075
49,5.9363307326786785,5.680491409799482
50,5.879830221345724,5.691082366106241
51,5.929388861474562,5.684141831656925
52,5.926970446599849,5.6772491363872915
53,5.894831007497779,5.67054198068604
54,5.8002721362758045,5.7977690060576865
55,5.80167979138275,5.8004367831431525
56,5.7981215105407165,5.795637037213054
57,5.800098106773262,5.664432241620108
58,5.915149965809983,5.663199000270156
59,5.921849922875261,5.670535494594354
60,5.9263453029559985,5.672169642394061
61,5.923690474859021,5.5193370956035475
62,5.863944341745999,5.339466838321893
63,5.800400509079656,5.330396879833921
64,5.787819960666048,5.57220467577263
65,5.65718560737662,5.576181823223533
66,5.661178635711002,5.512297429154828
67,5.66782598509604,5.513197636284299
68,5.796331122201078,5.50906930611186
69,5.648116296094692,5.497361205268572
70,5.647768927166013,5.4941026261324355
71,5.6489308343495415,5.492361773658002
72,5.648914721993819,5.497380728947945
73,5.648898609378483,5.493305968234323
74,5.654876311508777,5.5026258697830075
75,5.6514654163546005,5.4982612581313735
76,5.645262052600476,5.490638447723022
77,5.632775693106237,5.480054606088573
78,5.630281444205356,5.476130764378098
79,5.753828487639785,5.617958333492258
80,6.076667374731454,5.627142276829259
81,6.072849423572065,5.622291851820194
82,6.1586963643158334,5.754895150102365
83,6.101213747012686,5.611646995814282
84,6.04022427061924,5.71649165163099
85,6.065038661508886,5.811379566268726
86,6.192074318500116,5.812096736701151
87,5.882366632522318,5.813529536407596
88,5.814204585907329,5.813621665459461
89,5.810214935358393,5.810214935358393
90,5.809553913892397,5.810849444504627
91,5.720196323172665,5.815279771312942
92,5.428612709405602,5.809329647824573
