,Masindi,Kampala
0,6.177429259904277,5.916258313000828
1,6.1779149786102305,5.984397783085841
2,6.203216766657812,6.0087147913069865
3,6.179494764568006,5.992603814703873
4,6.130905644493703,5.928847986257203
5,6.194913668721518,6.000340059619703
6,6.193412836773711,5.998142305638953
7,6.179648720459842,5.986408941062014
8,6.182094873305326,6.059513895246804
9,6.177661241496442,6.206733056318419
10,6.178142286718774,6.178142286718774
11,6.226156343329002,5.931330274039128
12,6.221308394987518,5.971917235529052
13,6.213213755990568,6.038237994467524
14,6.194689712562842,6.135130873309249
15,6.173519819667611,6.18503626172917
16,6.140075824644642,6.245436340302469
17,6.133074570711704,6.303407971945689
18,6.142251262294685,6.426360802458954
19,6.134632646193144,6.424294917311788
20,6.264355423921132,6.46784330130732
21,6.379166142370841,6.438182518753147
22,6.372391869941915,6.456406483124705
23,6.393507427294286,6.433756537325549
24,6.449836239932684,6.444134157483775
25,6.442286155887745,6.411815898740327
26,6.438389706434408,6.6167693122360465
27,6.612455971419808,6.609154152421307
28,6.62002426828871,6.651157472929973
29,6.365989714413329,6.598349920832463
30,6.4527123174634795,6.528490626350559
31,6.6327158742379675,6.122483898456167
32,6.6342506833302615,6.177429919199405
33,6.62896068518407,6.219172051891497
34,6.627369672143493,6.221904564035328
35,6.620159360657688,6.21706955057843
36,6.618651356660965,6.260786644586643
37,6.58143835029827,6.25757878317172
38,6.570147672170397,6.0959569293486515
39,6.574369305791731,6.490122621510149
40,6.574019539333248,6.202083936018567
41,6.569954148308811,6.199259239942363
42,6.202077452308745,6.20072944042185
43,6.193168320476011,6.085991273891787
44,6.293222309231491,6.093007630923488
45,6.293192840298432,6.091974649613189
46,6.290808838020404,6.110455785799122
47,6.327872237746034,6.083188164709767
48,6.323362040091088,6.079821860869233
49,6.357025125107407,6.123893015909692
50,6.354629632783541,6.119565155834772
51,6.500475312463859,6.085738614760137
52,6.49934027686332,6.056185647326365
53,6.36684280483642,5.909885772883303
54,6.347147431183248,5.899323049235942
55,6.340348788783034,5.840267704300021
56,5.866086690823091,5.649097005083259
57,6.050321702162092,5.467431007872181
58,6.0338106882295675,5.628345580121404
59,6.264743092411093,5.526399935507779
60,6.259917808488924,5.689119464595366
61,6.266593901736292,5.69957371962666
62,6.2689769936693915,5.700318809555521
63,6.27462060814678,5.778881477414169
64,6.1471133046663935,5.824251725093439
65,6.096739339777794,5.860350561713563
66,6.049863413063866,5.798257397085895
67,6.094729404441977,5.789347754890795
68,6.099299003294265,5.865071969663276
69,6.107682547035447,5.870525719778315
70,6.105453272996156,5.948900478153654
71,6.285230565550589,5.856292101256782
72,6.280563749181227,5.783783672336026
73,6.292598102802026,5.841175693608735
74,6.308006842048808,5.9040897218658595
75,6.339744998025177,6.012072877856533
76,6.345481858979227,6.016729375660117
77,6.344497805944682,6.017236747212243
78,6.359873281253265,6.031614643169441
79,6.360684890580913,6.138397671441232
80,6.3623061357761745,5.917209673028302
81,6.032433588346935,5.706072661330043
82,6.033179779515269,5.706978502181697
83,6.0322279063702595,5.780334941770064
84,6.029250595280933,5.706477203017882
85,5.843278421313797,5.699239051090859
86,6.021947850459032,6.04807999073588
87,6.021978097700296,5.905718291584433
88,6.019977765593679,5.9037179594778175
89,6.025751556553039,5.842217143333874
90,6.020383092631721,5.9312467090679695
91,6.022370671925227,5.840858504086831
92,5.903282199176756,5.614840536866957
93,5.902977771961809,5.617571013347163
