,Kampala,Mbale
0,5.3845506511785395,5.380096300829159
1,5.1937148154921715,5.315108037028888
2,5.307425308138028,5.24560092612969
3,5.356531574440825,5.28347200357132
4,5.425347422518691,5.291061483717872
5,5.413154735328748,5.334696527843346
6,5.514758004367279,5.492372641406479
7,5.606639793091126,5.5871529054176285
8,5.606502980345127,5.55801951760426
9,5.518558680276081,5.518558680276081
10,5.4923782278421704,5.458544154826388
11,5.457606608016572,5.426834949349819
12,5.4244927860608865,5.404544618028637
13,5.470758335460079,5.454821743197266
14,5.627181973628433,5.529090150862232
15,5.554465747867358,5.532587026491551
16,5.605005513884532,5.554161960903257
17,5.694206580903874,5.6617284787816615
18,5.758867694182038,5.73312151298501
19,5.823641598941343,5.757206829097955
20,5.769210964269688,5.732843320098814
21,5.587818608667763,5.704078414783624
22,5.7164555007664255,5.685238653062714
23,5.687172586241856,5.687940930497865
24,5.682328731918932,5.722318971851242
25,5.8162156113416374,5.874231226657774
26,5.970263159670798,5.999119475863482
27,5.950101940264485,5.996356259907167
28,5.959476692203088,5.991297558814167
29,5.967570824954286,5.983435180334269
30,6.011498977321014,6.022404210803276
31,6.04907800364661,5.938288464858283
32,6.40700251050163,5.629472606775861
33,5.343673231661951,5.373399411927151
34,5.372561740665815,5.372561740665815
35,5.366831366827636,5.368581761113166
36,5.423792202869158,5.526976439104388
37,5.621333221193991,5.567445339952891
38,5.489861762984013,5.467556005469715
39,5.340009551229958,5.294200015198664
40,5.281513535114885,5.399799209635835
41,5.20226833320351,5.221686419060612
42,5.218853721469302,5.151747804826485
43,5.1489231087502825,5.147636934939538
44,5.222295398136079,5.1529607047350146
45,5.209309680112678,5.138928883350879
46,5.112512658376181,5.149262200584922
47,5.117816535418485,5.149232731651864
48,5.272618116662868,5.144268082780344
49,5.15217261741026,5.139302426889725
50,5.059852699520237,5.132759470328324
51,5.1672225983747015,5.126191201696839
52,5.123795709372973,5.123795709372973
53,5.039616508713424,5.039616508713424
54,5.111724038485514,5.106418986255821
55,5.112569262035685,5.088471710456624
56,5.115661861135165,5.072644476051474
57,5.108205107490402,5.067713746135665
58,4.615789814822916,4.852632210495289
59,4.549307094916364,4.576458083982315
60,4.653708297357598,4.603064564538843
61,4.594578261602748,4.637137876021543
62,4.56091921874176,4.630512510540956
63,4.615308879366691,4.562665145881269
64,4.802639924875964,4.74422916271955
65,4.9483758808064,4.752465479950549
66,5.037327715400159,4.943140500340458
67,5.05496052587285,4.944059829839408
68,5.014513321173723,4.949208222765956
69,5.096200574330849,5.127453117834954
70,5.15898161919944,5.131306897043219
71,5.10420593332871,5.135136234020068
72,5.326166783174299,5.279048860197229
73,5.311310720839797,5.289896626335981
74,5.1011077916433765,5.286030130137388
75,5.369189903159008,5.27784012457078
76,5.615633954984768,5.61253317730652
77,5.607646730880788,5.609203151428446
78,5.523688078347364,5.6081538451375605
