,Kabale,Ruhengeri
0,6.072279499314158,6.503047143580043
1,6.067697260503449,6.483406056824133
2,6.052711818346197,6.4580201100520975
3,6.006359077614527,6.462072303071183
4,6.024352513018453,6.48201783347946
5,6.064285957152308,6.4709955425833625
6,6.066660349312275,6.488166369510057
7,6.069029117085975,6.463807508104889
8,6.054682991384673,6.458447379181679
9,6.057291672110086,6.447350931226407
10,6.177661241496442,6.438136821836177
11,6.177163334119791,6.423036955170153
12,5.9015906574466666,6.3690115594171015
13,5.897671645539842,6.356456231886373
14,6.023680066591198,6.331652474601729
15,6.075009143130266,6.559723141484033
16,6.174484605077709,6.555754696735026
17,6.243649029728372,6.553229528387629
18,6.286515678381184,6.551947251484816
19,6.340593980701529,6.553847944347396
20,6.337553263857171,6.517081920501789
21,6.46359099156879,6.52435274132019
22,6.441080021685786,6.5315710786715595
23,6.456051432526265,6.522127577269562
24,6.4534669048607585,6.522183161762407
25,6.485442095386898,6.5201018861253015
26,6.481520610117915,6.515515485816363
27,6.496402150654273,6.518057033817434
28,6.507661339637742,6.521250074688369
29,6.439371961912164,6.526788713120543
30,6.446388484045408,6.528241392978615
31,6.452357644645433,6.527121795876571
32,6.450869264021452,6.270001764617799
33,6.367671386946217,6.269718449715492
34,6.270711842117877,6.2661675203830525
35,6.221904564035328,6.4379223878830025
36,6.310436724590128,6.430693375926778
37,6.262485880339603,6.423847100351146
38,6.422139918961293,6.4156784521236645
39,6.418592104610791,6.418378881990462
40,6.201764187855715,6.428153102377929
41,6.249502828118477,6.442110231792247
42,6.247535397418392,6.447115653821153
43,6.249862128999495,6.446658961568394
44,6.085991273891787,6.44550278363884
45,6.094010137273113,6.66639972299033
46,6.094982170677143,6.665556242267333
47,6.116338155702188,6.653528021350251
48,6.09620787791807,6.647125655227941
49,6.0788112493633095,6.567165796597321
50,6.174703568313453,6.556607222265402
51,6.172308075989587,6.552153935329803
52,6.164398515114918,6.545299083577082
53,6.161546162984192,6.577327017651522
54,5.980069829740408,6.581307349783808
55,5.884794948673032,6.588628186049293
56,5.774541030599691,6.443662159889547
57,5.649097005083259,6.30853676777172
58,5.647919383584474,6.215869930156011
59,5.628345580121404,6.216417855764743
60,5.435020376845396,6.221521898296405
61,5.521269940409946,6.223895348136615
62,5.529888746837217,6.558875204169727
63,5.530633836766078,6.558483377216077
64,5.665766672976337,6.3133790251117405
65,5.754070716556787,6.31920672423058
66,5.7913576902266115,6.32505006800594
67,5.8667251963633555,6.357588311440344
68,5.859574432826674,6.354537327342481
69,5.864459412216863,6.402870006198416
70,5.870525719778315,6.228662758230336
71,5.934202644317961,6.305736287337746
72,5.921674860519634,6.293313736597789
73,5.8524256050581895,6.311894659943936
74,5.841175693608735,6.359232513843745
75,5.933806194194336,6.354311257207092
76,6.012072877856533,6.34346772741762
77,6.014656836058145,6.365224448873203
78,6.017236747212243,6.372879909203983
79,6.027516276777158,6.338091346842648
80,6.029588666448613,6.26279948004413
81,6.033720605727233,6.1915422473988455
82,6.031416811441848,6.181631142572043
83,6.033179779515269,6.1700700639371195
84,6.0322279063702595,6.16846996068873
85,6.029250595280933,6.168585027892757
86,5.840836417658244,6.149723470608057
87,5.839218878707314,6.114116662344021
88,5.839656540906341,6.208614611052379
89,5.837656208799724,6.1950563117216415
90,5.842217143333874,6.171024132620832
91,5.869442146111687,6.146400156533514
92,5.871924323661721,6.138014488237756
93,5.696518567881224,6.21544223691667
94,5.696214140666276,6.216882961569769
