,Gulu,Lira
0,6.63742557096418,6.569405482771316
1,6.6359067418606585,6.700593093584647
2,6.633104990735414,6.564534684224114
3,6.7202750991338664,6.55597204784259
4,6.777820977917114,6.6167693122360465
5,6.849112839658562,6.661574292137124
6,6.856444448949938,6.516054988073409
7,6.628769372175225,6.321415188976355
8,6.530132932517029,6.278021149535216
9,6.430361259800325,6.323424317453331
10,6.278759872152746,6.367155657177179
11,6.444196397275872,6.363348068111329
12,6.445048115349538,6.361975912353549
13,6.7012076907590705,6.3579139951856405
14,6.771612268352634,6.395805026332744
15,6.429339374104147,6.392812303866773
16,6.601155528620824,6.293525715563299
17,6.605574040149937,6.295145251786876
18,6.425587134882059,6.203880881695268
19,6.42168310788618,6.223249728579018
20,6.425310806505688,6.296693428683594
21,6.413767803545446,6.286661969353938
22,6.498138346786436,6.338173697093758
23,6.498108877853377,6.338144228160699
24,6.495055755443325,6.455460139358731
25,6.488653272817931,6.487981003885049
26,6.588220298977612,6.483939259878529
27,6.5795568685102115,6.644707197559189
28,6.577161376186345,6.60739326454471
29,6.569248427879165,6.5686328538369505
30,6.568245077541285,6.30130810535935
31,6.369104396452477,6.038338737864384
32,6.118613031234162,6.017106084892325
33,6.137446524289059,6.010643726556405
34,6.151915194625549,5.996681677659459
35,6.156908459543163,6.051343674657786
36,6.14165259473878,6.038973322308375
37,6.347928282715931,6.128167557405342
38,6.348919599603384,6.121431822739718
39,6.349909934754797,6.175700184496219
40,6.13052352383944,6.0276661383997325
41,6.135021518959832,5.972722878040985
42,6.145259736017071,5.9813210498236495
43,6.148032634165344,6.148032634165344
44,6.154407268815136,6.154407268815136
45,6.152356520387329,6.242174275402044
46,6.150301557746637,6.290943887549103
47,6.382081004284449,6.297652324667658
48,6.379122069505014,6.337387249727399
49,6.368100043372883,6.366626203754583
50,6.363496898890518,6.403227657108837
51,6.533084483917533,6.470444201289956
52,6.53006537426874,6.463373999770067
53,6.6778210842283645,6.5282893502574
54,6.681528201215808,6.493439246185936
55,6.526819362738636,6.403189041096826
56,6.514317118592487,6.468615407132018
57,6.475844267099233,6.363039004991827
58,6.436542764043963,6.398515368454724
59,6.624110394907356,6.51024344817173
60,6.639283419377243,6.5450757755170175
61,6.635017531270527,6.471228222605499
62,6.597910685524423,6.466997095441979
63,6.596293146573491,6.532366059267259
64,6.624782415679608,6.531583465061057
65,6.627221602518357,6.564379684893274
66,6.537183057344531,6.467584308832078
67,6.5939690076751125,6.495450023834003
68,6.628322432060773,6.532791355414375
69,6.686757195071878,6.685716070563467
70,6.700915829884485,6.68645276785693
