,Eldoret,Tororo
0,5.791017958218954,5.380096300829159
1,5.8041062257760805,5.440210694952086
2,5.834943353391172,5.496915354410596
3,5.850807575439375,5.4923331155998865
4,5.873096704586412,5.745240071819211
5,5.962614146993543,5.709080380694847
6,5.83770019455193,5.549749753989781
7,5.77287877254411,5.558112752196465
8,5.740032636437907,5.558939057898939
9,5.76654805609988,5.831958815207664
10,5.76249940864602,5.832478206686689
11,5.748074666761027,5.423705056340891
12,5.761130752819049,5.422411619857062
13,5.732670950171132,5.4159222635835285
14,5.7592378765961625,5.494131465841262
15,5.784959108361613,5.519599830964739
16,5.8066511437122,5.552361780399109
17,5.801029264357392,5.580410132276577
18,5.796530524936025,5.5540732815360245
19,5.844172582227764,5.544493151148241
20,5.86522888560173,5.554071012816001
21,5.774423233776715,5.72891973731553
22,5.757408639722073,5.726895565763109
23,5.8534185312318385,5.72931576756422
24,5.845122746289084,5.722318971851242
25,5.858293137077639,5.719024469005042
26,5.887280644250899,5.790922231014981
27,5.928171121944518,5.863462419105324
28,5.91008200237439,5.910368925640306
29,5.933769618058902,5.952030943892073
30,5.9740928864708565,5.9926827055215375
31,5.989883711081047,5.939471197107332
32,6.009690004268804,5.801237833304102
33,6.073295728690168,5.251160858481973
34,6.029379691364929,5.429487677461824
35,6.023203484368838,5.425681877812573
36,6.06556446453141,5.423792202869158
37,6.059360599142846,5.414996788196163
38,6.060996296341867,5.442816399293959
39,6.079294115126479,5.411983050855047
40,6.042708817639776,5.398793679133816
41,6.022856007684874,5.283441623247333
42,5.981218563507332,5.286242743374279
43,5.974129419654204,5.28116832756406
44,5.997049812150177,5.287132917631387
45,5.9807838502346105,5.277331206209998
46,5.959756232188734,5.378572266814796
47,6.06155848236434,5.402835490450782
48,6.080973792620386,5.396443466775215
49,5.993877811595779,5.390040984149822
50,5.946696547966754,5.2688916446529035
51,5.982593693069759,5.050067506224038
52,5.963080083016065,5.123795709372973
53,5.978165869373074,5.116156585835759
54,6.0242361882539806,5.114366047948352
55,5.958729846514008,5.093877129023532
56,5.996751231048378,4.736172239430261
57,5.958059278445527,4.726270496792432
58,5.927021960450024,4.767474402154981
59,5.947411942186758,4.770614098423273
60,5.908133208882538,4.751633834527906
61,5.8906584068911645,4.743747611079802
62,5.869317746357778,4.514828111541494
63,5.896353268839313,4.530625792136653
64,5.885798596994018,4.74422916271955
65,5.890149877418732,4.8450582667783735
66,5.734641646343284,4.943140500340458
67,5.755162258973262,4.944059829839408
68,5.85511987255014,4.7681129076952455
69,5.836734811944047,5.019239533194721
70,5.854013175700994,5.131306897043219
71,5.910303368174112,5.145237330006572
72,5.925561294842738,5.300741684808489
73,5.8983086283895005,5.289896626335981
74,5.949016025755864,5.223509773156054
75,5.946134393623834,5.273482819201824
76,5.975209480270325,5.271703635316351
77,5.98253617298053,5.760461405165304
78,6.016759956921022,5.691784644209972
79,5.979533842487524,5.866702707855173
80,6.0074873905482375,5.45602325136114
