,Ruhengeri,Kigali
0,6.813521055164761,6.842570399600188
1,6.810748082922316,6.8437122584612915
2,6.790431092119046,6.8007769508038365
3,6.765571627177055,6.820810357484784
4,6.779237455066693,6.82736972891808
5,6.792719043066423,6.814019102862512
6,6.798544539692396,6.826507321767071
7,6.821736316210255,6.84191811374304
8,6.7911934211890586,6.8202575541329695
9,6.805207369387469,6.833728877493803
10,6.792370396876302,6.800279744726102
11,6.861092994156332,6.793554642890417
12,6.813201935145533,6.7719535922922365
13,6.802872318444153,6.758000564266977
14,6.78904322653777,6.7212658919704715
15,6.768226647180095,6.703479117785936
16,6.762050781454818,6.785334422519099
17,6.736856110620549,6.755766141787966
18,6.792533393429326,6.717248302801321
19,6.8110443112941885,6.664910991817286
20,6.810413684426482,6.707201397306945
21,6.809377056711561,6.697095349804479
22,6.810479038787743,6.733867281623032
23,6.811583308225625,6.700814450558537
24,6.805929147388593,6.689723586846337
25,6.800242835141403,6.6743567134837765
26,6.848428079655556,6.665923941155782
27,6.847954797375551,6.672779681960333
28,6.845384689993779,6.655045597540877
29,6.841007786991967,6.71684369048589
30,6.843339265348304,6.708700849526039
31,6.846374027923991,6.729047404872518
32,6.852737401657419,6.740156270879217
33,6.853417162565521,6.736950255393017
34,6.854164942208932,6.762441001500652
35,6.858107532387714,6.738670896924738
36,6.8576869493303585,6.740386751634418
37,6.853863218306122,6.73126419226331
38,6.848732973604506,6.726288454889494
39,6.836158484034943,6.717691219819535
40,6.828856108109329,6.710844944243903
41,6.820229900963154,6.700960386272553
42,6.8233815623447205,6.708831039316058
43,6.833153202340072,6.711642296569674
44,6.847343831622957,6.729792304244028
45,6.852580761929317,6.733138989151593
46,6.851658411926584,6.746142628820267
47,6.805668132517342,6.793398039925528
48,6.805091157745374,6.733451860868217
49,6.8045167566006155,6.753683690801384
50,6.8359432593471405,6.717750303619431
51,6.829728545544641,6.735917475924561
52,6.817473276852352,6.703561440821989
53,6.807652905583659,6.689987454735453
54,6.710613852196878,6.665763286031526
55,6.703079531454919,6.6779209718187635
56,6.730464012647935,6.684282006142507
57,6.773753335714742,6.678394254959284
58,6.815897885274675,6.693929633217189
59,6.820153170268654,6.6977144406677915
60,6.8146565005002975,6.69238226240041
61,6.809158933198022,6.686515476616472
62,6.806864602037824,6.683849687622107
63,6.796921553933091,6.679018664498173
64,6.827230029427219,6.687468087052061
65,6.813598416771321,6.692713863657936
66,6.810071778101436,6.692168888666519
67,6.807959666693399,6.6905378374704165
68,6.812208833519188,6.69153143983644
69,6.817439060212475,6.699595868752542
70,6.8355631349145005,6.695801192539341
71,6.830828488019258,6.693082555814008
72,6.809306459696213,6.693099850728996
73,6.7872859902530065,6.692571462208575
74,6.776335923355868,6.680529095912827
75,6.763516390622766,6.667509450724559
76,6.8760581790826185,6.654462786874487
77,6.870501498290906,6.646914586295526
78,6.862767211617764,6.6416234387724655
79,6.852355510523528,6.629659486627841
80,6.851404835019904,6.630052596320832
81,6.851349769330533,6.628206218016323
82,6.849216775737552,6.62539853644093
83,6.782376834188294,6.638285027847643
84,6.633588287510623,6.663570276675353
85,6.593910587099939,6.654302151366751
86,6.579529471221743,6.640288078433971
87,6.5716571634839,6.632482985797308
88,6.563257642718898,6.623647077140293
89,6.544967024644683,6.602632666494492
90,6.52531244516117,6.577633782360149
91,6.520605123980702,6.5815348357162815
92,6.5365525369873305,6.5973111441995576
93,6.528800562976612,6.576537734978924
94,6.520988026077239,6.581270989480428
95,6.50794577195153,6.569050750613709
96,6.5031243093684505,6.564022491575047
97,6.50014577425938,6.560668443687492
