,Kampala,Mbale
0,6.797703299801299,6.76639066194905
1,6.767859774885162,6.734175636730581
2,6.777904312992352,6.700888158736531
3,6.768072718295499,6.696305919925822
4,6.79728365343428,6.747314433444672
5,6.801450297836939,6.749458388940976
6,6.854761481672814,6.757988539003953
7,6.730229919679549,6.762637890145943
8,6.691881727850796,6.760519296438291
9,6.71369716557516,6.746150910424898
10,6.68255771003577,6.715923403879571
11,6.6585445086473545,6.676617289707049
12,6.673387277778334,6.676364356488018
13,6.669579553199765,6.6686852320788965
14,6.715641890832526,6.697623385329846
15,6.711029309676086,6.692853496253145
16,6.751729402537795,6.735580153255599
17,6.732031854731596,6.717010709988137
18,6.5989813912322735,6.650901448410633
19,6.6429563529729885,6.642807243899425
20,6.6996863311358,6.648837711772252
21,6.678983140193819,6.711791512623095
22,6.6590830115524895,6.710872678054119
23,6.661833739512934,6.709960773684591
24,6.695677712426985,6.791406974447403
25,6.775205768889622,6.791408202813523
26,6.822795777635917,6.867779438137442
27,6.81420691896807,6.861353697393771
28,6.830170769542119,6.85805959884089
29,6.833619739863409,6.899838328598852
30,6.815215125447011,6.907855494294352
31,6.792577888072415,6.9176373326995755
32,6.7891845540846925,6.92138527452351
33,6.802313314191814,6.787544980142807
34,6.816522870817105,6.787724085786558
35,6.8412752096780824,6.836934715764452
36,6.823338291654072,6.836416705240865
37,6.828931407134244,6.774140160250103
38,6.839175547029991,6.772632156253379
39,6.8238649008539705,6.7690856058741335
40,6.757549329050427,6.757807827177755
41,6.746775490723683,6.733214621992752
42,6.776112319585729,6.6702873847601545
43,6.7724008178518655,6.669712408417967
44,6.79121031440766,6.673427278751277
45,6.779138454451733,6.750447961988804
46,6.7579266180726325,6.813851933094103
47,6.757639184479301,6.812846378187989
48,6.754222657587084,6.808507341074157
49,6.747703532595385,6.803189271207565
50,6.744018639932947,6.800368015617292
51,6.829033623992183,6.867850748873399
52,6.839666860321264,6.864537404259304
53,6.832085953122172,6.8575456956748635
54,6.868029940388789,6.777732302408008
55,6.836374624684397,6.754796997292776
56,6.749535613786933,6.738691200772804
57,6.7365115042288854,6.710208041436984
58,6.68820240082643,6.711795988525156
59,6.6882933447007735,6.657572333049655
60,6.673537436235919,6.669982120033642
61,6.702152937991156,6.684830719386799
62,6.708640164237795,6.622178441338406
63,6.768362238389773,6.62735883092655
64,6.784374800449423,6.630387026869979
65,6.788292340766275,6.6356833059358165
66,6.760294935069912,6.551343082166565
67,6.7632182732555775,6.553497742273509
68,6.795680491078833,6.559872376923301
69,6.788850769199765,6.708808061526229
70,6.790991638143216,6.711231924548906
71,6.611187775945774,6.71678028325294
72,6.603141149840569,6.716636515704671
73,6.624840730862728,6.73196556785697
74,6.641552832590525,6.782866365657102
75,6.678166016494928,6.772208707220093
76,6.751718982421796,6.766029614012011
77,6.748201880990163,6.760818003799332
78,6.748460022259219,6.761816639324294
