,Nakuru,Nairobi
0,6.269643121194631,6.453865457880394
1,6.271738240300797,6.453298472352992
2,6.1775682141919575,6.460715131478347
3,6.065022496009283,6.447810895446418
4,6.163987426248881,6.429808608959609
5,6.2555229799993395,6.432925990142166
6,6.164652539769697,6.21768879223459
7,6.266657541376189,6.1302804606328944
8,6.269322468996456,6.068851593696824
9,6.260913208783499,6.061394558328427
10,6.255232722228788,6.053960160964539
11,6.338471865456233,6.049685430661399
12,6.33448335957486,6.047629444520308
13,6.408322700959061,6.045032517901609
14,6.411774645994671,6.042985016444914
15,6.346797217954415,6.040715615038211
16,6.409113110531074,6.041218161086874
17,6.406004268809988,6.038109319365788
18,6.402905062039947,6.035010112595748
19,6.39935031465575,6.03145536521155
20,6.225965838630675,6.025698368980438
21,6.220344771712386,6.019674076250235
22,6.45054822271013,6.013659264887592
23,6.4495104143997155,6.006442774398269
24,6.439159412503881,6.019180261511463
25,6.491377814802274,5.992904959003284
26,6.48015945940407,6.013006962359227
27,6.475256959020295,6.284362171515853
28,6.492448857128271,6.286332567224342
29,6.527492390219751,6.241073741814742
30,6.513609846560578,6.2926874606843874
31,6.733790312209459,6.347440474258508
32,6.827280321601237,6.3482033961498265
33,6.832367126674707,6.512817315374903
34,6.51886252955458,6.607512774506386
35,6.523060158669789,6.570821173612569
36,6.523459192397635,6.583520571422768
37,6.51976849303224,6.521044817391844
38,6.449373265838694,6.490850783161839
39,6.588682253264534,6.526603953200421
40,6.647203635419596,6.591569359577223
41,6.649234530454639,6.397758850863217
42,6.530095537388278,6.342658879927553
43,6.533480223211691,6.369631593449638
44,6.651323114272416,6.398875541394341
45,6.6509140830322275,6.368116483939922
46,6.616683259191621,6.495651511948429
47,6.636010161368536,6.357377924436673
48,6.5428810290214185,6.317256086855823
49,6.6260861632375025,6.332725483816878
50,6.571196457534675,6.358103242073966
51,6.5048931310893465,6.47934895804192
52,6.47051388598808,6.429551372752986
53,6.457837637091864,6.201102145321219
54,6.493245287333208,6.279078734858332
55,6.491488023834004,6.2835597947718185
56,6.465465369464242,6.15823870093949
57,6.43717092672199,6.499832687846701
58,6.436294272020863,6.366634955990751
59,6.432990418353861,6.474909100240721
60,6.429675613045191,6.49853523115064
61,6.417267898358417,6.488495407646785
62,6.41855687214752,6.489969424879569
63,6.4225499004819016,6.493962453213951
64,6.42881924802643,6.425466915017677
65,6.424351125843935,6.480611873555382
66,6.411615967657628,6.477342641357958
67,6.4090365056953,6.408357388521492
68,6.431649536576872,6.475518823721275
69,6.475397051066472,6.535353843673951
70,6.418251928983971,6.452242129212523
71,6.41322660876446,6.41322660876446
72,6.407591212060947,6.47229517285478
73,6.395011114949591,6.459633077198647
74,6.3234286247653015,6.480432373574967
75,6.313983213879818,6.446346539522169
76,6.387003774771569,6.37428180874592
77,6.383004351875905,6.4462920911118236
78,6.381673373869312,6.427890515225002
79,6.366455302461724,6.436527977286944
80,6.351002057865671,6.414684047901625
81,6.252205775936364,6.691824166369745
82,6.282418809701479,6.619727341583642
83,6.319020384118148,6.607407426637899
84,6.2794359986692605,6.6045325069712995
85,6.296659512544104,6.604461555077824
86,6.274654045926108,6.601217905922097
87,6.273126652807842,6.599281922458123
88,6.12692720928323,6.607869104928533
89,6.130131227149029,6.610584272269105
90,6.128281615454731,6.609132242999927
91,6.1304956853001045,6.606325381795201
92,6.126025836353637,6.587843881012934
93,6.127925118388319,6.566662998538702
94,6.1264923411749175,6.5858497995202985
95,6.121759889965547,6.582344297294791
