,Soroti,Kampala
0,5.635845373847415,5.726010375083201
1,5.632550871001215,5.720502665874353
2,5.791608808453554,5.811989948718504
3,5.862824867282645,5.790089578940895
4,5.927802490107859,5.958899158256917
5,5.919009075587126,6.102029828334253
6,5.822576736495707,6.109099196459389
7,5.7967794350841455,6.033060576314948
8,5.630280035160463,5.798513035977917
9,5.430325348723161,5.676134973936596
10,5.407508770743049,5.719883455785202
11,5.30802271951776,5.623736305825427
12,5.366866266073148,5.528757383475383
13,5.383759991607632,5.6189089775824845
14,5.41348878419944,5.7011708566512205
15,5.324971673865417,5.5896642280924995
16,5.342936347741292,5.600378535003355
17,5.289075440965589,5.4036072545508675
18,5.154315200331731,5.508936755458621
19,5.076987976957607,5.400951363887112
20,5.1529607047350146,5.405414085303052
21,5.214152304588466,5.341019025467256
22,5.149262200584922,5.398856937986302
23,4.993362360945079,5.398827469053243
24,5.187258267711711,5.501201391272897
25,5.179917146043915,5.331933353342541
26,5.178569006359618,5.3284461754094945
27,5.126191201696839,5.320655145316519
28,5.047672013900172,5.37278049187107
29,5.039616508713424,5.307211822598467
30,5.111724038485514,5.245255431110037
31,5.029877546190572,5.225047245462376
32,4.831482419234586,4.918493796224216
33,4.829302722690667,4.922703897779067
34,4.767474402154981,5.235160533260355
35,4.770614098423273,5.110232640733851
36,4.649584580173736,5.090235997406944
37,4.637137876021543,4.840078720018234
38,4.630512510540956,4.734190940015797
39,4.6322584376804645,4.743484072790689
40,4.8908326369114254,4.837486656206132
41,4.898050796918883,4.929799495233464
42,4.89896928202732,5.097291180167716
43,4.853675768371139,5.098210509666667
44,4.862754414789935,4.949208222765956
45,4.901099290890496,5.167659538312995
46,5.029341970386531,5.267067944995011
47,5.109427877309861,5.302970958847781
48,5.1775794000323705,5.359091567870766
49,5.165598909658404,5.344647141107389
50,5.193098072738031,5.340780644908796
51,5.210398843775247,5.3849382601271465
52,5.269517842096371,5.40823271379379
53,5.265551236705213,5.864484127981471
54,5.523688078347364,5.834407818866163
55,5.322017027050325,5.867905353820933
56,5.532984292497268,5.700038377160435
