,Lira,Masindi
0,5.366612950491872,5.275479556124178
1,5.30793631125862,5.112551408384965
2,5.24560092612969,5.193232940612374
3,5.261221394636499,5.262470614036932
4,5.261647598511579,5.291061483717872
5,5.310124528397276,5.3013633293406315
6,5.483474905986613,5.488427863115462
7,5.558112752196465,5.501279277433299
8,5.56077560570624,5.500265656213766
9,5.544043778281912,5.485513885498625
10,5.461575991408508,5.4884566541889885
11,5.424749442858798,5.453558019490573
12,5.430710422671757,5.35787309871949
13,5.446757183360536,5.351244553914868
14,5.495092542320812,5.47078410184427
15,5.462935610364402,5.462935610364402
16,5.498694879390385,5.445999762404194
17,5.566337780437899,5.546659148996874
18,5.645161305019418,5.552289159742523
19,5.666441619783687,5.544493151148241
20,5.648656233870946,5.549632479119975
21,5.641164589373055,5.54674686835175
22,5.687556151203077,5.595701695395968
23,5.643174916628158,5.642371381028475
24,5.680787899564776,5.635845373847415
25,5.773714355301663,5.675177687462979
26,5.934618135666965,5.868849431235698
27,5.933007506905185,5.897916187093915
28,6.026466018286832,5.893859837756065
29,6.043960600722122,5.886718728325191
30,5.989325119826692,5.959743895809117
31,5.995775555775965,6.00134660082542
32,5.718299781702108,6.005981854153889
33,5.377574783337632,5.535290529329386
34,5.319578698236347,5.312198590938724
35,5.309136925761163,5.368581761113166
36,5.423792202869158,5.368956130992608
37,5.437557823581809,5.41895718941226
38,5.41348878419944,5.3563303703594904
39,5.294200015198664,5.294200015198664
40,5.281513535114885,5.280381673081202
41,5.254786367486957,5.1520064984226215
42,5.154315200331731,5.074272492658195
43,5.120237960751424,5.074221723464717
44,5.1529607047350146,5.078458177437094
45,5.138928883350879,5.068819317163852
46,5.149262200584922,5.074360892411804
47,5.090860725429956,5.149232731651864
48,5.211709363575876,5.146848729373835
49,5.172426474314758,5.139302426889725
50,5.068220949190753,5.132759470328324
51,5.075173427355114,5.126191201696839
52,5.058908087167098,5.123795709372973
53,5.001985440495777,5.116156585835759
54,5.0517605737179565,5.111724038485514
55,5.024113841473822,5.093877129023532
56,5.03912178401283,5.072644476051474
57,4.999311019251264,5.067713746135665
58,4.544330850840772,4.544330850840772
59,4.549307094916364,4.492688200916857
60,4.649584580173736,4.478766847861266
61,4.607183514384922,4.464766650080757
62,4.516574038681002,4.516574038681002
63,4.705910298417414,4.641371777279842
64,4.8450582667783735,4.752465479950549
65,4.955410592932272,4.760818943546503
66,4.912709299955332,4.853675768371139
67,4.86609331605545,4.86609331605545
68,5.0220926021771275,4.942049894503591
69,5.126191796376449,4.946942438619464
70,5.042107713210414,5.033716055574165
71,5.300741684808489,5.23877496105929
72,5.24564161733194,5.227376269354647
73,5.09063649177608,5.223509773156054
74,5.369189903159008,5.303592620673194
75,5.528341086086172,5.5467516479293515
76,5.526565062074832,5.564680694997345
77,5.520292489346226,5.520292489346226
78,5.500180573695616,5.4791271644977835
79,5.572593430592314,5.539695727085255
80,5.557937156774589,5.4441263027399
81,5.086228299901257,5.086228299901257
82,4.899548464547578,5.075033286849828
83,5.280730842748038,5.223319935534699
84,5.387498123844186,5.393261828560937
85,5.4181082421263,5.387802892630971
86,5.481495533484364,5.481495533484364
87,5.482981596967608,5.527281855864189
88,5.528609313850247,5.531926066476241
89,5.531620811359218,5.534926599493717
90,5.6047138143493145,5.613902240403721
91,5.128102852138509,5.133041133779092
92,5.207854515918085,5.207854515918085
93,5.269516812452338,5.269516812452338
