,Kamembe,Kigali
0,6.346257022997133,6.440075778214787
1,6.255188069320304,6.463288771472494
2,6.154823380945268,6.442049560979761
3,6.159742208330838,6.462544947443345
4,6.042773208624642,6.403458646909942
5,6.043120302970567,6.41471937139723
6,6.0444959670451395,6.475176050086961
7,6.043398828931567,6.446638099291727
8,6.100006126870855,6.459817760557138
9,6.256489932812973,6.438948204351826
10,6.248098183886897,6.430693375926778
11,6.338202777573049,6.422478174743804
12,6.411904215356539,6.414993285944068
13,6.421148966864277,6.445740370001599
14,6.140935821940094,6.451586290392824
15,6.153501804480335,6.469509205980361
16,6.159666166554744,6.474646642455611
17,6.039446517702006,6.478276715555951
18,6.040736731833174,6.478518161893035
19,5.903780169615618,6.478694573112903
20,5.895246995341916,6.457100498300085
21,5.891147034475059,6.395930343785088
22,5.8858695278639335,6.335332305585795
23,5.874018616037375,6.306490925556851
24,5.862250120202743,6.18968824395645
25,5.911991483655146,6.2245899073714615
26,5.850939046591927,6.211731714648499
27,5.857831007394825,6.241209328100147
28,5.85133137678565,6.117567405851823
29,5.715401469812731,6.188758733831661
30,5.714933967524803,6.066910390681981
31,5.724966553248536,6.053190075962875
32,5.7180867368032,5.988006352915141
33,5.798460661882215,5.990702507062162
34,5.699267578706793,6.048587957805855
35,5.828634410202692,6.111864964969682
36,5.863882437112367,6.117110741575557
37,5.8653361966561315,6.117882910983303
38,6.114812486133453,6.114812486133453
39,6.116167294932878,6.117133012052837
40,6.126214957168272,6.10092178002919
41,6.1175342879778185,6.153694269392262
42,5.874081712383829,6.190398089631717
43,5.806886574092119,6.058201002373025
44,5.783351741574972,6.124458980700333
45,5.853069577745288,6.17333983979022
46,5.842238117237573,6.17692304328469
47,5.830464123861751,6.1851219213777435
48,5.95376740573558,6.272019544272039
49,6.1696200310578195,6.1696200310578195
50,6.254762640460417,6.196981814994793
51,6.077542376421421,6.199957793106037
52,5.959423476330518,6.157305325363597
53,5.93112586335925,6.156069595177607
