,Nairobi,Machakos
0,6.976395953810355,7.203495633283781
1,6.9644286955730585,7.051440072562689
2,6.969037625026219,7.015992517815172
3,6.872958698013008,6.9586365192124084
4,6.891196321007663,6.949589746913631
5,6.850134914610164,6.944983520439066
6,6.849735160492912,6.847708817347679
7,6.8645397490665605,6.865036890513538
8,6.915992455889184,6.867249393766345
9,6.955187404001223,6.860012380640688
10,6.948831064537871,6.85577364531681
11,6.944306600230055,6.943402849603698
12,6.942049186344503,6.942049186344503
13,6.946164689344923,6.938045564906418
14,6.9462269934952445,6.936089831272608
15,6.943163750346061,6.934130265248393
16,6.9450421241959,6.9351365952064965
17,6.941933282474813,6.932488370885018
18,6.9386100362728955,6.929833114845796
19,6.934382869273539,7.012008031304075
20,6.927921658868566,7.005973144572913
21,6.92254178779225,7.000503329261961
22,6.916948244452567,6.906970837420569
23,6.909702542280784,6.900615701018805
24,6.912848604823,6.891995627987074
25,6.879978348189089,6.86165474610844
26,6.813519155821566,6.866175378769005
27,6.742404429030368,6.8576485135248175
28,6.7434696858768275,6.857018578914012
29,6.7309748971348045,6.846520602884505
30,6.937123713238327,6.834947252322877
31,6.723580933077895,6.917465278108666
32,6.862594086080313,6.913753919605064
33,6.918917142641159,6.918917142641159
34,6.734997450714313,6.988866158800316
35,6.764585191897196,6.840473727891594
36,6.839996602265405,6.842550882070501
37,6.847582666910338,6.838570474197825
38,6.7840875178290085,6.737567502194116
39,6.826732031130862,6.88777101187092
40,6.8919829141380236,6.851544882626548
41,6.716442261281928,6.448058883581744
42,6.820726764022079,6.454081647763497
43,6.8266658924364245,6.44111094428759
44,6.795454701147532,6.438242399317682
45,6.65984862004232,6.6603725917598355
46,6.659054816764169,6.585838074161033
47,6.360634965102319,6.2835597947718185
48,6.365110227145485,6.248752708480322
49,6.499832687846701,6.210688474142265
50,6.438290944897186,6.139913583328657
51,6.436750223139949,6.152607977393292
52,6.429675613045191,6.199176629037024
53,6.4219548838385405,6.280856042868541
54,6.477993233832854,6.28329354413385
55,6.493962453213951,6.360072958526515
56,6.430157040868091,6.359539473654137
57,6.423004324293556,6.35612704163298
58,6.389637060938853,6.411615967657628
59,6.448309439533206,6.339461562014965
60,6.476152738164056,6.342078014909487
61,6.4769465579129,6.474780445172006
62,6.41964703596198,6.591918256902433
63,6.4209079730420875,6.59902086264247
64,6.508657350387003,6.649545581237234
65,6.592006318184378,6.644014821801107
66,6.553918725067488,6.634837166223737
67,6.456960017389824,6.573631324193517
68,6.460717296052026,6.718010507218355
69,6.6746858472233495,6.769814555291399
70,6.863783054289599,6.76508709974917
71,6.8543383486645615,6.809320131517678
72,6.921842013395526,6.921842013395526
73,6.923450998784079,6.911256544077335
74,6.918950045320755,6.900557822703477
75,6.9755659902614235,6.905179650127709
76,6.974806897716756,6.909780214499683
77,6.921444217738019,6.8191653686176
78,6.917661375862936,6.857713115249154
79,6.779293171834601,6.987016774735873
80,6.779838253727508,7.101499171687513
81,6.845138358506392,7.046933534015064
