,Kasese,Tororo
0,6.59185124559715,5.698550031947693
1,6.6156565153423,5.742498963288706
2,6.538369229238757,5.784597426862376
3,6.3094171973905935,5.780015188051667
4,6.343958585768376,5.830460479927918
5,6.346395025516676,5.823459135165726
6,6.302427584043952,5.7949530233687225
7,6.308085776465766,5.847175087117204
8,6.304022708317681,5.844781203428712
9,6.294245815492255,5.831958815207664
10,6.267673380011114,5.916583787478151
11,6.290076460134158,6.052661965810316
12,6.286970364640864,6.048795584257324
13,6.28124928085889,6.044948372396227
14,6.275131015811402,6.038243067240719
15,6.269905425364633,6.03042545473073
16,6.2491060871399045,6.012178564337852
17,6.227078885024721,6.052049976776908
18,6.294226504471901,6.267075515405949
19,6.288217806451714,6.287367104571401
20,6.288004757684856,6.338979123669129
21,6.287791754298108,6.422438596006496
22,6.285826489962831,6.46359099156879
23,6.279907416560918,6.453111980278505
24,6.276007303184382,6.449836239932684
25,6.218606555244162,6.442643362535587
26,6.262058753777611,6.469031300719109
27,6.257534701020181,6.507661339637742
28,6.310628435613145,6.477932645340147
29,6.347297581401177,6.4453199176035705
30,6.3668608091521115,6.278443357690105
31,6.369282154496541,5.800934381322347
32,6.369988885086579,5.873083414577452
33,6.407006548223583,6.11402732714971
34,6.403286631758883,6.116939383429103
35,6.395805026332744,6.051051941168544
36,6.432204705577433,6.018118854425363
37,6.418592104610791,6.010220017711317
38,6.362657981567863,5.913630953654796
39,6.252072422680107,5.916797074292741
40,6.247963754674888,5.9109774673226845
41,6.15000395148156,6.039056534663201
42,6.310346212392294,6.027762768991995
43,6.336602604861716,6.036262135538013
44,6.147625904162566,6.091974649613189
45,6.090058919852007,6.113401296028878
46,5.6507205392182005,6.002289879121233
47,6.328376524008624,5.745752977828073
48,6.299968870908157,5.697583406584886
49,6.3294875493514295,5.683569252393964
50,6.3329991274991535,5.456911003318391
51,6.263107440216855,5.359217423231947
52,6.187961368056826,5.342731760733681
53,6.22296592281651,5.330285056581489
54,6.301859439573603,5.427338120575742
55,6.369328020611899,5.432864770555157
56,6.228904854325893,5.485091816319161
57,6.057161197187559,5.538205447338319
58,6.405194907341884,5.634743279049029
59,6.371176185479554,5.6372070103993535
60,6.294808393059292,5.642355403325902
61,6.328344255623482,5.715239782737073
62,6.287738756600155,5.7182428600650255
63,6.204561901601647,5.647990256047452
64,6.205810891938681,5.800345783830516
65,6.143667001228802,5.713946972747484
66,6.235529533008196,5.7100804765488915
67,6.357432088559859,5.739658169230076
68,6.308781135544713,5.770226819210122
69,6.341989667879001,5.895328803332569
70,6.382780515227405,5.895835917589341
71,6.344497805944682,5.83863497152082
72,6.368670991956794,5.825704158979006
