,Kampala,Masindi
0,6.424434666971581,6.465225239159982
1,6.548953959601279,6.455271570344619
2,6.500184393944528,6.458589092132568
3,6.494874353063846,6.494510253296489
4,6.618917840292188,6.679165800083002
5,6.6108579266410885,6.682867262137889
6,6.4525903644475,6.6772433500105635
7,6.552406136343881,6.702156046269875
8,6.565444617365182,6.701163274258705
9,6.614492537642149,6.692598276373965
10,6.281417529383605,6.689336626453335
11,6.477066337580395,6.497768002966438
12,6.436759632406356,6.482272895773473
13,6.39447873343113,6.506644149537146
14,6.448236165626591,6.523013723867226
15,6.540622266593799,6.523105074728996
16,6.556107830249778,6.592809197100206
17,6.60864234057717,6.588568383098891
18,6.577396609166684,6.501129119006803
19,6.398114045424532,6.47904873424721
20,6.274648420418857,6.279218116108922
21,6.300161239991715,6.260940526838434
22,6.461141600786897,6.420259995524769
23,6.506716735358224,6.429318290751434
24,6.504280558759954,6.422438596006496
25,6.540788747110095,6.502437728059688
26,6.5395087924460205,6.576508348170308
27,6.638017812616078,6.569405482771316
28,6.6202616339528095,6.5664279873774465
29,6.693659996484432,6.59449947292605
30,6.743012470263224,6.590755438475138
31,6.788462071485471,6.586698709388025
32,6.795052188323606,6.5783167218983065
33,6.457610625961792,6.5860404154731125
34,6.29567321599587,6.591907192610265
35,6.254304622917901,6.4118164431456215
36,6.348590414901033,6.41053682201548
37,6.431339459747963,6.527440987522891
38,6.42795934562421,6.525614734516767
39,6.425462546345036,6.592977142183737
40,6.4602948054482185,6.586298810232551
41,6.494082567364871,6.5810939443545005
42,6.483104503385116,6.259280911242251
43,6.234672755335146,6.247240634735078
44,6.187225085769094,6.099256312823137
45,6.097422616313912,6.096423615231827
46,6.173064825751855,6.0930990441139725
47,6.273969872959751,6.201628316886867
48,6.263249528729196,6.193168320476011
49,6.247874489253032,6.534267070874941
50,6.03517053161397,6.091974649613189
51,6.08959064733516,6.240293047883502
52,6.089719210280764,6.285141029044338
53,6.078305560351269,6.323362040091088
54,6.2691793717656585,6.314864314283129
55,6.065927672431015,6.312468821959264
56,6.059447919528419,6.3868037865875475
57,5.937244533949354,5.938402611669982
58,5.746454978558903,5.629724020853323
59,5.779434433015206,5.898120403270181
60,5.830679903144867,5.892324066256074
61,5.831546365570914,5.866086690823091
62,5.869226387091382,5.869226387091382
63,5.852730596523678,5.857681101683534
64,6.023432237141434,5.901735302163914
65,6.015229998797965,5.896394331465438
66,6.020651435457276,5.902868399800893
67,5.874903383847323,5.905969203422213
68,5.85480216770964,6.029452908409985
69,5.714904871582719,6.039693056045557
70,5.825810236461387,6.042672118507518
71,5.8667251963633555,6.049863413063866
72,6.040662183171701,6.0437438497091085
73,6.046576699783267,6.290943887549103
74,6.081429216198022,6.2984456606870545
75,6.2170324166826445,6.379122069505014
76,6.157397194040704,6.285230565550589
77,6.18924878044419,6.280563749181227
78,6.271091897581063,6.4334900468383385
79,6.369587856970138,6.4627106498286615
80,6.422032375552536,6.55582244461739
81,6.418737860900371,6.559342516862992
82,6.3256648576115895,6.559849888415118
83,6.409434590611459,6.445902339892784
84,6.432292617934824,6.418806060294423
85,6.476498503301829,6.3623061357761745
86,6.360449731425417,6.360449731425417
87,6.51024344817173,6.361521890053232
88,6.510547067972552,6.362026681404687
89,6.471228222605499,6.43741658281623
90,6.465689050781964,6.353616121186233
91,6.351998582235302,6.349066028814024
92,6.348529039051449,6.351457298830538
93,6.125947851523352,6.349456966723921
94,6.1329286031372625,6.353528086206698
95,6.248141634158375,6.348846549642127
96,6.351441379945331,6.35071278246319
97,6.530523181157765,6.388264206515881
98,6.598400266358889,6.389361321226222
