,Busia,Tororo
0,5.764507999739491,5.698550031947693
1,5.815850960408928,5.742498963288706
2,5.8160903260941135,5.784597426862376
3,5.806448445119823,5.780015188051667
4,5.827639603586277,5.830460479927918
5,5.839762280010722,5.823459135165726
6,5.895209627108374,5.7949530233687225
7,5.890366685699979,5.847175087117204
8,5.976584584563974,5.844781203428712
9,6.07626059202922,5.831958815207664
10,6.249023760571426,5.916583787478151
11,6.131375313739207,6.052661965810316
12,5.972457956776333,6.048795584257324
13,5.994738168728259,6.044948372396227
14,6.10306056731719,6.038243067240719
15,6.127008061224102,6.03042545473073
16,6.155051850803804,6.012178564337852
17,6.174484605077709,6.052049976776908
18,6.326028347632771,6.267075515405949
19,6.329039800971969,6.287367104571401
20,6.38362410428713,6.338979123669129
21,6.375653110089442,6.422438596006496
22,6.4748905468227225,6.46359099156879
23,6.400107322621503,6.463255465422941
24,6.373163772720497,6.456761407706958
25,6.428312865744372,6.453111980278505
26,6.48612773134108,6.449836239932684
27,6.538927094258442,6.442643362535587
28,6.637498511692277,6.469031300719109
29,6.56646380708577,6.507661339637742
30,6.499702212524387,6.477932645340147
31,6.5204710274061055,6.4453199176035705
32,6.45342128594408,6.278443357690105
33,6.147875887665223,5.800934381322347
34,6.134422813773812,5.873083414577452
35,6.132119925935866,6.11402732714971
36,6.190270656514652,6.116939383429103
37,6.1470593850057815,6.055178433176196
38,6.102659816379745,6.051051941168544
39,6.017577582422973,6.018118854425363
40,6.117761559315504,6.010220017711317
41,6.161731236942874,5.913630953654796
42,6.141852672078576,5.916797074292741
43,6.099578010211682,5.9109774673226845
44,6.064110037108751,6.039056534663201
45,6.0960416097452885,6.027762768991995
46,6.127510807003157,6.036262135538013
47,6.113822589139058,6.091974649613189
48,6.097590690002236,6.113401296028878
49,6.058697144701472,6.123687526544533
50,6.0552807519531155,6.0788112493633095
51,6.014879331904102,5.983165356414574
52,6.024254976030447,6.009249335412577
53,5.993815904569477,6.002530556671921
54,5.922066192350289,6.002289879121233
55,5.812308424277783,5.745752977828073
56,5.79556381494509,5.697583406584886
57,5.766355446013251,5.683569252393964
58,5.521681839476173,5.456911003318391
59,5.584806960274418,5.359217423231947
60,5.547526173379695,5.342731760733681
61,5.60538834682641,5.330285056581489
62,5.545121156232126,5.427338120575742
63,5.576720046521316,5.432864770555157
64,5.659015003414285,5.485091816319161
65,5.671736839962841,5.538205447338319
66,5.68742664239159,5.634743279049029
67,5.682463601987474,5.6372070103993535
68,5.672569181922398,5.642355403325902
69,5.689264296333812,5.715239782737073
70,5.7503461054494425,5.7182428600650255
71,5.7572943533366505,5.647990256047452
72,5.731631891282464,5.800345783830516
73,5.702550838016614,5.713946972747484
74,5.695814899390069,5.7100804765488915
75,5.731405027473356,5.739658169230076
76,5.906407220006222,5.770226819210122
77,5.976090159977027,5.895328803332569
78,5.916645917103135,5.895835917589341
79,5.855813308055905,5.83863497152082
80,5.867530673925267,5.825704158979006
