,Kisumu,Tororo
0,6.51536099454738,6.191026517045488
1,6.512443571830001,6.270550272921105
2,6.507532552479478,6.344213214797799
3,6.49763756178946,6.3912827831916825
4,6.501129798384963,6.3362568312128476
5,6.503620562411661,6.079721765282146
6,6.422703271116757,6.134167266475048
7,6.418005018978617,6.290847287159116
8,6.414844670494473,6.290276681284751
9,6.41139489999603,6.294792179027007
10,6.411774645994671,6.436160547191164
11,6.408525672100433,6.518242265563295
12,6.409113110531074,6.514882438844119
13,6.480495016088001,6.547504969030527
14,6.402905062039947,6.541587156469973
15,6.319690382106504,6.441994004612874
16,6.312825964012967,6.374409866289913
17,6.308189135005908,6.245436340302469
18,6.303566032361484,6.238087458923326
19,6.374768335556976,6.297315023835952
20,6.43879911705772,6.380702644998204
21,6.487982225801136,6.423005711453711
22,6.48015945940407,6.463255465422941
23,6.50791564290139,6.456406483124705
24,6.655991040994017,6.455593811015265
25,6.645696744609984,6.558496210449027
26,6.633226580452754,6.555653119439313
27,6.627526505122292,6.586390305376328
28,6.626635227449874,6.645468105605275
29,6.631517038328846,6.477932645340147
30,6.453942983455264,6.223600867954746
31,6.455382450293878,6.124503715111705
32,6.522820826592362,6.126432570911583
33,6.386784296043806,6.22804477957373
34,6.378622409720845,6.270286038406951
35,6.393163144388633,6.316891171599328
36,6.464994811842604,6.356367204467341
37,6.466461404450031,6.396547692538435
38,6.498346839073698,6.392812303866773
39,6.470107635747989,6.294347746024714
40,6.467868412881293,5.978282284313611
41,6.396204065750183,5.9514758358243025
42,6.393539707877411,6.036528692625579
43,6.385507092158509,6.097564753573258
44,6.378976199013695,6.139101099205735
45,6.375095254855892,6.199470848312016
46,6.3099011402560885,5.9749443426336715
47,6.302188703028191,5.970300452388205
48,6.296067910537139,6.025080533902487
49,6.2140649930188205,5.960901815425774
50,6.357026691930195,5.9515600169992435
51,6.358630095732033,5.9491645246753775
52,6.323337376677442,5.939870241677762
53,6.28675336961144,5.938402611669982
54,6.200881361873394,5.636013349760887
55,6.207863938226344,5.696111735973429
56,6.125196161701164,5.683569252393964
57,6.128196459640903,5.601992535895786
58,6.167351977894375,5.800758587813922
59,6.2050319364392434,5.788688230196583
60,6.200813335195003,5.9064301464681215
61,6.203969359116571,5.896394331465438
62,6.207115453879592,5.902868399800893
63,6.204671176286215,5.701762853127754
64,6.20053440048882,5.6229466757934095
65,6.188812032580339,5.634743279049029
66,6.187249806692381,5.6372070103993535
67,6.187202434724281,5.642355403325902
68,6.340340187736551,5.863266744713802
69,6.1898144964969735,5.871785452308936
70,6.197432801761317,5.870525719778315
71,6.1897514374836895,6.050212405285479
72,6.183785628282967,6.039841405289059
73,6.172368105899941,6.1388784210552405
74,6.1692779449380435,6.133180094494065
75,6.313983213879818,6.266086904446707
76,6.453287279525301,6.378677568257577
77,6.385002354538578,6.261581745912932
78,6.313441609830385,6.262089117465058
79,6.436527977286944,6.242826351629383
