,Busia,Kasese
0,5.442819559302515,6.508758487035613
1,5.368390731264161,6.539900972981392
2,5.367908856384362,6.41637566104603
3,5.351975757904964,6.270091307803748
4,5.328980718580166,6.2438751272113935
5,5.402413493497336,6.24103450985885
6,5.499568265555266,6.23443811228408
7,5.533521247132916,6.259702368792369
8,5.554348883772717,6.259461232390936
9,5.624919297368462,6.19336299942745
10,5.654594186213162,6.198802832593043
11,5.655251409158446,6.196332546877046
12,5.74055434548759,6.1826058443495855
13,5.7112072009785875,6.182094873305326
14,5.7638030947339844,6.17864404255835
15,5.612515317093071,6.1752025491778495
16,5.566786906099898,6.169816863283081
17,5.697072309837952,6.163931282404215
18,5.700987244766897,6.158550100342805
19,5.688592229992797,6.137140924237273
20,5.697319423884363,6.1164181836843134
21,5.636170643723225,6.194143045914918
22,5.6194313433579515,6.1881343478947315
23,5.629948896936181,6.187921299127874
24,5.714692616025398,6.187708295741125
25,5.80807891460058,6.19883111392946
26,5.76315459508666,6.2314759892196685
27,5.861196332657981,6.200955643093525
28,5.928837110631458,6.09914651097741
29,6.079054370053745,6.13484572968216
30,6.083893311057493,6.103526461190315
31,5.980881500846523,6.215155640961727
32,6.01459182757544,6.225378646200745
33,5.688290027834117,6.226016364544902
34,5.474777111293995,6.228437709889332
35,5.462532472239282,6.229377816873995
36,5.416722136441101,6.22409046109107
37,5.477651372541887,6.22066563825476
38,5.433135781583236,6.213780602210712
39,5.450898467104721,6.280316604863661
40,5.44403246461266,6.246378937137598
41,5.411591328899088,6.199506340881629
42,5.281738231253175,6.151358447078277
43,5.235077220363793,6.0930990441139725
44,5.241253311880692,6.039056534663201
45,5.357897063254608,5.763362171362772
46,5.3907923781495715,5.842409381144868
47,5.347322780520523,5.8423799122118085
48,5.258887923850967,5.807282233814959
49,5.2114667656400835,5.61053185190278
50,5.197853192215453,5.563709162228571
51,4.985817556396541,5.636013349760887
52,5.09438446268788,5.524629599794531
53,5.025513391645289,5.383910988895467
54,5.041170232632022,5.453186604227408
55,4.888397134079656,5.176079206531437
56,4.916389067603962,5.628345580121404
57,4.9122411662664645,5.693190550270857
58,4.785862950560118,5.7981176706960165
59,4.85034721833305,5.902868399800893
60,4.9101258398461045,5.77411707231741
61,5.09637269505928,5.491199404962388
62,5.065030317949494,5.8569590430692235
63,4.9922619316572865,5.860350561713563
64,5.020243995882708,5.724754935092968
65,5.177463538409615,5.858340626377746
66,5.228470645496867,5.957985470227687
67,5.28346871561634,5.978801689396265
68,5.367156127707497,5.96338541107502
69,5.281200919368427,5.920523449914592
70,5.315883093287069,6.033927825468742
71,5.353189561812566,6.028024938730174
72,5.587374617670365,6.074351221965816
73,5.789448942038557,6.014149721801372
74,5.629726330391688,6.071123447725916
75,5.520799860898352,6.215646277211257
76,5.546362418443445,6.096919741577207
